Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
1259,Jubal,br BRA,DF,Auxerre,fr Ligue 1,29-191,1993,23.7,775,924,83.9,17186,5516,200,238,84.0,412,443,93.0,147,224,65.6,1,0.4,0.2,+0.6,3,51,3,2,50,Matches,56ae428b
1260,Christopher Jullien,fr FRA,DF,Montpellier,fr Ligue 1,29-351,1993,19.9,614,727,84.5,12053,4566,203,242,83.9,310,345,89.9,82,113,72.6,1,0.7,0.7,+0.3,6,22,1,0,33,Matches,f323d995
1261,Anthony Jung,de GER,DFFW,Werder Bremen,de Bundesliga,31-125,1991,19.8,790,1010,78.2,12446,3960,413,465,88.8,302,373,81.0,49,103,47.6,4,1.2,1.3,+2.8,16,40,15,7,46,Matches,de838f86
1262,Lago Junior,ci CIV,FWMF,Mallorca,es La Liga,32-067,1990,0.6,12,18,66.7,154,31,6,7,85.7,3,5,60.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,360d70f8
1263,Hamed Junior Traorè,ci CIV,FWMF,Bournemouth,eng Premier League,23-020,2000,3.4,74,123,60.2,1311,552,32,44,72.7,29,46,63.0,8,21,38.1,0,0.8,0.9,-0.8,10,7,8,3,17,Matches,570bb4b9
1264,Hamed Junior Traorè,ci CIV,MFFW,Sassuolo,it Serie A,23-020,2000,6.6,184,245,75.1,3077,823,87,101,86.1,68,83,81.9,20,34,58.8,3,1.8,0.8,+1.2,17,17,7,3,26,Matches,570bb4b9
1265,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,22-239,2000,22.5,622,803,77.5,7978,1538,416,472,88.1,142,179,79.3,24,47,51.1,4,5.5,4.6,-1.5,43,19,34,2,56,Matches,7111d552
1266,Josip Juranović,hr CRO,DF,Union Berlin,de Bundesliga,27-204,1995,3.0,109,162,67.3,1838,778,52,59,88.1,40,59,67.8,13,30,43.3,1,0.1,0.2,+0.9,1,6,3,2,9,Matches,0a084b35
1267,James Justin,eng ENG,DF,Leicester City,eng Premier League,25-013,1998,13.9,667,819,81.4,10404,3063,371,408,90.9,239,282,84.8,39,81,48.1,0,0.3,0.5,-0.3,7,48,12,7,47,Matches,fb614c44
1268,Mathias Jørgensen,dk DEN,DF,Brentford,eng Premier League,32-319,1990,8.3,272,339,80.2,4632,1970,118,133,88.7,138,170,81.2,12,29,41.4,0,0.1,0.1,-0.1,1,23,0,0,22,Matches,0db5d2c8
1269,Ozan Kabak,tr TUR,DF,Hoffenheim,de Bundesliga,22-348,2000,19.6,874,1045,83.6,16468,5074,323,364,88.7,469,525,89.3,76,121,62.8,2,1.3,1.0,+0.7,4,52,2,0,60,Matches,2d61d13a
1270,Issa Kaboré,bf BFA,DF,Marseille,fr Ligue 1,21-300,2001,6.5,237,318,74.5,3358,1168,135,157,86.0,72,103,69.9,14,26,53.8,0,0.5,0.5,-0.5,7,16,11,3,37,Matches,c066d1a5
1271,Abdoul Kader Bamba,fr FRA,FWMF,Nantes,fr Ligue 1,28-287,1994,0.9,36,44,81.8,485,148,16,20,80.0,15,17,88.2,0,1,0.0,0,0.0,0.0,0.0,1,2,0,0,3,Matches,32f3d97e
1272,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,30-317,1992,11.7,400,571,70.1,6390,2486,204,244,83.6,172,232,74.1,18,65,27.7,0,1.0,2.4,-1.0,11,21,19,15,34,Matches,79c90e45
1273,Tino Kadewere,zw ZIM,FWMF,Mallorca,es La Liga,27-062,1996,3.7,64,93,68.8,899,203,36,48,75.0,19,27,70.4,4,9,44.4,0,0.6,0.2,-0.6,3,4,0,0,2,Matches,7d08063d
1274,Kaiky,br BRA,DF,Almería,es La Liga,19-055,2004,5.4,140,173,80.9,2797,1079,47,51,92.2,68,76,89.5,21,38,55.3,0,0.0,0.0,0.0,0,11,1,0,10,Matches,55634fb8
1275,Florian Kainz,at AUT,FWMF,Köln,de Bundesliga,30-135,1992,17.0,453,759,59.7,8917,3972,174,209,83.3,187,280,66.8,81,203,39.9,6,5.9,5.7,+0.1,42,51,36,10,106,Matches,94c18565
1276,Gaël Kakuta,cd COD,FW,Lens,fr Ligue 1,31-260,1991,0.2,12,16,75.0,172,14,5,6,83.3,4,6,66.7,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches,5b1bf5e3
1277,Sasa Kalajdzic,at AUT,FW,Wolves,eng Premier League,25-244,1997,0.5,2,4,50.0,26,0,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,15f24fe7
1278,Sasa Kalajdzic,at AUT,FW,Stuttgart,de Bundesliga,25-244,1997,2.6,40,63,63.5,689,172,19,30,63.3,14,22,63.6,4,5,80.0,3,0.6,0.3,+2.4,6,3,0,0,4,Matches,15f24fe7
1279,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,21-047,2002,13.8,233,291,80.1,3047,493,141,164,86.0,72,82,87.8,7,12,58.3,2,1.8,1.4,+0.2,8,8,5,0,19,Matches,bf4c41f9
1280,Yayah Kallon,sl SLE,MFFW,Hellas Verona,it Serie A,21-251,2001,8.0,129,201,64.2,1866,520,73,95,76.8,39,67,58.2,8,14,57.1,1,1.4,0.8,-0.4,12,8,11,4,18,Matches,f95f49d2
1281,Felix Kalu Nmecha,de GER,MF,Wolfsburg,de Bundesliga,22-149,2000,10.6,237,331,71.6,3956,1149,112,143,78.3,101,129,78.3,16,32,50.0,3,1.1,0.7,+1.9,10,31,5,1,35,Matches,091c86e2
1282,Gedeon Kalulu,cd COD,DF,Lorient,fr Ligue 1,25-191,1997,22.0,905,1150,78.7,14614,5820,460,510,90.2,340,427,79.6,68,138,49.3,3,1.2,0.9,+1.8,19,71,15,5,97,Matches,dd211559
1283,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,22-276,2000,21.6,1121,1290,86.9,21032,7141,415,456,91.0,602,653,92.2,96,156,61.5,0,1.0,0.7,-1.0,5,71,4,2,86,Matches,85f7d1be
1284,Daichi Kamada,jp JPN,MFFW,Eint Frankfurt,de Bundesliga,26-215,1996,17.2,712,881,80.8,11821,3511,351,394,89.1,289,335,86.3,55,104,52.9,4,2.0,2.3,+2.0,21,82,14,3,97,Matches,15b287da
1285,Waren Kamanzi,no NOR,DF,Toulouse,fr Ligue 1,22-117,2000,1.0,34,42,81.0,505,145,17,19,89.5,14,20,70.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,3,Matches,a426a912
1286,Bingourou Kamara,sn SEN,GK,Montpellier,fr Ligue 1,26-138,1996,4.5,87,131,66.4,2374,1898,16,17,94.1,43,44,97.7,28,69,40.6,0,0.0,0.0,0.0,0,2,0,0,0,Matches,3814120d
1287,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,23-105,1999,16.9,736,867,84.9,12136,3556,365,406,89.9,276,303,91.1,64,90,71.1,1,0.8,0.7,+0.2,7,57,6,0,79,Matches,cc77354e
1288,Jakub Kamiński,pl POL,FWMF,Wolfsburg,de Bundesliga,20-276,2002,13.9,252,354,71.2,3551,1172,146,181,80.7,80,105,76.2,10,24,41.7,2,1.8,2.1,+0.2,17,18,21,3,50,Matches,202b3b68
1289,Marcin Kamiński,pl POL,DF,Schalke 04,de Bundesliga,31-052,1992,1.0,15,20,75.0,280,134,7,7,100.0,4,6,66.7,3,6,50.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,463503e2
1290,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,32-150,1990,8.9,525,584,89.9,8849,2226,241,264,91.3,231,246,93.9,39,46,84.8,1,0.5,0.7,+0.5,4,46,6,1,49,Matches,b825a650
1291,Nordine Kandil,fr FRA,MFFW,Strasbourg,fr Ligue 1,21-128,2001,0.9,29,42,69.0,387,90,18,22,81.8,9,15,60.0,1,3,33.3,0,0.1,0.1,-0.1,1,4,1,0,3,Matches,c5908bc4
1292,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,29-223,1993,25.8,428,619,69.1,8057,2869,194,251,77.3,151,194,77.8,68,107,63.6,2,4.4,2.1,-2.4,43,63,34,4,128,Matches,21a66f6a
1293,Wilfried Kanga,ci CIV,FW,Hertha BSC,de Bundesliga,25-015,1998,13.0,130,209,62.2,1617,216,77,114,67.5,35,62,56.5,4,6,66.7,0,1.2,0.9,-1.2,19,6,4,1,10,Matches,b4c816a9
1294,Lee Kangin,kr KOR,MFFW,Mallorca,es La Liga,22-017,2001,19.8,476,670,71.0,8140,2474,233,274,85.0,171,211,81.0,52,129,40.3,4,3.1,3.0,+0.9,35,41,22,8,59,Matches,8455ad90
1295,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,31-344,1991,1.9,107,129,82.9,1516,296,70,73,95.9,31,39,79.5,3,7,42.9,0,0.3,0.3,-0.3,3,9,3,1,9,Matches,b9fbae28
1296,Kenan Karaman,tr TUR,FW,Schalke 04,de Bundesliga,29-003,1994,4.5,54,86,62.8,661,189,37,52,71.2,15,22,68.2,0,0,,0,0.1,0.3,-0.1,2,4,3,0,8,Matches,8f0f2230
1297,Yann Karamoh,fr FRA,MFFW,Torino,it Serie A,24-243,1998,4.7,93,121,76.9,1322,195,57,66,86.4,32,39,82.1,2,5,40.0,0,0.2,0.2,-0.2,4,1,3,1,7,Matches,8b66d9cc
1298,Atakan Karazor,de GER,MF,Stuttgart,de Bundesliga,26-146,1996,13.3,588,689,85.3,10304,2888,255,290,87.9,271,303,89.4,49,67,73.1,1,0.6,0.6,+0.4,13,47,4,0,45,Matches,5762be5c
1299,Jon Karrikaburu,es ESP,FW,Real Sociedad,es La Liga,20-170,2002,1.0,11,18,61.1,164,66,5,7,71.4,2,4,50.0,2,3,66.7,0,0.3,0.1,-0.3,1,2,1,0,4,Matches,211589b8
1300,Rick Karsdorp,nl NED,DF,Roma,it Serie A,28-025,1995,7.4,273,354,77.1,4762,1467,120,137,87.6,123,147,83.7,26,50,52.0,0,1.2,1.1,-1.2,6,12,11,1,24,Matches,9f84febe
1301,Denso Kasius,nl NED,DF,Bologna,it Serie A,20-153,2002,3.8,143,192,74.5,2576,864,65,72,90.3,53,74,71.6,20,36,55.6,2,0.7,0.8,+1.3,6,6,8,6,9,Matches,7ae36711
1302,Thomas Kastanaras,gr GRE,FWDF,Stuttgart,de Bundesliga,20-058,2003,0.8,14,17,82.4,175,38,8,9,88.9,3,3,100.0,1,1,100.0,0,0.1,0.0,-0.1,1,2,1,1,2,Matches,778ccc44
1303,Grigoris Kastanos,cy CYP,MFDF,Salernitana,it Serie A,25-037,1998,5.3,136,185,73.5,2189,709,67,74,90.5,50,70,71.4,11,19,57.9,0,0.3,0.4,-0.3,6,16,4,0,23,Matches,2a82aa85
1304,Silas Katompa,cd COD,FWDF,Stuttgart,de Bundesliga,24-153,1998,16.0,215,294,73.1,3278,802,115,143,80.4,78,99,78.8,11,20,55.0,2,1.2,1.9,+0.8,13,14,12,3,30,Matches,de4cac2d
1305,Moise Kean,it ITA,FW,Juventus,it Serie A,23-008,2000,9.0,108,150,72.0,1355,293,67,82,81.7,25,34,73.5,3,6,50.0,0,1.1,0.6,-1.1,8,6,5,1,11,Matches,3d50bcdb
1306,Michael Keane,eng ENG,DF,Everton,eng Premier League,30-056,1993,2.3,37,53,69.8,630,310,17,19,89.5,16,21,76.2,3,9,33.3,1,0.3,0.1,+0.7,1,3,0,0,4,Matches,c5b7c315
1307,Neeskens Kebano,cd COD,FW,Fulham,eng Premier League,30-363,1992,7.9,139,188,73.9,1850,476,83,94,88.3,40,53,75.5,4,9,44.4,3,1.4,0.8,+1.6,11,2,9,3,21,Matches,18b999f4
1308,Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,19-041,2004,3.4,96,120,80.0,1485,490,47,52,90.4,41,51,80.4,4,8,50.0,0,0.2,0.1,-0.2,2,2,1,0,5,Matches,c43a8336
1309,Thilo Kehrer,de GER,DF,West Ham,eng Premier League,26-168,1996,17.5,689,826,83.4,12101,4287,287,328,87.5,348,383,90.9,44,82,53.7,0,0.2,0.2,-0.2,2,43,1,0,39,Matches,51dbeea9
1310,Check Keita,fr FRA,DF,Reims,fr Ligue 1,19-340,2003,4.1,158,176,89.8,2823,683,58,62,93.5,86,89,96.6,11,18,61.1,0,0.0,0.0,0.0,1,10,0,0,13,Matches,c9f2f83a
1311,Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,28-026,1995,3.3,129,168,76.8,1778,584,76,88,86.4,41,52,78.8,6,8,75.0,0,0.7,0.2,-0.7,8,15,2,0,15,Matches,f25c8e3a
1312,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,23-021,2000,4.9,150,186,80.6,2625,517,70,76,92.1,62,80,77.5,16,23,69.6,2,0.1,0.2,+1.9,3,15,2,0,20,Matches,d2c580ce
1313,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,24-153,1998,10.0,388,490,79.2,7746,3403,112,128,87.5,214,236,90.7,51,104,49.0,2,0.1,0.4,+1.9,3,29,3,2,15,Matches,f31def1e
1314,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,28-039,1995,22.3,782,1009,77.5,14745,6152,301,346,87.0,391,462,84.6,80,156,51.3,0,0.2,0.5,-0.2,4,46,5,0,63,Matches,815c314f
1315,Kenedy,br BRA,FWMF,Valladolid,es La Liga,27-028,1996,0.9,15,25,60.0,156,47,11,14,78.6,3,6,50.0,0,3,0.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches,5eebbfdf
1316,Jonjoe Kenny,eng ENG,DF,Hertha BSC,de Bundesliga,25-358,1997,17.8,663,904,73.3,12256,5810,267,319,83.7,309,393,78.6,71,141,50.4,1,1.1,1.2,-0.1,11,66,7,5,73,Matches,099e666f
1317,Franck Kessié,ci CIV,MF,Barcelona,es La Liga,26-079,1996,6.3,203,239,84.9,2961,580,121,133,91.0,66,77,85.7,10,13,76.9,1,0.5,0.6,+0.5,5,11,2,0,18,Matches,05e19d6a
1318,Saîf-Eddine Khaoui,tn TUN,MF,Clermont Foot,fr Ligue 1,27-315,1995,17.7,404,587,68.8,6123,2206,211,264,79.9,132,180,73.3,32,91,35.2,3,3.4,1.7,-0.4,31,39,10,2,57,Matches,796b1c41
1319,Wahbi Khazri,tn TUN,FWMF,Montpellier,fr Ligue 1,32-028,1991,11.6,225,314,71.7,3816,1172,108,136,79.4,69,87,79.3,33,54,61.1,1,0.8,1.0,+0.2,8,25,10,2,33,Matches,2677a1de
1320,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,29-040,1994,21.3,519,692,75.0,8464,2003,241,291,82.8,228,284,80.3,33,72,45.8,0,0.3,0.8,-0.3,5,42,4,1,47,Matches,59e4b92e
1321,Anthony Khelifa,fr FRA,DF,Ajaccio,fr Ligue 1,17-169,2005,0.1,11,12,91.7,209,47,0,0,,9,10,90.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,3670aa71
1322,Kike,es ESP,FW,Osasuna,es La Liga,33-103,1989,7.6,110,149,73.8,1375,179,74,87,85.1,26,38,68.4,2,5,40.0,0,0.6,0.7,-0.6,8,7,6,0,12,Matches,e897d8ba
1323,Luca Kilian,de GER,DF,Köln,de Bundesliga,23-188,1999,12.2,578,673,85.9,11467,3267,142,162,87.7,376,396,94.9,55,99,55.6,0,0.1,0.2,-0.1,2,36,0,0,48,Matches,610aa1e9
1324,Max Kilman,eng ENG,DF,Wolves,eng Premier League,25-289,1997,26.0,1218,1475,82.6,23786,8684,423,457,92.6,658,712,92.4,123,272,45.2,0,0.0,0.2,0.0,1,95,4,0,88,Matches,d0f72bf1
1325,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,28-028,1995,20.6,1548,1831,84.5,28886,9443,657,699,94.0,652,730,89.3,211,344,61.3,4,3.7,5.5,+0.3,46,190,44,2,210,Matches,49296448
1326,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,27-207,1995,8.1,469,502,93.4,7174,2928,245,254,96.5,190,199,95.5,21,25,84.0,0,0.2,0.3,-0.2,1,36,1,0,40,Matches,aef6e670
1327,Jakub Kiwior,pl POL,DF,Spezia,it Serie A,23-021,2000,16.0,653,775,84.3,13165,4165,209,238,87.8,343,371,92.5,93,147,63.3,0,0.2,0.6,-0.2,4,25,5,0,37,Matches,dc3e663e
1328,Simon Kjær,dk DEN,DF,Milan,it Serie A,33-347,1989,7.4,371,429,86.5,8006,2801,105,119,88.2,194,206,94.2,69,99,69.7,0,0.0,0.1,0.0,0,32,1,0,31,Matches,8b8a56ce
1329,Mateusz Klich,pl POL,MFFW,Leeds United,eng Premier League,32-268,1990,3.1,108,148,73.0,1411,387,61,69,88.4,28,34,82.4,5,17,29.4,0,0.2,0.2,-0.2,5,6,5,0,16,Matches,282679b4
1330,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,26-278,1996,4.2,259,301,86.0,4899,1465,90,101,89.1,146,157,93.0,21,36,58.3,0,0.0,0.1,0.0,0,10,2,0,13,Matches,ca8033cb
1331,Justin Kluivert,nl NED,FWMF,Valencia,es La Liga,23-307,1999,8.9,174,251,69.3,2726,579,105,131,80.2,46,64,71.9,17,35,48.6,0,1.7,1.0,-1.7,16,12,10,4,15,Matches,4c3a6744
1332,Ansgar Knauff,de GER,DF,Eint Frankfurt,de Bundesliga,21-057,2002,11.5,342,522,65.5,5224,2263,177,228,77.6,138,204,67.6,19,43,44.2,1,1.3,1.5,-0.3,4,22,10,4,30,Matches,19a967ab
1333,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,30-290,1992,22.0,951,1181,80.5,20265,7833,258,290,89.0,540,597,90.5,146,256,57.0,0,0.1,0.2,-0.1,2,60,1,0,61,Matches,6bd5cd5d
1334,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,25-092,1997,18.0,588,727,80.9,15123,9116,105,105,100.0,315,319,98.7,165,298,55.4,0,0.0,0.0,0.0,0,8,0,0,0,Matches,cd59b9df
1335,Robin Koch,de GER,DF,Leeds United,eng Premier League,26-234,1996,23.5,854,1108,77.1,16538,7483,277,329,84.2,472,547,86.3,95,191,49.7,0,0.1,0.2,-0.1,1,78,3,0,72,Matches,ea6bc03a
1336,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,29-036,1994,17.5,593,821,72.2,9737,3364,287,351,81.8,241,316,76.3,41,99,41.4,0,0.5,0.9,-0.5,11,81,10,0,104,Matches,0fbecd11
1337,Koke,es ESP,MF,Atlético Madrid,es La Liga,31-059,1992,16.1,911,1062,85.8,13714,4504,502,540,93.0,287,331,86.7,68,107,63.6,3,1.2,1.0,+1.8,20,91,13,2,107,Matches,55126f3b
1338,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,29-261,1993,14.9,646,772,83.7,10296,2797,325,361,90.0,276,324,85.2,31,52,59.6,1,0.8,1.1,+0.2,8,48,7,2,60,Matches,3935e52e
1339,Luca Koleosho,ca CAN,FWDF,Espanyol,es La Liga,18-174,2004,0.3,7,12,58.3,93,21,4,5,80.0,3,5,60.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,fc076f78
1340,Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,de Bundesliga,24-093,1998,19.8,274,434,63.1,3611,784,165,242,68.2,79,117,67.5,11,21,52.4,10,3.5,2.8,+6.5,23,17,17,2,40,Matches,c0b3669f
1341,Timothée Kolodziejczak,fr FRA,DF,Schalke 04,de Bundesliga,31-158,1991,0.3,14,17,82.4,289,157,8,8,100.0,3,5,60.0,3,4,75.0,0,0.0,0.0,0.0,0,4,0,0,0,Matches,ab096c6f
1342,Cheick Konaté,ci CIV,DF,Clermont Foot,fr Ligue 1,19-005,2004,3.0,103,148,69.6,1734,749,48,57,84.2,41,57,71.9,10,25,40.0,0,0.1,0.0,-0.1,1,10,0,0,9,Matches,1361e5bc
1343,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,23-287,1999,6.2,328,382,85.9,5725,2382,130,149,87.2,175,193,90.7,16,30,53.3,0,0.0,0.3,0.0,0,11,1,0,18,Matches,5ed9b537
1344,Geoffrey Kondogbia,cf CTA,MF,Atlético Madrid,es La Liga,30-021,1993,10.7,529,593,89.2,8348,2533,285,307,92.8,178,195,91.3,42,56,75.0,2,0.9,0.3,+1.1,5,41,3,0,40,Matches,cce181df
1345,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,23-265,1999,10.0,132,204,64.7,1574,472,88,120,73.3,32,53,60.4,1,5,20.0,1,0.8,0.6,+0.2,11,10,1,0,17,Matches,04bb2b06
1346,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,21-295,2001,21.3,896,1047,85.6,14128,4586,467,515,90.7,357,395,90.4,51,78,65.4,1,1.2,1.1,-0.2,16,107,12,0,129,Matches,86574238
1347,Youssouf Koné,ml MLI,DF,Ajaccio,fr Ligue 1,27-246,1995,5.8,168,221,76.0,3062,1277,81,85,95.3,61,73,83.6,23,56,41.1,0,0.0,0.1,0.0,0,17,2,1,13,Matches,e6eadfb8
1348,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,25-136,1997,23.9,1037,1198,86.6,18981,6276,388,427,90.9,562,604,93.0,78,140,55.7,0,0.5,0.4,-0.5,5,39,4,2,27,Matches,0313a347
1349,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,25-008,1998,22.8,966,1292,74.8,17633,6984,405,468,86.5,406,508,79.9,118,244,48.4,3,3.0,4.1,0.0,36,122,35,9,145,Matches,a26fb8aa
1350,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,22-063,2001,9.9,518,621,83.4,8545,2986,236,263,89.7,241,270,89.3,30,56,53.6,1,0.1,0.5,+0.9,3,37,2,1,40,Matches,1f3afdcb
1351,Filip Kostić,rs SRB,DFFW,Juventus,it Serie A,30-127,1992,20.2,587,839,70.0,9935,3163,281,337,83.4,229,307,74.6,59,128,46.1,7,5.4,3.5,+1.6,46,36,39,25,58,Matches,b1cd37e6
1352,Filip Kostić,rs SRB,DFMF,Eint Frankfurt,de Bundesliga,30-127,1992,0.8,23,40,57.5,469,260,8,11,72.7,12,16,75.0,3,11,27.3,0,0.1,0.1,-0.1,1,1,1,0,4,Matches,b1cd37e6
1353,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,25-092,1997,16.0,379,532,71.2,5705,1268,221,274,80.7,107,157,68.2,27,46,58.7,2,2.3,2.0,-0.3,28,25,24,6,43,Matches,58e933d2
1354,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,26-081,1996,19.9,799,905,88.3,14112,3721,331,359,92.2,371,414,89.6,72,91,79.1,1,1.5,1.2,-0.5,15,101,7,2,115,Matches,86a2ba20
1355,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,30-194,1992,4.0,108,166,65.1,4145,3368,7,7,100.0,47,47,100.0,54,112,48.2,0,0.0,0.0,0.0,0,10,0,0,0,Matches,dc366c36
1356,Kalidou Koulibaly,sn SEN,DF,Chelsea,eng Premier League,31-261,1991,14.9,981,1130,86.8,17140,6699,437,464,94.2,457,501,91.2,71,132,53.8,0,0.4,0.4,-0.4,5,72,6,0,65,Matches,da974c7b
1357,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,24-116,1998,14.5,959,1089,88.1,16597,5639,437,478,91.4,422,456,92.5,83,114,72.8,2,1.3,1.3,+0.7,6,114,8,2,94,Matches,4d1666ff
1358,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,25-327,1997,5.8,229,276,83.0,4418,1626,75,90,83.3,132,145,91.0,19,32,59.4,0,0.1,0.1,-0.1,2,16,0,0,17,Matches,562a4799
1359,Cheikhou Kouyaté,sn SEN,MFDF,Nott'ham Forest,eng Premier League,33-077,1989,7.8,159,206,77.2,2545,705,79,101,78.2,51,60,85.0,17,23,73.9,0,0.6,0.3,-0.6,5,11,2,0,16,Matches,8d3c902d
1360,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,28-306,1994,11.1,648,762,85.0,10791,3337,314,352,89.2,270,298,90.6,45,74,60.8,1,1.2,1.2,-0.2,11,92,14,1,89,Matches,79c0821a
1361,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,27-022,1996,4.5,143,180,79.4,2255,480,77,83,92.8,53,66,80.3,11,20,55.0,0,0.3,0.4,-0.3,5,3,4,1,17,Matches,9d60028d
1362,Soichiro Kozuki,jp JPN,FWMF,Schalke 04,de Bundesliga,22-076,2000,4.2,52,85,61.2,950,298,27,36,75.0,17,31,54.8,8,12,66.7,0,0.3,0.4,-0.3,4,3,3,2,10,Matches,f1e855eb
1363,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,28-218,1994,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,77cf6852
1364,Alex Král,cz CZE,MF,Schalke 04,de Bundesliga,24-293,1998,15.2,300,457,65.6,5290,1745,120,176,68.2,136,176,77.3,28,62,45.2,0,0.2,0.6,-0.2,4,32,3,1,45,Matches,e717705a
1365,Andrej Kramarić,hr CRO,MFFW,Hoffenheim,de Bundesliga,31-262,1991,17.1,528,667,79.2,8061,1634,298,339,87.9,164,205,80.0,40,60,66.7,3,1.4,1.8,+1.6,24,59,18,3,69,Matches,603cb947
1366,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,32-017,1991,19.7,840,1019,82.4,12163,3651,483,536,90.1,275,330,83.3,38,63,60.3,0,1.7,1.5,-1.7,13,51,11,2,70,Matches,496aeede
1367,Tom Krauß,de GER,MF,Schalke 04,de Bundesliga,21-259,2001,20.9,443,610,72.6,6784,2262,226,291,77.7,173,210,82.4,26,52,50.0,0,0.5,1.0,-0.5,6,38,8,1,63,Matches,9f77012e
1368,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,25-302,1997,0.2,0,2,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,b804c280
1369,Raimonds Krollis,lv LVA,FW,Spezia,it Serie A,21-131,2001,0.2,1,2,50.0,23,5,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches,b4101c2e
1370,Toni Kroos,de GER,MF,Real Madrid,es La Liga,33-063,1990,15.2,1401,1540,91.0,26483,9563,582,600,97.0,597,627,95.2,191,262,72.9,2,2.6,3.1,-0.6,34,225,17,6,192,Matches,6ce1f46f
1371,Rade Krunić,ba BIH,MFFW,Milan,it Serie A,29-152,1993,9.9,296,363,81.5,4549,1658,146,169,86.4,121,141,85.8,16,24,66.7,1,0.9,0.8,+0.1,11,24,7,0,40,Matches,817c6964
1372,Max Kruse,de GER,MFFW,Wolfsburg,de Bundesliga,34-354,1988,3.0,90,121,74.4,1644,240,36,49,73.5,42,48,87.5,9,12,75.0,0,0.1,0.2,-0.1,3,4,3,1,7,Matches,f9446dcd
1373,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,30-190,1992,11.6,346,503,68.8,5987,1701,155,189,82.0,136,192,70.8,39,87,44.8,0,0.1,0.4,-0.1,2,34,5,1,28,Matches,2a29eb9b
1374,Takefusa Kubo,jp JPN,FWMF,Real Sociedad,es La Liga,21-277,2001,17.6,407,564,72.2,5313,1466,250,293,85.3,115,157,73.2,15,36,41.7,3,3.8,3.3,-0.8,20,21,18,3,51,Matches,16aa3654
