Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
1375,Dejan Kulusevski,se SWE,MFFW,Tottenham,eng Premier League,22-317,2000,15.3,391,515,75.9,5416,1339,229,272,84.2,124,157,79.0,17,38,44.7,5,3.1,3.6,+1.9,32,9,24,7,45,Matches,df3cda47
1376,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,17-347,2005,6.7,250,307,81.4,3646,816,140,157,89.2,91,112,81.3,8,18,44.4,0,0.3,0.3,-0.3,3,7,1,1,12,Matches,c385bf49
1377,Marash Kumbulla,al ALB,DF,Roma,it Serie A,23-028,2000,2.2,128,143,89.5,2347,595,47,48,97.9,71,75,94.7,8,15,53.3,0,0.1,0.0,-0.1,1,2,0,0,6,Matches,a40819d9
1378,Pierre Kunde,cm CMR,MF,Bochum,de Bundesliga,27-225,1995,3.2,84,152,55.3,1431,528,39,53,73.6,36,60,60.0,8,34,23.5,0,0.1,0.1,-0.1,2,11,2,1,13,Matches,9ceb7642
1379,Alou Kuol,au AUS,FW,Stuttgart,de Bundesliga,22-162,2000,0.1,1,1,100.0,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,f1bc3876
1380,Layvin Kurzawa,fr FRA,DF,Fulham,eng Premier League,30-185,1992,1.5,28,41,68.3,408,135,12,13,92.3,14,19,73.7,0,3,0.0,0,0.0,0.0,0.0,0,1,1,1,2,Matches,41e7ef1c
1381,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,it Serie A,22-024,2001,17.2,466,602,77.4,6660,1334,296,330,89.7,113,159,71.1,33,60,55.0,9,6.3,5.0,+2.7,35,24,24,5,46,Matches,dea88efd
1382,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,27-208,1995,14.4,192,280,68.6,2829,440,101,135,74.8,63,88,71.6,13,20,65.0,2,0.8,0.9,+1.2,4,9,5,2,15,Matches,397ba086
1383,Daniel Kyereh,gh GHA,MFFW,Freiburg,de Bundesliga,27-000,1996,6.2,139,182,76.4,1649,285,97,118,82.2,26,35,74.3,4,8,50.0,0,0.3,0.8,-0.3,3,3,3,1,11,Matches,2770726a
1384,Giorgos Kyriakopoulos,gr GRE,FWDF,Bologna,it Serie A,27-031,1996,1.6,62,85,72.9,947,503,31,34,91.2,21,29,72.4,5,13,38.5,0,0.1,0.1,-0.1,1,5,5,2,9,Matches,0a483542
1385,Giorgos Kyriakopoulos,gr GRE,FWDF,Sassuolo,it Serie A,27-031,1996,8.5,300,391,76.7,5430,2158,148,165,89.7,103,125,82.4,44,81,54.3,1,1.4,0.9,-0.4,14,23,14,9,32,Matches,0a483542
1386,César de la Hoz,es ESP,MF,Almería,es La Liga,30-343,1992,12.3,304,376,80.9,5808,2107,126,139,90.6,130,153,85.0,42,64,65.6,0,0.9,0.6,-0.9,4,37,3,1,35,Matches,60abea75
1387,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,24-289,1998,7.0,210,254,82.7,3022,541,123,138,89.1,67,74,90.5,10,19,52.6,2,1.2,0.6,+0.8,10,20,5,1,26,Matches,e9241b40
1388,Rémy Labeau Lascary,gp GLP,FWMF,Lens,fr Ligue 1,20-005,2003,1.1,20,24,83.3,321,95,10,11,90.9,7,8,87.5,2,2,100.0,0,0.0,0.0,0.0,2,0,0,0,1,Matches,c90f380c
1389,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,28-309,1994,18.0,302,453,66.7,4239,990,184,247,74.5,85,120,70.8,16,40,40.0,1,3.0,2.7,-2.0,26,16,18,5,33,Matches,7cdda3bf
1390,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,28-309,1994,2.8,41,61,67.2,623,128,25,35,71.4,12,17,70.6,2,5,40.0,0,0.2,0.2,-0.2,3,3,2,1,5,Matches,7cdda3bf
1391,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,31-284,1991,21.9,444,634,70.0,6363,1775,235,302,77.8,138,188,73.4,28,53,52.8,4,4.3,3.8,-0.3,34,41,29,1,77,Matches,9dbb75ca
1392,Qazim Laçi,al ALB,MF,Ajaccio,fr Ligue 1,27-048,1996,2.4,111,142,78.2,2278,691,44,55,80.0,43,50,86.0,21,31,67.7,0,0.2,0.4,-0.2,3,18,1,0,24,Matches,eb0db257
1393,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,22-336,2000,13.5,684,793,86.3,14401,5453,162,184,88.0,435,463,94.0,81,130,62.3,0,0.1,0.2,-0.1,1,39,0,0,50,Matches,277c49ed
1394,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,24-044,1999,25.0,559,809,69.1,17189,13190,72,73,98.6,264,270,97.8,222,463,47.9,0,0.1,0.0,-0.1,1,8,1,0,1,Matches,4e7db402
1395,Aïssa Laïdouni,tn TUN,MF,Union Berlin,de Bundesliga,26-085,1996,3.8,99,133,74.4,1749,527,45,52,86.5,42,53,79.2,10,16,62.5,0,0.2,0.5,-0.2,2,13,7,1,18,Matches,22798128
1396,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,25-285,1997,8.7,250,331,75.5,3836,1262,136,159,85.5,89,109,81.7,16,33,48.5,0,1.5,0.9,-1.5,9,23,7,1,41,Matches,c1b7847c
1397,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,30-193,1992,3.8,213,264,80.7,3320,1093,115,131,87.8,80,99,80.8,13,21,61.9,0,0.2,0.3,-0.2,1,15,2,0,15,Matches,4aea5077
1398,Kenny Lala,fr FRA,DF,Brest,fr Ligue 1,31-156,1991,6.7,263,360,73.1,5411,2209,99,123,80.5,119,150,79.3,45,76,59.2,0,1.0,0.9,-1.0,11,14,5,2,17,Matches,770d7eb8
1399,Adam Lallana,eng ENG,MFFW,Brighton,eng Premier League,34-302,1988,8.0,262,317,82.6,3033,656,173,194,89.2,57,74,77.0,6,9,66.7,1,1.0,1.2,0.0,14,23,9,1,33,Matches,99813635
1400,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,32-342,1990,6.8,163,240,67.9,3268,1379,51,61,83.6,97,124,78.2,15,52,28.8,0,0.1,0.3,-0.1,1,11,2,0,27,Matches,591477c9
1401,Érik Lamela,ar ARG,FWMF,Sevilla,es La Liga,31-004,1992,14.1,422,551,76.6,5915,1075,245,293,83.6,130,162,80.2,22,32,68.8,0,1.1,1.0,-1.1,19,24,18,1,53,Matches,abe66106
1402,Mohamed Lamine Bayo,gn GUI,FWMF,Lille,fr Ligue 1,24-277,1998,5.3,56,97,57.7,647,149,33,53,62.3,11,23,47.8,2,2,100.0,0,1.5,1.5,-1.5,9,2,1,0,4,Matches,01870104
1403,Sam Lammers,nl NED,FW,Sampdoria,it Serie A,25-312,1997,7.8,110,165,66.7,1449,343,74,98,75.5,28,43,65.1,3,3,100.0,1,1.0,0.6,0.0,10,8,5,1,10,Matches,c283ddef
1404,Sam Lammers,nl NED,FW,Empoli,it Serie A,25-312,1997,9.8,143,230,62.2,1814,451,94,129,72.9,41,60,68.3,1,5,20.0,1,0.7,0.3,+0.3,10,13,4,0,19,Matches,c283ddef
1405,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,22-159,2000,5.0,239,302,79.1,3509,854,130,149,87.2,96,116,82.8,5,21,23.8,0,0.2,0.7,-0.2,4,14,8,5,26,Matches,f4e433d4
1406,Manuel Lanzini,ar ARG,MFFW,West Ham,eng Premier League,30-021,1993,1.7,83,100,83.0,1280,295,42,50,84.0,32,35,91.4,5,9,55.6,0,0.0,0.1,0.0,0,7,2,0,14,Matches,26f6dca8
1407,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,28-285,1994,6.2,440,481,91.5,7404,2134,215,225,95.6,184,199,92.5,34,44,77.3,0,0.2,0.3,-0.2,4,46,5,0,46,Matches,119b9a8e
1408,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,29-124,1993,17.1,621,731,85.0,12967,4531,176,192,91.7,344,371,92.7,90,146,61.6,0,0.0,0.1,0.0,1,48,1,0,35,Matches,f066022d
1409,Cyle Larin,ca CAN,FW,Valladolid,es La Liga,27-325,1995,3.7,35,51,68.6,451,70,16,24,66.7,10,12,83.3,2,2,100.0,0,0.3,0.0,-0.3,2,2,0,0,5,Matches,e7af9060
1410,Juan Larios,es ESP,DF,Southampton,eng Premier League,19-055,2004,1.7,63,82,76.8,881,326,40,46,87.0,21,27,77.8,2,4,50.0,0,0.0,0.0,0.0,0,5,0,0,4,Matches,cf7fb13a
1411,Yasser Larouci,dz ALG,DFFW,Troyes,fr Ligue 1,22-066,2001,13.2,435,568,76.6,6426,2259,236,276,85.5,163,210,77.6,16,44,36.4,0,1.3,0.9,-1.3,11,29,14,7,43,Matches,0ed063d6
1412,Jordan Larsson,se SWE,FWMF,Schalke 04,de Bundesliga,25-261,1997,5.1,87,117,74.4,1236,400,49,58,84.5,27,33,81.8,4,10,40.0,0,0.5,0.6,-0.5,4,7,5,0,12,Matches,72984eee
1413,Kevin Lasagna,it ITA,FWMF,Hellas Verona,it Serie A,30-210,1992,13.7,129,211,61.1,1939,449,65,96,67.7,45,68,66.2,6,12,50.0,2,1.5,0.3,+0.5,12,9,6,0,16,Matches,09538fdb
1414,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,29-117,1993,2.2,64,78,82.1,1196,484,23,28,82.1,32,36,88.9,7,11,63.6,0,0.0,0.0,0.0,0,3,0,0,3,Matches,450ab6fc
1415,Latasa,es ESP,FWDF,Getafe,es La Liga,21-350,2001,1.4,22,42,52.4,357,130,9,15,60.0,10,16,62.5,1,2,50.0,0,0.0,0.1,0.0,0,3,1,0,6,Matches,2bea832e
1416,Toni Lato,es ESP,DFMF,Valencia,es La Liga,25-107,1997,7.3,283,346,81.8,4464,1411,146,157,93.0,111,132,84.1,18,40,45.0,0,0.8,0.8,-0.8,11,26,9,2,29,Matches,8e088e04
1417,Danny Latza,de GER,MF,Schalke 04,de Bundesliga,33-091,1989,5.1,173,220,78.6,2927,749,76,84,90.5,81,98,82.7,11,21,52.4,0,0.0,0.2,0.0,1,12,4,2,22,Matches,33b554b7
1418,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,24-094,1998,16.6,403,557,72.4,6157,1869,234,270,86.7,124,170,72.9,28,67,41.8,5,5.3,3.4,-0.3,51,28,31,8,56,Matches,2d22cea7
1419,Armand Lauriente,fr FRA,FW,Lorient,fr Ligue 1,24-094,1998,3.0,73,95,76.8,1175,373,28,33,84.8,33,38,86.8,5,11,45.5,0,1.1,0.8,-1.1,9,6,5,0,14,Matches,2d22cea7
1420,Roméo Lavia,be BEL,MF,Southampton,eng Premier League,19-061,2004,12.9,396,460,86.1,6841,1849,175,200,87.5,180,196,91.8,33,41,80.5,0,0.3,0.3,-0.3,7,54,5,0,49,Matches,ecad9aa5
1421,Lázaro,br BRA,MFFW,Almería,es La Liga,20-361,2002,3.0,78,102,76.5,1102,386,48,55,87.3,17,27,63.0,7,11,63.6,0,0.2,0.2,-0.2,5,14,2,1,10,Matches,86ff856b
1422,Valentino Lazaro,at AUT,DF,Torino,it Serie A,26-349,1996,11.8,524,695,75.4,8590,3209,263,297,88.6,194,255,76.1,48,99,48.5,2,2.3,2.2,-0.3,22,37,16,8,58,Matches,016ff750
1423,Marko Lazetić,rs SRB,FW,Milan,it Serie A,19-045,2004,0.1,1,1,100.0,18,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,93088fbb
1424,Darko Lazović,rs SRB,DFMF,Hellas Verona,it Serie A,32-174,1990,18.2,388,617,62.9,6444,2708,193,244,79.1,141,202,69.8,40,107,37.4,4,4.7,3.8,-0.7,31,34,27,11,60,Matches,5128bde4
1425,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,29-099,1993,14.5,705,798,88.3,9725,3494,419,446,93.9,231,265,87.2,24,33,72.7,0,0.5,0.5,-0.5,8,30,9,5,39,Matches,02caf6e0
1426,Théo Le Bris,fr FRA,MFDF,Lorient,fr Ligue 1,20-158,2002,11.5,325,411,79.1,4419,1336,207,246,84.1,98,118,83.1,9,20,45.0,1,0.8,1.4,+0.2,7,22,7,2,31,Matches,afe39ca8
1427,Julien Le Cardinal,fr FRA,DF,Lens,fr Ligue 1,25-217,1997,1.6,83,112,74.1,1338,390,39,46,84.8,31,45,68.9,8,12,66.7,0,0.6,0.4,-0.6,4,7,4,3,6,Matches,547a72ad
1428,Jérémy Le Douaron,fr FRA,FWMF,Brest,fr Ligue 1,24-321,1998,14.1,160,237,67.5,2175,362,105,136,77.2,41,65,63.1,6,12,50.0,2,0.9,0.5,+1.1,9,11,7,2,14,Matches,88c4d190
1429,Enzo Le Fée,fr FRA,MF,Lorient,fr Ligue 1,23-033,2000,25.0,1245,1558,79.9,21451,7151,555,622,89.2,473,569,83.1,144,245,58.8,6,5.8,3.6,+0.2,54,146,23,4,166,Matches,6f806d99
1430,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,33-144,1989,25.0,1096,1327,82.6,17118,7270,566,636,89.0,432,501,86.2,62,125,49.6,0,0.6,1.4,-0.6,10,88,22,8,118,Matches,2321ea6e
1431,Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,33-148,1989,17.4,772,984,78.5,14929,6303,300,340,88.2,356,414,86.0,97,197,49.2,0,0.3,0.4,-0.3,2,75,8,3,79,Matches,321a71a7
1432,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,26-117,1996,19.1,936,1052,89.0,18218,5741,299,336,89.0,527,565,93.3,98,132,74.2,0,0.1,0.2,-0.1,3,56,1,0,72,Matches,9a64e67e
1433,Rafael Leão,pt POR,FWMF,Milan,it Serie A,23-271,1999,18.8,384,529,72.6,6818,2124,181,236,76.7,144,183,78.7,49,70,70.0,6,5.2,4.0,+0.8,36,48,39,10,81,Matches,20730eae
1434,Paolo Lebas,pt POR,MF,Ajaccio,fr Ligue 1,19-322,2003,0.6,12,16,75.0,208,72,6,10,60.0,6,6,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,2,Matches,5bf26efc
1435,Benjamin Lecomte,fr FRA,GK,Espanyol,es La Liga,31-316,1991,10.0,179,275,65.1,6302,5234,21,21,100.0,66,67,98.5,92,184,50.0,0,0.1,0.0,-0.1,1,5,0,0,0,Matches,2fa2a875
1436,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,31-316,1991,7.0,157,217,72.4,4432,3447,29,29,100.0,68,70,97.1,59,117,50.4,0,0.0,0.0,0.0,0,2,0,0,0,Matches,2fa2a875
1437,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,30-023,1993,24.0,405,801,50.6,15508,13067,42,43,97.7,150,153,98.0,213,601,35.4,0,0.0,0.1,0.0,1,29,1,0,0,Matches,6c4776b1
1438,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,29-287,1993,19.7,729,888,82.1,14518,5117,285,321,88.8,294,337,87.2,128,194,66.0,1,1.1,1.6,-0.1,6,88,8,2,106,Matches,f5044e54
1439,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,24-044,1999,18.2,812,1033,78.6,16576,6153,253,297,85.2,439,513,85.6,112,193,58.0,1,0.4,0.6,+0.6,4,72,3,0,87,Matches,c4987edc
1440,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,24-294,1998,7.4,249,328,75.9,4691,1687,105,127,82.7,114,142,80.3,27,50,54.0,0,0.0,0.1,0.0,1,16,1,0,25,Matches,7e12a98d
1441,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,31-292,1991,20.5,818,1030,79.4,19296,7385,183,211,86.7,474,518,91.5,158,278,56.8,0,0.2,0.3,-0.2,6,87,4,0,55,Matches,6eaed4eb
1442,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,29-308,1993,13.9,603,778,77.5,10083,3555,293,338,86.7,254,322,78.9,43,80,53.8,1,0.7,0.7,+0.3,13,55,9,7,62,Matches,59b7d823
1443,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,27-116,1995,8.4,420,495,84.8,6315,1830,242,257,94.2,122,143,85.3,37,57,64.9,2,1.5,1.2,+0.5,18,44,14,5,43,Matches,4dbd0916
1444,Félix Lemaréchal,ci CIV,MF,Brest,fr Ligue 1,19-213,2003,1.1,17,21,81.0,247,31,10,12,83.3,7,8,87.5,0,0,,0,0.1,0.1,-0.1,1,0,0,0,1,Matches,8ca9415f
1445,Dexter Lembikisa,jm JAM,DF,Wolves,eng Premier League,19-124,2003,0.3,10,13,76.9,180,73,5,5,100.0,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,3,Matches,0bdda685
1446,Mario Lemina,ga GAB,MF,Wolves,eng Premier League,29-188,1993,4.6,180,201,89.6,3162,944,86,96,89.6,74,80,92.5,17,19,89.5,0,0.1,0.3,-0.1,1,11,4,1,16,Matches,2b471f99
1447,Mario Lemina,ga GAB,MFDF,Nice,fr Ligue 1,29-188,1993,9.3,569,637,89.3,9544,2701,253,268,94.4,252,265,95.1,42,75,56.0,0,0.1,0.2,-0.1,4,44,3,0,46,Matches,2b471f99
1448,Tim Lemperle,de GER,FW,Köln,de Bundesliga,21-031,2002,1.1,21,38,55.3,299,119,13,17,76.5,5,11,45.5,2,3,66.7,0,1.1,1.1,-1.1,3,4,2,0,5,Matches,792ffa71
1449,Clément Lenglet,fr FRA,DF,Tottenham,eng Premier League,27-264,1995,13.2,784,906,86.5,14656,5440,286,296,96.6,408,453,90.1,75,129,58.1,2,0.6,0.7,+1.4,5,46,7,4,48,Matches,4f28a6ff
1450,Bernd Leno,de GER,GK,Fulham,eng Premier League,31-004,1992,24.0,707,909,77.8,17822,11145,164,164,100.0,379,381,99.5,164,362,45.3,0,0.0,0.0,0.0,1,10,0,0,0,Matches,2628fd2b
1451,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,28-167,1994,7.6,301,408,73.8,5491,2213,134,153,87.6,116,150,77.3,42,82,51.2,2,1.4,1.8,+0.6,14,22,12,7,28,Matches,bbd86530
1452,Sergio León,es ESP,FW,Valladolid,es La Liga,34-061,1989,11.3,103,154,66.9,1566,266,55,69,79.7,33,49,67.3,6,13,46.2,1,0.8,0.5,+0.2,10,4,5,1,16,Matches,0a0cc13c
1453,Johann Lepenant,fr FRA,MF,Lyon,fr Ligue 1,20-137,2002,15.7,888,997,89.1,15068,3411,377,426,88.5,406,435,93.3,69,80,86.3,1,0.6,1.0,+0.4,7,89,5,1,95,Matches,1e52971c
1454,Mehdi Léris,dz ALG,DFMF,Sampdoria,it Serie A,24-289,1998,18.1,421,632,66.6,6133,2161,252,302,83.4,120,190,63.2,30,66,45.5,1,1.1,0.8,-0.1,14,34,13,4,40,Matches,7d3cbc67
1455,Jefferson Lerma,co COL,MFDF,Bournemouth,eng Premier League,28-134,1994,23.4,829,1013,81.8,13003,4658,407,466,87.3,345,390,88.5,46,97,47.4,0,0.6,1.2,-0.6,9,73,13,1,79,Matches,9b5ce51a
1456,Benjamin Leroy,fr FRA,GK,Ajaccio,fr Ligue 1,33-335,1989,22.1,361,606,59.6,12491,10723,38,38,100.0,150,154,97.4,173,409,42.3,0,0.0,0.0,0.0,0,15,0,0,0,Matches,1e7aea56
1457,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,23-022,2000,9.1,287,388,74.0,4491,1355,153,198,77.3,91,113,80.5,23,41,56.1,0,0.8,0.8,-0.8,9,26,9,2,40,Matches,fcc84a07
1458,Ruan Levine,br BRA,MF,Ajaccio,fr Ligue 1,24-048,1999,0.3,12,13,92.3,176,9,7,8,87.5,5,5,100.0,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0,Matches,17e25e72
1459,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,34-199,1988,17.6,338,443,76.3,4724,936,208,245,84.9,91,120,75.8,18,25,72.0,5,3.5,2.9,+1.5,20,29,21,2,59,Matches,8d78e732
1460,Jamie Leweling,de GER,FW,Union Berlin,de Bundesliga,22-010,2001,1.7,22,29,75.9,335,40,10,13,76.9,6,9,66.7,3,3,100.0,1,0.2,0.2,+0.8,1,0,1,1,2,Matches,13fe7b69
1461,Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,25-042,1998,0.1,10,12,83.3,163,71,2,2,100.0,7,8,87.5,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches,efb9215a
1462,Rico Lewis,eng ENG,DFMF,Manchester City,eng Premier League,18-107,2004,6.0,387,421,91.9,5599,846,237,248,95.6,130,138,94.2,11,15,73.3,0,0.8,1.0,-0.8,7,22,8,3,31,Matches,b57e066e
1463,Keane Lewis-Potter,eng ENG,FWMF,Brentford,eng Premier League,22-014,2001,3.6,49,86,57.0,600,118,33,50,66.0,12,17,70.6,1,10,10.0,1,1.2,0.3,-0.2,5,2,3,1,6,Matches,41f08ac8
1464,Dimitri Liénard,fr FRA,DFMF,Strasbourg,fr Ligue 1,35-023,1988,14.7,598,817,73.2,10944,3342,259,297,87.2,240,299,80.3,80,182,44.0,0,1.5,2.1,-1.5,24,35,25,10,55,Matches,f7691f63
1465,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,26-240,1996,22.3,1155,1358,85.1,25154,7273,272,309,88.0,709,763,92.9,167,257,65.0,0,0.3,0.5,-0.3,3,60,3,0,71,Matches,302527b2
1466,Matthijs de Ligt,nl NED,DF,Bayern Munich,de Bundesliga,23-208,1999,15.8,1159,1270,91.3,22915,7781,342,364,94.0,711,750,94.8,101,134,75.4,0,0.1,0.5,-0.1,4,94,5,1,81,Matches,d6e53a3a
1467,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,28-234,1994,6.0,360,390,92.3,6263,2010,134,142,94.4,201,210,95.7,20,33,60.6,0,0.0,0.0,0.0,0,19,0,0,17,Matches,f5deef4c
1468,Jesper Lindstrøm,dk DEN,MFFW,Eint Frankfurt,de Bundesliga,23-007,2000,17.0,293,463,63.3,3900,1059,187,245,76.3,74,117,63.2,14,38,36.8,2,2.8,3.4,-0.8,19,16,15,3,27,Matches,37dc1a48
1469,Karol Linetty,pl POL,MF,Torino,it Serie A,28-034,1995,16.6,656,764,85.9,10901,2503,307,347,88.5,285,308,92.5,46,67,68.7,0,0.8,0.7,-0.8,18,60,5,1,58,Matches,d023d70f
1470,Jesse Lingard,eng ENG,FWMF,Nott'ham Forest,eng Premier League,30-083,1992,9.7,225,283,79.5,3393,880,117,133,88.0,82,98,83.7,14,27,51.9,0,0.7,0.5,-0.7,11,27,7,1,32,Matches,810e3c74
1471,Pol Lirola,es ESP,DF,Elche,es La Liga,25-207,1997,6.3,208,288,72.2,3322,1156,114,133,85.7,70,95,73.7,14,35,40.0,0,0.7,0.6,-0.7,6,10,3,2,19,Matches,ff800ed8
1472,Mateusz Lis,pl POL,GK,Troyes,fr Ligue 1,26-009,1997,7.0,181,263,68.8,4827,3669,45,46,97.8,74,78,94.9,58,135,43.0,0,0.0,0.0,0.0,0,5,0,0,0,Matches,fd78b105
1473,Marcin Listkowski,pl POL,MFFW,Lecce,it Serie A,25-026,1998,0.9,16,24,66.7,204,71,14,16,87.5,0,3,0.0,1,4,25.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,a3695ac2
1474,Dejan Ljubicic,at AUT,MF,Köln,de Bundesliga,25-151,1997,11.0,261,353,73.9,4250,1192,136,164,82.9,93,119,78.2,25,40,62.5,0,1.0,1.1,-1.0,16,24,10,2,38,Matches,c455a2b2
1475,Javier Llabrés,es ESP,FW,Mallorca,es La Liga,20-178,2002,0.2,4,4,100.0,37,12,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,38b0cf42
1476,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,29-204,1993,7.2,356,429,83.0,6969,2284,118,130,90.8,203,228,89.0,33,59,55.9,0,0.0,0.0,0.0,0,17,0,0,27,Matches,bba30585
1477,Diego Llorente,es ESP,DF,Roma,it Serie A,29-204,1993,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,bba30585
1478,Marcos Llorente,es ESP,MFDF,Atlético Madrid,es La Liga,28-037,1995,14.5,477,597,79.9,6903,1833,266,293,90.8,155,198,78.3,26,45,57.8,1,2.6,2.3,-1.6,20,26,21,3,60,Matches,02c15616
1479,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,36-072,1986,21.0,493,625,78.9,11886,7412,151,153,98.7,211,212,99.5,131,256,51.2,0,0.0,0.0,0.0,0,12,0,0,0,Matches,8f62b6ee
1480,Giovani Lo Celso,ar ARG,MFFW,Villarreal,es La Liga,26-333,1996,5.8,231,276,83.7,3580,960,123,137,89.8,83,98,84.7,17,22,77.3,0,0.2,0.4,-0.2,4,18,9,0,41,Matches,d7553721
1481,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,28-103,1994,23.2,1445,1531,94.4,23792,5879,721,750,96.1,572,598,95.7,115,132,87.1,1,0.7,0.7,+0.3,12,142,9,0,113,Matches,e1cbb531
1482,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,25-059,1998,18.4,761,945,80.5,14045,4702,340,390,87.2,303,350,86.6,100,153,65.4,0,0.9,0.7,-0.9,11,97,8,0,89,Matches,a8a874f1
1483,Luka Lochoshvili,ge GEO,DF,Cremonese,it Serie A,24-283,1998,13.3,419,535,78.3,7739,2896,156,173,90.2,232,265,87.5,29,81,35.8,1,1.0,0.2,0.0,4,35,3,1,61,Matches,c8ad0857
1484,Banzouzi Locko,fr FRA,DF,Reims,fr Ligue 1,20-306,2002,11.8,362,470,77.0,5529,2311,199,229,86.9,129,177,72.9,21,38,55.3,0,0.5,0.5,-0.5,8,44,7,3,55,Matches,40221fa7
1485,Banzouzi Locko,fr FRA,DF,Brest,fr Ligue 1,20-306,2002,1.5,53,63,84.1,970,343,24,26,92.3,21,27,77.8,8,10,80.0,0,0.0,0.0,0.0,0,3,1,1,3,Matches,40221fa7
1486,Renan Lodi,br BRA,DF,Nott'ham Forest,eng Premier League,24-334,1998,14.9,430,612,70.3,7646,2462,196,229,85.6,185,252,73.4,41,102,40.2,0,0.6,0.7,-0.6,8,20,13,7,22,Matches,ed9f7cfe
1487,Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,eng Premier League,27-044,1996,13.1,581,680,85.4,8689,2204,343,387,88.6,203,225,90.2,25,31,80.6,0,1.1,1.5,-1.1,9,60,10,0,68,Matches,e97fd090
1488,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,25-129,1997,20.4,675,853,79.1,11260,3292,326,381,85.6,265,309,85.8,62,103,60.2,3,2.8,2.2,+0.2,18,61,16,4,87,Matches,a2b105e0
1489,Ademola Lookman,ng NGA,FWMF,Atalanta,it Serie A,25-139,1997,16.9,421,562,74.9,5807,1726,240,282,85.1,125,166,75.3,21,39,53.8,4,5.6,4.3,-1.6,31,26,27,4,64,Matches,7c104bb7
1490,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,32-158,1990,21.3,490,633,77.4,12689,9129,104,104,100.0,245,248,98.8,140,277,50.5,0,0.0,0.0,0.0,0,4,0,0,0,Matches,f00de885
1491,Rony Lopes,pt POR,MFFW,Troyes,fr Ligue 1,27-070,1995,17.3,406,585,69.4,7006,2021,201,249,80.7,139,196,70.9,51,100,51.0,5,3.6,2.9,+1.4,38,40,16,6,59,Matches,7c2965bb
