Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
1187,Ivan Ilić,rs SRB,MF,Hellas Verona,it Serie A,21-356,2001,11,10,851,9.5,0,1,1,0,0,0,1,0,0.4,0.4,1.0,1.4,18,39,20,0.00,0.11,0.11,0.00,0.11,0.04,0.10,0.14,0.04,0.14,Matches,bb376bed
1188,Ivan Ilić,rs SRB,MF,Torino,it Serie A,21-356,2001,3,3,269,3.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,2,16,7,0.00,0.33,0.33,0.00,0.33,0.01,0.04,0.05,0.01,0.05,Matches,bb376bed
1189,Rareş Ilie,ro ROU,MFFW,Nice,fr Ligue 1,19-323,2003,4,2,148,1.6,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,7,1,6,0.00,0.00,0.00,0.00,0.00,0.18,0.14,0.32,0.18,0.32,Matches,c9f49454
1190,Samuel Iling-Junior,eng ENG,DFFW,Juventus,it Serie A,19-155,2003,7,0,115,1.3,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.1,6,4,9,0.00,0.78,0.78,0.00,0.78,0.01,0.04,0.05,0.01,0.05,Matches,ba492306
1191,Emirhan İlkhan,tr TUR,MF,Torino,it Serie A,18-280,2004,4,1,87,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,8,3,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.14,0.05,0.14,Matches,a47c6309
1192,Emirhan İlkhan,tr TUR,MF,Sampdoria,it Serie A,18-280,2004,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,a47c6309
1193,Asier Illarramendi,es ESP,MF,Real Sociedad,es La Liga,33-000,1990,15,8,663,7.4,1,0,1,1,0,0,3,0,0.7,0.7,0.2,0.9,7,33,16,0.14,0.00,0.14,0.14,0.14,0.09,0.02,0.12,0.09,0.12,Matches,5ce0b5ba
1194,Ciro Immobile,it ITA,FW,Lazio,it Serie A,33-016,1990,20,18,1452,16.1,9,3,12,7,2,3,3,0,9.6,7.3,1.2,8.5,30,31,120,0.56,0.19,0.74,0.43,0.62,0.59,0.07,0.67,0.45,0.53,Matches,4431aed2
1195,Danny Ings,eng ENG,FW,West Ham,eng Premier League,30-228,1992,6,2,245,2.7,2,0,2,2,0,0,0,0,2.0,2.0,0.2,2.2,2,4,15,0.73,0.00,0.73,0.73,0.73,0.75,0.07,0.82,0.75,0.82,Matches,07802f7f
1196,Danny Ings,eng ENG,FW,Aston Villa,eng Premier League,30-228,1992,18,8,824,9.2,6,0,6,4,2,2,3,0,5.3,3.8,1.2,5.0,15,12,46,0.66,0.00,0.66,0.44,0.44,0.59,0.13,0.71,0.41,0.54,Matches,07802f7f
1197,Marcus Ingvartsen,dk DEN,FWMF,Mainz 05,de Bundesliga,27-063,1996,17,10,822,9.1,8,0,8,4,4,4,1,0,5.7,2.5,0.2,2.7,9,18,62,0.88,0.00,0.88,0.44,0.44,0.62,0.02,0.64,0.27,0.30,Matches,271b8617
1198,Bonke Innocent,ng NGA,MF,Lorient,fr Ligue 1,27-047,1996,19,10,914,10.2,0,1,1,0,0,0,4,0,0.1,0.1,0.3,0.4,3,23,0,0.00,0.10,0.10,0.00,0.10,0.01,0.03,0.03,0.01,0.03,Matches,546bb36e
1199,Alexander Isak,se SWE,FWMF,Newcastle Utd,eng Premier League,23-168,1999,8,5,466,5.2,3,0,3,2,1,1,0,0,3.7,2.9,0.5,3.4,11,10,36,0.58,0.00,0.58,0.39,0.39,0.71,0.11,0.82,0.56,0.67,Matches,8e92be30
1200,Alexander Isak,se SWE,FW,Real Sociedad,es La Liga,23-168,1999,2,2,152,1.7,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,3,3,11,0.59,0.00,0.59,0.59,0.59,0.12,0.06,0.18,0.12,0.18,Matches,8e92be30
1201,Isco,es ESP,MFFW,Sevilla,es La Liga,30-321,1992,12,10,799,8.9,0,2,2,0,0,0,5,0,0.4,0.4,1.7,2.1,16,37,36,0.00,0.23,0.23,0.00,0.23,0.05,0.19,0.24,0.05,0.24,Matches,a0b4bb3e
1202,Ismaily,br BRA,DF,Lille,fr Ligue 1,33-056,1990,18,17,1449,16.1,2,1,3,2,0,0,0,0,1.1,1.1,2.3,3.4,31,81,94,0.12,0.06,0.19,0.12,0.19,0.07,0.14,0.21,0.07,0.21,Matches,cf182add
1203,Ardian Ismajli,al ALB,DF,Empoli,it Serie A,26-159,1996,18,17,1565,17.4,0,0,0,0,0,0,3,0,0.6,0.6,0.1,0.7,7,25,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,6b635f5c
1204,Ko Itakura,jp JPN,DF,M'Gladbach,de Bundesliga,26-040,1997,14,13,1135,12.6,0,2,2,0,0,0,0,1,0.4,0.4,0.2,0.6,12,36,1,0.00,0.16,0.16,0.00,0.16,0.03,0.02,0.04,0.03,0.04,Matches,97d545ae
1205,Hiroki Ito,jp JPN,DF,Stuttgart,de Bundesliga,23-300,1999,21,20,1751,19.5,0,1,1,0,0,0,4,0,0.6,0.6,1.7,2.3,19,108,14,0.00,0.05,0.05,0.00,0.05,0.03,0.09,0.12,0.03,0.12,Matches,204dded0
1206,Junya Ito,jp JPN,FW,Reims,fr Ligue 1,29-364,1993,23,22,1868,20.8,5,5,10,5,0,0,2,1,4.5,4.5,5.9,10.4,84,82,193,0.24,0.24,0.48,0.24,0.48,0.22,0.28,0.50,0.22,0.50,Matches,dbd3a428
1207,Andreas Ivan,ro ROU,MF,Schalke 04,de Bundesliga,28-057,1995,1,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches,8bf58a80
1208,Alex Iwobi,ng NGA,MFFW,Everton,eng Premier League,26-309,1996,26,26,2299,25.5,1,6,7,1,0,0,2,0,1.6,1.6,3.6,5.2,49,128,99,0.04,0.23,0.27,0.04,0.27,0.06,0.14,0.20,0.06,0.20,Matches,6ca5ec4b
1209,Armando Izzo,it ITA,DF,Monza,it Serie A,31-006,1992,18,17,1466,16.3,1,0,1,1,0,0,4,0,0.8,0.8,0.7,1.5,17,63,14,0.06,0.00,0.06,0.06,0.06,0.05,0.04,0.09,0.05,0.09,Matches,89976232
1210,Nicolas Jackson,sn SEN,FW,Villarreal,es La Liga,21-261,2001,14,8,791,8.8,2,2,4,2,0,0,1,0,2.5,2.5,1.5,3.9,21,25,53,0.23,0.23,0.46,0.23,0.46,0.28,0.17,0.45,0.28,0.45,Matches,9c36ed83
1211,Lee Jae-sung,kr KOR,MF,Mainz 05,de Bundesliga,30-210,1992,23,17,1335,14.8,7,3,10,7,0,0,2,0,3.1,3.1,1.9,4.9,22,52,72,0.47,0.20,0.67,0.47,0.67,0.21,0.13,0.33,0.21,0.33,Matches,34b0387f
1212,Paul Jaeckel,de GER,DF,Union Berlin,de Bundesliga,24-229,1998,12,9,890,9.9,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,5,24,4,0.10,0.00,0.10,0.10,0.10,0.01,0.00,0.01,0.01,0.01,Matches,a93b6f4e
1213,Mato Jajalo,ba BIH,MF,Udinese,it Serie A,34-287,1988,3,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,4,1,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.14,0.07,0.14,Matches,8c65eb5f
1214,Kristijan Jakić,hr CRO,DFMF,Eint Frankfurt,de Bundesliga,25-298,1997,20,14,1244,13.8,1,0,1,1,0,0,2,0,0.7,0.7,0.7,1.4,13,49,17,0.07,0.00,0.07,0.07,0.07,0.05,0.05,0.10,0.05,0.10,Matches,a8ee54ad
1215,Jan Jakob Olschowsky,de GER,GK,M'Gladbach,de Bundesliga,21-110,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,fa4cabd1
1216,Ismail Jakobs,sn SEN,DFMF,Monaco,fr Ligue 1,23-203,1999,22,5,618,6.9,0,2,2,0,0,0,2,0,0.7,0.7,1.2,1.9,28,30,67,0.00,0.29,0.29,0.00,0.29,0.11,0.18,0.28,0.11,0.28,Matches,a0415710
1217,Marin Jakoliš,hr CRO,FW,Angers,fr Ligue 1,26-072,1996,1,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,3,2,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.39,0.39,0.39,Matches,96f4ebc0
1218,Daniel James,wls WAL,FW,Leeds United,eng Premier League,25-118,1997,4,2,198,2.2,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,6,3,9,0.00,0.00,0.00,0.00,0.00,0.12,0.15,0.27,0.12,0.27,Matches,c931d9f9
1219,Daniel James,wls WAL,FW,Fulham,eng Premier League,25-118,1997,12,3,360,4.0,1,0,1,1,0,0,0,0,1.3,1.3,0.3,1.6,15,12,27,0.25,0.00,0.25,0.25,0.25,0.33,0.08,0.41,0.33,0.41,Matches,c931d9f9
1220,Reece James,eng ENG,DFMF,Chelsea,eng Premier League,23-090,1999,11,10,850,9.4,1,1,2,1,0,0,3,0,0.9,0.9,1.7,2.5,39,59,80,0.11,0.11,0.21,0.11,0.21,0.09,0.17,0.27,0.09,0.27,Matches,1265a93a
1221,Vitaly Janelt,de GER,MFDF,Brentford,eng Premier League,24-302,1998,24,15,1449,16.1,3,1,4,3,0,0,1,0,2.0,2.0,0.8,2.8,11,53,19,0.19,0.06,0.25,0.19,0.25,0.12,0.05,0.18,0.12,0.18,Matches,8449d35e
1222,Saidy Janko,gm GAM,DF,Bochum,de Bundesliga,27-137,1995,14,9,786,8.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,19,23,24,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches,689c9cf4
1223,Pontus Jansson,se SWE,DF,Brentford,eng Premier League,32-023,1991,7,6,515,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,172e52d8
1224,Tony Jantschke,de GER,DFMF,M'Gladbach,de Bundesliga,32-335,1990,6,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,34b54da7
1225,Adnan Januzaj,be BEL,FW,Sevilla,es La Liga,28-031,1995,2,1,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4737cebe
1226,Javi,es ESP,DF,Girona,es La Liga,24-310,1998,13,7,586,6.5,1,1,2,1,0,0,2,0,0.5,0.5,0.4,0.9,19,44,13,0.15,0.15,0.31,0.15,0.31,0.08,0.06,0.14,0.08,0.14,Matches,9a76c2e9
1227,Luis Javier Suárez,co COL,FW,Almería,es La Liga,25-096,1997,9,7,557,6.2,2,1,3,2,0,0,2,0,1.7,1.7,0.7,2.4,14,10,34,0.32,0.16,0.48,0.32,0.48,0.28,0.11,0.38,0.28,0.38,Matches,eeba07f8
1228,Luis Javier Suárez,co COL,FW,Marseille,fr Ligue 1,25-096,1997,7,2,293,3.3,3,1,4,3,0,0,1,0,2.4,2.4,0.4,2.8,5,11,17,0.92,0.31,1.23,0.92,1.23,0.74,0.11,0.85,0.74,0.85,Matches,eeba07f8
1229,Dany Jean,ht HAI,DFMF,Strasbourg,fr Ligue 1,20-100,2002,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26,Matches,300ec91c
1230,Julian Jeanvier,gn GUI,DF,Auxerre,fr Ligue 1,30-342,1992,15,15,1243,13.8,1,0,1,1,0,0,4,1,1.2,1.2,0.0,1.2,4,21,5,0.07,0.00,0.07,0.07,0.07,0.09,0.00,0.09,0.09,0.09,Matches,5cb215fc
1231,Jefferson,br BRA,FW,Lyon,fr Ligue 1,23-068,1999,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,45cce300
1232,Fredrik Jensen,fi FIN,FWMF,Augsburg,de Bundesliga,25-180,1997,17,7,789,8.8,2,1,3,2,0,0,1,0,1.6,1.6,1.4,3.0,2,23,44,0.23,0.11,0.34,0.23,0.34,0.18,0.16,0.34,0.18,0.34,Matches,3eeb80e0
1233,Mathias Jensen,dk DEN,MF,Brentford,eng Premier League,27-066,1996,24,24,1855,20.6,4,4,8,4,0,0,3,0,1.7,1.7,2.5,4.2,16,91,49,0.19,0.19,0.39,0.19,0.39,0.08,0.12,0.20,0.08,0.20,Matches,0f134faf
1234,Moritz Jenz,de GER,DF,Schalke 04,de Bundesliga,23-312,1999,6,6,540,6.0,0,0,0,0,0,0,2,0,0.7,0.7,0.0,0.7,1,7,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,ee644761
1235,Jesé,es ESP,FW,Sampdoria,it Serie A,30-010,1993,3,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,4a537185
1236,Gabriel Jesus,br BRA,FW,Arsenal,eng Premier League,25-339,1997,14,14,1219,13.5,5,5,10,5,0,0,4,0,7.7,7.7,2.8,10.6,30,38,122,0.37,0.37,0.74,0.37,0.74,0.57,0.21,0.78,0.57,0.78,Matches,b66315ae
1237,Juan Jesus,br BRA,DF,Napoli,it Serie A,31-271,1991,7,7,599,6.7,1,0,1,1,0,0,2,0,0.2,0.2,0.0,0.2,3,28,1,0.15,0.00,0.15,0.15,0.15,0.03,0.01,0.03,0.03,0.03,Matches,79083382
1238,Raúl Jiménez,mx MEX,FW,Wolves,eng Premier League,31-307,1991,11,5,563,6.3,0,1,1,0,0,0,0,0,2.0,2.0,1.4,3.4,4,9,37,0.00,0.16,0.16,0.00,0.16,0.31,0.23,0.54,0.31,0.54,Matches,b561db50
1239,Joaquín,es ESP,MFFW,Betis,es La Liga,41-230,1981,11,1,271,3.0,0,1,1,0,0,0,2,0,0.5,0.5,1.0,1.6,16,19,24,0.00,0.33,0.33,0.00,0.33,0.17,0.35,0.52,0.17,0.52,Matches,4c5b14d2
1240,Joelinton,br BRA,MFFW,Newcastle Utd,eng Premier League,26-206,1996,22,21,1850,20.6,2,1,3,2,0,0,10,0,3.4,3.4,1.8,5.2,45,89,105,0.10,0.05,0.15,0.10,0.15,0.17,0.09,0.25,0.17,0.25,Matches,c17bfb65
1241,Þórir Jóhann Helgason,is ISL,MF,Lecce,it Serie A,22-161,2000,8,2,162,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,2,0,0.00,0.00,0.00,0.00,0.00,0.03,0.19,0.22,0.03,0.22,Matches,dc765618
1242,Ben Johnson,eng ENG,DF,West Ham,eng Premier League,23-043,2000,13,8,744,8.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.3,12,36,17,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,9319781b
1243,Brennan Johnson,wls WAL,FWMF,Nott'ham Forest,eng Premier League,21-289,2001,25,23,2061,22.9,7,2,9,6,1,2,4,0,6.7,5.2,2.8,8.0,67,25,119,0.31,0.09,0.39,0.26,0.35,0.29,0.12,0.42,0.23,0.35,Matches,0cd31129
1244,Paul Joly,fr FRA,DF,Auxerre,fr Ligue 1,22-274,2000,10,10,867,9.6,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.5,19,41,48,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,Matches,5b4bc323
1245,Curtis Jones,eng ENG,MFFW,Liverpool,eng Premier League,22-037,2001,7,1,195,2.2,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,6,18,16,0.00,0.00,0.00,0.00,0.00,0.08,0.09,0.17,0.08,0.17,Matches,4fb9c88f
1246,Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,25-300,1997,22,18,1601,17.8,2,1,3,2,0,0,2,0,1.8,1.8,1.9,3.7,57,147,54,0.11,0.06,0.17,0.11,0.17,0.10,0.11,0.21,0.10,0.21,Matches,1bacc518
1247,Joan Jordán,es ESP,MF,Sevilla,es La Liga,28-245,1994,18,15,1262,14.0,0,1,1,0,0,0,5,0,0.8,0.8,0.5,1.4,9,96,20,0.00,0.07,0.07,0.00,0.07,0.06,0.04,0.10,0.06,0.10,Matches,2a0c8ba4
1248,Filip Jörgensen,dk DEN,GK,Villarreal,es La Liga,20-326,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0107757e
1249,Jorginho,it ITA,MF,Arsenal,eng Premier League,31-078,1991,5,4,347,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,49,5,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches,45db685d
1250,Jorginho,it ITA,MF,Chelsea,eng Premier League,31-078,1991,18,15,1279,14.2,2,0,2,0,2,2,4,0,1.7,0.1,0.4,0.5,13,80,10,0.14,0.00,0.14,0.00,0.00,0.12,0.03,0.14,0.01,0.03,Matches,45db685d
1251,Josan,es ESP,DFMF,Elche,es La Liga,33-095,1989,15,3,439,4.9,1,0,1,1,0,0,3,0,0.2,0.2,0.2,0.4,6,10,27,0.21,0.00,0.21,0.21,0.21,0.04,0.05,0.09,0.04,0.09,Matches,5b28b2f6
1252,Willian José,br BRA,FW,Betis,es La Liga,31-105,1991,18,2,383,4.3,1,0,1,0,1,1,0,0,2.2,1.5,0.1,1.6,6,11,18,0.23,0.00,0.23,0.00,0.00,0.53,0.03,0.55,0.35,0.38,Matches,d87e2cae
1253,Joselu,es ESP,FW,Espanyol,es La Liga,32-346,1990,21,20,1820,20.2,11,2,13,8,3,3,2,0,8.2,5.8,1.9,7.7,12,47,85,0.54,0.10,0.64,0.40,0.49,0.41,0.09,0.50,0.29,0.38,Matches,6265208f
1254,Diogo Jota,pt POR,FWMF,Liverpool,eng Premier League,26-094,1996,9,4,406,4.5,0,2,2,0,0,0,1,0,2.0,2.0,1.5,3.5,15,15,35,0.00,0.44,0.44,0.00,0.44,0.45,0.32,0.77,0.45,0.77,Matches,178ae8f8
1255,Stevan Jovetić,me MNE,FWMF,Hertha BSC,de Bundesliga,33-126,1989,10,4,443,4.9,1,2,3,1,0,0,0,0,1.2,1.2,0.8,2.0,7,22,24,0.20,0.41,0.61,0.20,0.61,0.25,0.17,0.42,0.25,0.42,Matches,f36c432f
1256,Luka Jović,rs SRB,FWMF,Fiorentina,it Serie A,25-075,1997,23,13,1140,12.7,4,0,4,4,0,1,2,0,5.2,4.4,0.6,5.0,4,17,51,0.32,0.00,0.32,0.32,0.32,0.41,0.05,0.46,0.34,0.40,Matches,4d8cd038
1257,Juanmi,es ESP,FW,Betis,es La Liga,29-292,1993,12,8,673,7.5,4,0,4,4,0,0,3,0,3.0,3.0,1.0,4.0,10,12,32,0.53,0.00,0.53,0.53,0.53,0.40,0.13,0.53,0.40,0.53,Matches,84399660
1258,Juanpe,es ESP,DF,Girona,es La Liga,31-312,1991,12,11,930,10.3,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.3,4,28,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches,1633fc8a
1259,Jubal,br BRA,DF,Auxerre,fr Ligue 1,29-191,1993,25,23,2137,23.7,2,1,3,2,0,0,4,0,1.3,1.3,0.4,1.7,3,50,0,0.08,0.04,0.13,0.08,0.13,0.06,0.02,0.07,0.06,0.07,Matches,56ae428b
1260,Christopher Jullien,fr FRA,DF,Montpellier,fr Ligue 1,29-351,1993,20,20,1795,19.9,0,1,1,0,0,0,3,0,1.4,1.4,0.7,2.1,2,33,5,0.00,0.05,0.05,0.00,0.05,0.07,0.03,0.10,0.07,0.10,Matches,f323d995
1261,Anthony Jung,de GER,DFFW,Werder Bremen,de Bundesliga,31-125,1991,23,22,1780,19.8,2,4,6,2,0,0,1,0,1.2,1.2,1.2,2.4,17,46,73,0.10,0.20,0.30,0.10,0.30,0.06,0.06,0.12,0.06,0.12,Matches,de838f86
1262,Lago Junior,ci CIV,FWMF,Mallorca,es La Liga,32-067,1990,5,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,360d70f8
1263,Hamed Junior Traorè,ci CIV,FWMF,Bournemouth,eng Premier League,23-020,2000,4,4,305,3.4,0,0,0,0,0,0,0,0,0.2,0.2,0.8,1.0,13,17,14,0.00,0.00,0.00,0.00,0.00,0.06,0.22,0.28,0.06,0.28,Matches,570bb4b9
1264,Hamed Junior Traorè,ci CIV,MFFW,Sassuolo,it Serie A,23-020,2000,11,6,591,6.6,0,3,3,0,0,0,1,0,1.0,1.0,1.8,2.7,14,26,36,0.00,0.46,0.46,0.00,0.46,0.15,0.27,0.41,0.15,0.41,Matches,570bb4b9
1265,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,22-239,2000,23,23,2026,22.5,7,4,11,7,0,0,7,0,8.3,8.3,5.5,13.8,149,56,340,0.31,0.18,0.49,0.31,0.49,0.37,0.24,0.61,0.37,0.61,Matches,7111d552
1266,Josip Juranović,hr CRO,DF,Union Berlin,de Bundesliga,27-204,1995,3,3,270,3.0,0,1,1,0,0,0,0,0,0.6,0.6,0.1,0.8,4,9,12,0.00,0.33,0.33,0.00,0.33,0.21,0.04,0.25,0.21,0.25,Matches,0a084b35
1267,James Justin,eng ENG,DF,Leicester City,eng Premier League,25-013,1998,14,14,1252,13.9,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,20,47,50,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,Matches,fb614c44
1268,Mathias Jørgensen,dk DEN,DF,Brentford,eng Premier League,32-319,1990,13,8,745,8.3,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.5,1,22,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06,Matches,0db5d2c8
1269,Ozan Kabak,tr TUR,DF,Hoffenheim,de Bundesliga,22-348,2000,21,21,1766,19.6,2,2,4,2,0,0,9,1,1.2,1.2,1.3,2.5,17,60,13,0.10,0.10,0.20,0.10,0.20,0.06,0.07,0.13,0.06,0.13,Matches,2d61d13a
1270,Issa Kaboré,bf BFA,DF,Marseille,fr Ligue 1,21-300,2001,13,5,586,6.5,1,0,1,1,0,0,1,0,0.7,0.7,0.5,1.1,23,37,82,0.15,0.00,0.15,0.15,0.15,0.10,0.07,0.17,0.10,0.17,Matches,c066d1a5
1271,Abdoul Kader Bamba,fr FRA,FWMF,Nantes,fr Ligue 1,28-287,1994,4,1,78,0.9,0,0,0,0,0,0,0,1,0.1,0.1,0.0,0.1,1,3,12,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.15,0.11,0.15,Matches,32f3d97e
1272,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,30-317,1992,19,10,1057,11.7,1,0,1,1,0,0,1,0,0.7,0.7,1.0,1.7,22,34,75,0.09,0.00,0.09,0.09,0.09,0.06,0.09,0.15,0.06,0.15,Matches,79c90e45
1273,Tino Kadewere,zw ZIM,FWMF,Mallorca,es La Liga,27-062,1996,8,3,334,3.7,1,0,1,1,0,0,0,0,1.2,1.2,0.6,1.8,8,2,18,0.27,0.00,0.27,0.27,0.27,0.32,0.17,0.49,0.32,0.49,Matches,7d08063d
1274,Kaiky,br BRA,DF,Almería,es La Liga,19-055,2004,9,6,486,5.4,0,0,0,0,0,0,5,0,0.1,0.1,0.0,0.1,6,10,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,55634fb8
1275,Florian Kainz,at AUT,FWMF,Köln,de Bundesliga,30-135,1992,21,20,1533,17.0,5,6,11,3,2,2,4,1,4.2,2.7,5.9,8.5,47,106,113,0.29,0.35,0.65,0.18,0.53,0.25,0.34,0.59,0.16,0.50,Matches,94c18565
1276,Gaël Kakuta,cd COD,FW,Lens,fr Ligue 1,31-260,1991,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19,Matches,5b1bf5e3
1277,Sasa Kalajdzic,at AUT,FW,Wolves,eng Premier League,25-244,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,1,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.53,0.53,0.53,Matches,15f24fe7
1278,Sasa Kalajdzic,at AUT,FW,Stuttgart,de Bundesliga,25-244,1997,3,3,233,2.6,0,3,3,0,0,0,1,0,0.5,0.5,0.6,1.1,0,4,13,0.00,1.16,1.16,0.00,1.16,0.19,0.24,0.44,0.19,0.44,Matches,15f24fe7
1279,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,21-047,2002,19,16,1245,13.8,6,2,8,6,0,0,0,0,4.9,4.9,1.8,6.7,24,19,129,0.43,0.14,0.58,0.43,0.58,0.35,0.13,0.48,0.35,0.48,Matches,bf4c41f9
1280,Yayah Kallon,sl SLE,MFFW,Hellas Verona,it Serie A,21-251,2001,18,6,720,8.0,1,1,2,1,0,0,1,0,1.5,1.5,1.4,2.9,29,18,52,0.12,0.12,0.25,0.12,0.25,0.19,0.18,0.36,0.19,0.36,Matches,f95f49d2
1281,Felix Kalu Nmecha,de GER,MF,Wolfsburg,de Bundesliga,22-149,2000,19,9,953,10.6,2,3,5,2,0,0,3,0,1.9,1.9,1.1,3.1,6,35,34,0.19,0.28,0.47,0.19,0.47,0.18,0.11,0.29,0.18,0.29,Matches,091c86e2
1282,Gedeon Kalulu,cd COD,DF,Lorient,fr Ligue 1,25-191,1997,22,22,1980,22.0,0,3,3,0,0,0,4,0,0.5,0.5,1.2,1.7,57,97,62,0.00,0.14,0.14,0.00,0.14,0.02,0.06,0.08,0.02,0.08,Matches,dd211559
1283,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,22-276,2000,25,20,1940,21.6,1,0,1,1,0,0,3,0,1.4,1.4,1.0,2.4,29,86,21,0.05,0.00,0.05,0.05,0.05,0.06,0.05,0.11,0.06,0.11,Matches,85f7d1be
1284,Daichi Kamada,jp JPN,MFFW,Eint Frankfurt,de Bundesliga,26-215,1996,21,18,1547,17.2,7,4,11,5,2,2,2,0,5.4,3.8,2.0,5.8,30,97,62,0.41,0.23,0.64,0.29,0.52,0.32,0.11,0.43,0.22,0.34,Matches,15b287da
1285,Waren Kamanzi,no NOR,DF,Toulouse,fr Ligue 1,22-117,2000,3,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,a426a912
