Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
864,Adrian Fein,de GER,MF,Greuther Fürth,de Bundesliga,22,1999,0.4,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,,Matches,60097ff6
865,Nabil Fekir,fr FRA,MF,Betis,es La Liga,28,1993,31.0,7,1,0,65,92,9,173,7,29,0,0,0,106,26,48,35.1,Matches,bece776f
866,Felipe,br BRA,DF,Atlético Madrid,es La Liga,32,1989,16.7,5,1,0,21,14,2,0,28,15,0,0,0,100,45,29,60.8,Matches,51a3c4c8
867,Luiz Felipe,it ITA,DF,Lazio,it Serie A,24,1997,27.7,9,1,0,28,16,0,2,33,23,1,0,0,133,43,42,50.6,Matches,15d0c248
868,João Félix,pt POR,FWMF,Atlético Madrid,es La Liga,21,1999,14.0,3,1,1,15,57,9,18,7,2,0,0,0,31,19,18,51.4,Matches,8aafd64f
869,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,23,1997,8.7,1,0,0,6,7,0,4,9,6,0,0,0,42,23,12,65.7,Matches,677da306
870,Kiko Femenía,es ESP,DF,Watford,eng Premier League,30,1991,23.8,2,0,0,12,13,2,106,37,22,0,0,0,135,12,14,46.2,Matches,e5d01ecf
871,Evan Ferguson,ie IRL,MF,Brighton,eng Premier League,16,2004,0.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0.0,Matches,4596da74
872,Nathan Ferguson,eng ENG,DF,Crystal Palace,eng Premier League,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,2f8d27bc
873,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,26,1994,34.6,10,0,0,33,47,3,148,17,28,0,0,0,180,19,30,38.8,Matches,507c7bdf
874,Edimilson Fernandes,ch SUI,MFFW,Arminia,de Bundesliga,25,1996,3.1,0,0,0,3,1,0,14,2,0,0,0,0,23,5,3,62.5,Matches,3bb625ac
875,Aitor Fernández,es ESP,GK,Levante,es La Liga,30,1991,13.0,1,1,0,1,2,0,0,0,1,0,0,0,20,1,0,100.0,Matches,a01c3d54
876,Álex Fernández,es ESP,MF,Cádiz,es La Liga,28,1992,22.8,2,0,0,15,23,2,69,30,31,0,0,0,164,18,30,37.5,Matches,aa677a35
877,Álvaro Fernández,es ESP,GK,Brentford,eng Premier League,23,1998,12.0,0,0,0,0,3,0,0,0,0,0,0,1,18,2,2,50.0,Matches,f127d782
878,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,32,1989,5.8,0,0,0,1,2,0,1,4,0,0,0,0,24,10,5,66.7,Matches,f25b010f
879,Fernandinho,br BRA,MFDF,Manchester City,eng Premier League,36,1985,10.7,1,0,0,14,10,0,2,8,10,0,0,0,85,22,15,59.5,Matches,101da2b5
880,Fernando,br BRA,MFDF,Sevilla,es La Liga,34,1987,20.6,6,0,0,16,11,1,1,29,17,0,0,0,131,35,45,43.8,Matches,41f32541
881,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,27,1994,18.3,4,0,0,29,24,0,7,39,22,0,1,0,109,23,21,52.3,Matches,d0dbca9f
882,Salvador Ferrer,es ESP,DFMF,Spezia,it Serie A,23,1998,16.6,3,0,0,13,10,0,44,18,18,0,0,0,82,34,23,59.6,Matches,eb76987d
883,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,29,1992,32.3,13,1,1,49,72,0,39,30,35,0,1,0,300,17,34,33.3,Matches,375622c5
884,Riccardo Fiamozzi,it ITA,DF,Empoli,it Serie A,28,1993,6.9,1,0,0,3,7,0,11,7,5,0,1,0,42,4,6,40.0,Matches,9f9b9269
885,Fidel,es ESP,MF,Elche,es La Liga,31,1989,25.1,9,0,0,26,29,7,118,7,23,0,1,0,141,6,21,22.2,Matches,eb82b6f1
886,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,23,1998,6.2,3,0,0,8,9,0,24,4,8,0,0,0,32,7,7,50.0,Matches,50ac8941
887,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,32,1989,3.2,0,0,0,3,1,1,2,2,1,0,0,0,9,4,4,50.0,Matches,f9e7c4ac
888,Luca Fiordilino,it ITA,MF,Venezia,it Serie A,25,1996,7.3,2,0,0,5,10,2,9,11,13,0,0,0,50,9,3,75.0,Matches,9bb1ad91
889,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,31,1990,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches,a2565f79
890,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,29,1991,11.0,3,0,0,7,6,3,8,4,14,0,0,0,53,14,27,34.1,Matches,4c370d81
891,Junior Firpo,es ESP,DFMF,Leeds United,eng Premier League,24,1996,19.0,11,0,0,39,15,1,26,24,29,0,0,1,89,27,19,58.7,Matches,24f59bb2
892,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,28,1993,32.0,0,0,0,0,1,0,0,2,0,0,0,0,70,4,0,100.0,Matches,a92ab7be
893,Ashley Fletcher,eng ENG,FW,Watford,eng Premier League,25,1995,0.3,0,0,0,1,0,0,1,0,1,0,0,0,2,1,7,12.5,Matches,eeb6551f
894,Alexis Flips,fr FRA,MFDF,Reims,fr Ligue 1,21,2000,11.7,2,0,0,18,12,1,88,24,21,0,0,0,88,8,20,28.6,Matches,caef7840
895,Alessandro Florenzi,it ITA,DFFW,Milan,it Serie A,30,1991,12.8,2,0,0,10,8,3,56,27,14,0,0,0,79,9,9,50.0,Matches,e288d4b3
896,Phil Foden,eng ENG,FW,Manchester City,eng Premier League,21,2000,23.6,1,0,0,15,23,14,132,11,8,0,0,0,83,5,27,15.6,Matches,ed1e53f3
897,Mamadou Fofana,ml MLI,DF,Metz,fr Ligue 1,23,1998,0.4,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0.0,Matches,4c4ffacc
898,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,26,1995,37.3,2,0,0,27,45,5,41,26,19,0,0,0,210,15,13,53.6,Matches,5313ed43
899,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,20,2000,7.0,2,0,0,7,7,0,0,12,8,0,0,0,43,20,10,66.7,Matches,132a82f1
900,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,22,1999,24.3,4,0,0,33,25,0,6,32,43,0,1,0,175,14,10,58.3,Matches,822d51d7
901,Thomas Foket,be BEL,DFFW,Reims,fr Ligue 1,26,1994,24.8,5,0,0,26,27,5,64,33,19,1,0,0,135,15,19,44.1,Matches,90eb507d
902,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,30,1991,1.9,1,0,0,4,1,0,0,2,0,0,0,0,8,2,4,33.3,Matches,9f90c06b
903,José Fontán,es ESP,DF,Celta Vigo,es La Liga,21,2000,3.1,3,0,0,10,0,0,5,10,3,0,1,0,17,4,2,66.7,Matches,1827a42d
904,José Fonte,pt POR,DF,Lille,fr Ligue 1,37,1983,38.0,4,0,0,23,8,1,6,44,12,0,0,0,205,87,42,67.4,Matches,90f87966
905,Fernando Forestieri,it ITA,FWMF,Udinese,it Serie A,31,1990,0.6,1,0,0,3,4,0,4,0,0,0,0,0,0,0,2,0.0,Matches,d60c26fc
906,Pablo Fornals,es ESP,FWMF,West Ham,eng Premier League,25,1996,31.1,4,0,0,24,28,6,87,27,28,1,0,0,182,23,30,43.4,Matches,82927de4
907,Emil Forsberg,se SWE,MF,RB Leipzig,de Bundesliga,29,1991,19.0,2,0,0,11,22,4,38,2,12,0,0,0,58,9,18,33.3,Matches,9a2e0ccc
908,Adam Forshaw,eng ENG,MF,Leeds United,eng Premier League,29,1991,17.0,5,0,0,26,15,2,5,19,23,0,0,0,119,11,11,50.0,Matches,9f1938ab
909,Marcus Forss,fi FIN,FWMF,Brentford,eng Premier League,22,1999,2.3,0,0,0,3,1,0,1,1,3,0,0,0,4,2,7,22.2,Matches,82c215a0
910,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,33,1988,19.0,1,0,0,0,3,0,0,0,0,0,0,0,7,7,0,100.0,Matches,c3e39f12
911,Philipp Förster,de GER,MFFW,Stuttgart,de Bundesliga,26,1995,10.7,4,0,0,15,9,2,8,3,13,0,0,0,58,10,11,47.6,Matches,76fa965f
912,Francesco Forte,it ITA,FW,Venezia,it Serie A,28,1993,4.7,3,0,0,11,7,2,2,0,2,0,0,0,14,18,16,52.9,Matches,69e11a01
913,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,29,1992,1.0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,100.0,Matches,574aa9ec
914,Ben Foster,eng ENG,GK,Watford,eng Premier League,38,1983,26.0,0,0,0,1,4,0,0,0,0,0,1,0,54,5,3,62.5,Matches,d0b3ceb9
915,Tariqe Fosu,gh GHA,DF,Brentford,eng Premier League,25,1995,0.2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0,Matches,3dcef539
916,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,23,1998,1.6,0,0,0,1,0,0,4,2,3,0,0,0,14,2,3,40.0,Matches,a9142dc3
917,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,28,1993,2.0,0,0,0,1,3,0,7,1,0,0,0,0,4,1,3,25.0,Matches,45e17712
918,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,28,1993,26.0,11,0,0,39,40,1,60,29,17,1,1,0,164,20,22,47.6,Matches,45e17712
919,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,23,1998,21.4,6,1,1,39,22,0,7,20,49,0,1,0,125,36,24,60.0,Matches,6c7762c3
920,Gianluca Frabotta,it ITA,DFMF,Hellas Verona,it Serie A,22,1999,0.2,0,0,0,2,0,0,3,1,0,0,0,0,2,1,2,33.3,Matches,d80b1835
921,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,25,1995,9.4,3,0,0,17,8,0,36,9,19,0,1,0,44,9,12,42.9,Matches,626fab5f
922,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,26,1995,27.2,5,0,0,36,9,2,71,28,39,0,1,0,130,12,11,52.2,Matches,00a8d210
923,Enric Franquesa,es ESP,DFFW,Levante,es La Liga,24,1997,6.9,1,0,0,7,7,1,10,7,3,0,0,0,28,8,7,53.3,Matches,40883e3a
924,Fransérgio,br BRA,MF,Bordeaux,fr Ligue 1,30,1990,14.0,7,0,0,26,12,0,6,23,10,0,1,0,78,27,32,45.8,Matches,deba6b05
925,Ryan Fraser,sct SCO,FWMF,Newcastle Utd,eng Premier League,27,1994,16.3,3,0,0,10,24,2,88,11,3,0,0,0,61,5,22,18.5,Matches,d56543a0
926,Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,21,1999,31.7,6,0,0,46,57,0,14,29,16,2,1,1,143,26,40,39.4,Matches,2a7d27c1
927,Fred,br BRA,MF,Manchester Utd,eng Premier League,28,1993,22.5,5,0,0,31,30,0,3,32,27,1,0,1,197,15,13,53.6,Matches,b853e0ad
928,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,28,1992,3.4,1,0,0,3,1,0,9,4,2,0,0,0,11,3,2,60.0,Matches,c067631c
929,Morten Frendrup,dk DEN,DFMF,Genoa,it Serie A,20,2001,7.7,1,0,0,10,4,0,8,17,24,0,0,0,70,12,10,54.5,Matches,f4d60499
930,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,29,1992,26.3,10,0,0,43,28,0,25,35,39,0,1,1,186,20,24,45.5,Matches,98d2c2c4
931,Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,25,1995,6.7,1,0,0,4,2,1,0,5,8,0,1,0,38,19,8,70.4,Matches,b77f44a4
932,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,25,1995,13.0,4,1,1,12,2,0,5,23,5,0,0,1,79,39,32,54.9,Matches,b77f44a4
933,Jeremie Frimpong,nl NED,DF,Leverkusen,de Bundesliga,20,2000,22.8,6,0,0,17,45,1,58,17,18,0,1,1,120,19,18,51.4,Matches,74f2e748
934,Christian Früchtl,de GER,GK,Bayern Munich,de Bundesliga,21,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,1940be91
935,Jorge de Frutos,es ESP,MFFW,Levante,es La Liga,24,1997,19.6,4,0,0,39,21,13,69,12,15,0,2,0,96,7,16,30.4,Matches,38ce1150
936,Leo Fuhr Hjelde,no NOR,MFDF,Leeds United,eng Premier League,17,2003,1.7,0,0,0,1,0,0,3,4,4,0,0,0,9,3,2,60.0,Matches,d102b8a2
937,Chris Führich,de GER,FWMF,Stuttgart,de Bundesliga,23,1998,19.0,3,0,0,9,19,2,61,8,16,0,0,0,107,3,12,20.0,Matches,0cf778df
938,Angelo Fulgini,fr FRA,MFFW,Angers,fr Ligue 1,24,1996,32.5,6,0,0,36,84,5,69,22,25,0,0,0,137,33,41,44.6,Matches,4b96c347
939,Marius Funk,de GER,GK,Greuther Fürth,de Bundesliga,25,1996,8.0,0,0,0,1,1,0,0,0,0,0,1,0,19,3,0,100.0,Matches,86314793
940,Stephan Fürstner,de GER,MF,Mainz 05,de Bundesliga,33,1987,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,18c2e247
941,Matteo Gabbia,it ITA,DF,Milan,it Serie A,21,1999,6.0,3,0,0,7,2,0,0,8,3,0,0,0,25,13,8,61.9,Matches,c235e803
942,Manolo Gabbiadini,it ITA,FWMF,Sampdoria,it Serie A,29,1991,12.7,3,0,0,12,16,6,24,3,4,0,0,0,37,16,32,33.3,Matches,8f866fe8
943,Mijat Gaćinović,rs SRB,FWMF,Hoffenheim,de Bundesliga,26,1995,1.2,1,0,0,4,1,0,0,1,3,0,0,0,3,3,3,50.0,Matches,16daec92
944,Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,21,2000,0.2,0,0,0,1,1,0,0,2,1,0,0,0,3,2,2,50.0,Matches,3b387cc7
945,Luca Gagliano,it ITA,FWDF,Cagliari,it Serie A,21,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.0,Matches,1d00a56c
946,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,27,1994,7.2,2,0,0,24,16,0,5,9,6,0,0,0,40,14,14,50.0,Matches,ce30bfc8
947,Riccardo Gagliolo,se SWE,DF,Salernitana,it Serie A,31,1990,12.6,2,0,0,8,12,0,15,28,12,0,0,0,68,14,11,56.0,Matches,173061c0
948,Javi Galán,es ESP,DF,Celta Vigo,es La Liga,26,1994,36.6,8,0,0,54,75,11,173,45,66,0,0,0,234,25,48,34.2,Matches,a4b00319
949,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,es La Liga,27,1993,15.3,4,0,0,25,33,0,14,20,21,0,0,0,109,18,12,60.0,Matches,91f7631f
950,Nicolas Galazzi,it ITA,MF,Venezia,it Serie A,20,2000,0.2,0,0,0,2,0,0,3,0,1,0,0,0,0,0,1,0.0,Matches,a796492f
951,Pablo Galdames Millán,cl CHI,MF,Genoa,it Serie A,24,1996,11.4,2,0,0,20,11,3,31,8,12,0,0,0,78,6,15,28.6,Matches,dd403465
952,Thiago Galhardo,br BRA,FWMF,Celta Vigo,es La Liga,32,1989,12.8,5,0,0,21,13,16,9,6,6,0,0,0,31,48,66,42.1,Matches,766f48dd
953,Conor Gallagher,eng ENG,MF,Crystal Palace,eng Premier League,21,2000,31.6,10,0,0,65,65,2,128,29,38,1,0,0,187,23,37,38.3,Matches,c2731c10
954,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,28,1993,31.0,2,0,0,0,7,0,0,2,0,0,0,0,33,2,1,66.7,Matches,db3164e1
955,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,31,1989,19.1,6,0,0,21,11,2,32,32,36,0,0,0,153,20,9,69.0,Matches,f27680d9
956,Kévin Gameiro,fr FRA,FW,Strasbourg,fr Ligue 1,34,1987,26.5,0,0,0,16,17,14,16,6,10,1,0,0,81,10,48,17.2,Matches,42276181
957,Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,31,1989,18.2,4,0,0,38,16,1,2,24,36,0,0,0,127,8,15,34.8,Matches,72c812f3
958,Ignatius Ganago,cm CMR,FW,Lens,fr Ligue 1,22,1999,11.4,2,0,0,9,10,10,3,2,2,0,0,0,27,19,30,38.8,Matches,23c63b7f
959,Silvère Ganvoula M'Boussy,cg CGO,FW,Bochum,de Bundesliga,25,1996,1.7,0,0,0,2,1,6,0,0,0,0,0,0,5,22,8,73.3,Matches,6c731625
960,Álvaro García,es ESP,FWMF,Rayo Vallecano,es La Liga,28,1992,33.3,6,0,0,23,25,11,194,42,23,0,0,0,187,5,23,17.9,Matches,90bbd822
961,Dani García,es ESP,MF,Athletic Club,es La Liga,31,1990,24.2,9,0,0,44,22,1,4,24,22,0,0,0,132,33,33,50.0,Matches,240d3a0b
962,David García,es ESP,DF,Osasuna,es La Liga,27,1994,34.5,8,0,0,53,21,0,0,52,14,0,1,0,221,134,42,76.1,Matches,3e42f707
963,Eric García,es ESP,DF,Barcelona,es La Liga,20,2001,22.7,5,1,0,34,5,2,2,44,18,0,1,0,95,32,21,60.4,Matches,2bed3eab
964,Francisco Garcia,es ESP,DF,Rayo Vallecano,es La Liga,21,1999,33.6,4,0,0,24,15,2,128,45,35,0,0,0,210,25,37,40.3,Matches,7226539b
965,Joan García,es ESP,GK,Espanyol,es La Liga,20,2001,1.2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,,Matches,87b498b0
966,Manu García,es ESP,MF,Alavés,es La Liga,23,1998,12.0,3,0,0,24,33,0,43,13,9,0,0,0,81,3,10,23.1,Matches,6ed1a2a2
967,Raúl García,es ESP,FW,Athletic Club,es La Liga,35,1986,20.0,3,0,0,49,32,12,20,9,17,0,0,0,62,57,66,46.3,Matches,b418dbd4
968,Rubén García,es ESP,MFFW,Osasuna,es La Liga,28,1993,26.4,1,0,0,37,28,8,199,24,26,0,1,0,139,28,44,38.9,Matches,5c96b017
969,Saúl García,es ESP,MF,Alavés,es La Liga,26,1994,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches,dafa5038
970,Unai García,es ESP,DF,Osasuna,es La Liga,29,1992,15.6,5,0,0,10,7,0,8,22,12,0,1,0,75,34,33,50.7,Matches,4a633cfe
971,Alejandro Garnacho,es ESP,FWMF,Manchester Utd,eng Premier League,17,2004,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches,7aa8adfe
972,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,30,1990,6.9,1,0,0,8,2,0,4,6,4,0,0,0,30,8,11,42.1,Matches,fb5d47b3
973,Djeidi Gassama,fr FRA,FW,Paris S-G,fr Ligue 1,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,bbdb2789
974,Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,33,1988,30.5,8,2,0,29,33,0,61,53,34,0,1,1,260,21,27,43.8,Matches,868eaba0
975,Gavi,es ESP,MFFW,Barcelona,es La Liga,16,2004,25.7,11,1,1,63,69,12,48,25,18,1,0,0,122,32,35,47.8,Matches,19cae58d
976,Dwight Gayle,eng ENG,FWDF,Newcastle Utd,eng Premier League,30,1990,0.4,1,0,0,2,2,0,0,1,0,0,0,0,2,1,1,50.0,Matches,e58a03c6
977,Jean-Philippe Gbamin,ci CIV,MF,Everton,eng Premier League,25,1995,0.7,0,0,0,0,1,0,0,1,1,0,0,0,4,1,0,100.0,Matches,6bd603db
978,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,30,1990,38.0,0,0,0,0,1,0,0,0,0,0,0,0,30,8,0,100.0,Matches,7ba6d84e
979,Linus Gechter,de GER,DF,Hertha BSC,de Bundesliga,17,2004,8.0,0,0,0,6,0,0,2,11,8,0,1,0,44,8,14,36.4,Matches,ad2b068c
980,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,23,1998,15.3,6,0,0,39,19,0,42,14,23,0,1,0,102,0,6,0.0,Matches,37f606f0
981,Joe Gelhardt,eng ENG,FWMF,Leeds United,eng Premier League,19,2002,8.3,4,0,0,17,24,5,3,0,3,2,0,0,30,11,21,34.4,Matches,01962d0d
982,Luca Gemello,it ITA,GK,Torino,it Serie A,21,2000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,53e494ec
983,Yannick Gerhardt,de GER,MFDF,Wolfsburg,de Bundesliga,27,1994,17.5,2,0,0,18,24,2,32,25,20,0,0,0,115,26,25,51.0,Matches,62ab9184
984,Valère Germain,fr FRA,FW,Montpellier,fr Ligue 1,31,1990,21.9,3,0,0,23,27,7,15,9,14,0,0,0,54,53,104,33.8,Matches,ea0ff634
985,Gerson,br BRA,MFFW,Marseille,fr Ligue 1,24,1997,28.3,3,0,0,45,67,2,22,16,17,2,0,0,109,23,19,54.8,Matches,8827bf46
986,Willem Geubbels,fr FRA,FWMF,Nantes,fr Ligue 1,19,2001,6.0,1,0,0,10,4,5,6,6,5,0,0,0,16,10,13,43.5,Matches,9836e892
987,Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,de Bundesliga,30,1990,5.5,2,0,0,13,6,3,1,0,4,0,0,0,10,16,19,45.7,Matches,5723931e
988,Ismaël Gharbi,es ESP,FW,Paris S-G,fr Ligue 1,17,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,5b3cfa12
989,Anwar El Ghazi,nl NED,FWMF,Aston Villa,eng Premier League,26,1995,4.3,2,0,0,8,5,2,14,1,4,0,0,0,20,10,11,47.6,Matches,ffa90327
990,Anwar El Ghazi,nl NED,FWMF,Everton,eng Premier League,26,1995,0.1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0.0,Matches,ffa90327
991,Lamine Ghezali,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1999,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,Matches,ce84946a
992,Paolo Ghiglione,it ITA,DF,Genoa,it Serie A,24,1997,6.7,3,0,0,11,3,0,37,10,12,0,0,0,33,7,8,46.7,Matches,71dc23da
993,Saman Ghoddos,ir IRN,MFDF,Brentford,eng Premier League,27,1993,6.0,2,0,0,12,10,0,21,3,10,1,0,0,36,11,15,42.3,Matches,f7b1d4e0
994,Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,30,1991,3.7,1,0,0,4,2,0,26,3,1,0,0,0,12,5,6,45.5,Matches,c5adc293
995,Dimitris Giannoulis,gr GRE,DF,Norwich City,eng Premier League,25,1995,13.0,2,0,0,16,22,0,44,19,21,0,0,0,105,8,7,53.3,Matches,112c495e
996,Morgan Gibbs-White,eng ENG,DFFW,Wolves,eng Premier League,21,2000,0.1,1,0,0,2,0,0,1,0,0,0,0,0,2,0,2,0.0,Matches,32f60ed8
997,Ben Gibson,eng ENG,DF,Norwich City,eng Premier League,28,1993,27.7,5,1,1,12,9,0,1,27,16,0,3,0,108,52,39,57.1,Matches,bcfb0142
998,Niko Gießelmann,de GER,DFFW,Union Berlin,de Bundesliga,29,1991,23.1,3,0,0,23,33,1,106,18,17,0,0,0,81,24,29,45.3,Matches,7242b495
999,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,33,1987,34.0,0,0,0,0,6,0,0,3,0,0,0,0,46,11,0,100.0,Matches,17376543
1000,Óscar Gil,es ESP,DF,Espanyol,es La Liga,24,1997,18.8,7,0,0,36,24,2,38,19,35,0,0,0,72,6,24,20.0,Matches,6652cf96
1001,Mario Gila,es ESP,DF,Real Madrid,es La Liga,20,2000,0.3,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,,Matches,9c435456
1002,Billy Gilmour,sct SCO,MF,Norwich City,eng Premier League,20,2001,20.6,2,0,0,28,21,1,98,17,21,0,1,0,124,13,20,39.4,Matches,df10e27c
1003,Daniel Ginczek,de GER,MFFW,Wolfsburg,de Bundesliga,30,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,e5f63987
1004,Matthias Ginter,de GER,DF,M'Gladbach,de Bundesliga,27,1994,26.2,2,0,0,9,29,2,20,33,22,0,0,0,136,74,44,62.7,Matches,f521b80a
1005,Nicholas Gioacchini,us USA,FWMF,Montpellier,fr Ligue 1,21,2000,5.5,0,0,0,4,17,3,3,4,5,1,0,0,31,20,21,48.8,Matches,79ab7593
1006,Sebastian Giovinco,it ITA,MF,Sampdoria,it Serie A,34,1987,0.4,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,,Matches,2b7c18ae
1007,Jimmy Giraudon,fr FRA,DF,Troyes,fr Ligue 1,29,1992,18.0,5,1,1,14,5,0,1,37,6,0,1,1,105,17,10,63.0,Matches,6ba71da5
1008,Andrei Girotto,br BRA,DFMF,Nantes,fr Ligue 1,29,1992,35.0,8,0,0,52,28,0,9,69,52,0,0,0,200,106,64,62.4,Matches,3befc2b6
1009,Olivier Giroud,fr FRA,FW,Milan,it Serie A,34,1986,21.0,4,0,0,31,22,11,4,3,11,0,0,0,42,92,51,64.3,Matches,16ceb862
1010,Serge Gnabry,de GER,FWDF,Bayern Munich,de Bundesliga,26,1995,24.3,0,0,0,11,21,15,79,14,31,0,0,0,146,7,27,20.6,Matches,88e357ef
1011,Ben Godfrey,eng ENG,DF,Everton,eng Premier League,23,1998,22.5,6,0,0,17,12,0,12,15,32,0,0,0,94,36,43,45.6,Matches,9f7c837d
1012,Diego Godín,uy URU,DF,Cagliari,it Serie A,35,1986,9.1,3,0,0,13,3,0,0,13,7,0,1,0,53,18,12,60.0,Matches,fc4f85b1
1013,Edoardo Goldaniga,it ITA,DF,Cagliari,it Serie A,27,1993,10.4,3,0,0,22,13,1,13,22,5,0,0,0,57,28,19,59.6,Matches,4b029b31
1014,Edoardo Goldaniga,it ITA,DFMF,Sassuolo,it Serie A,27,1993,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,4b029b31
1015,Aleksandr Golovin,ru RUS,FWMF,Monaco,fr Ligue 1,25,1996,16.7,4,1,0,21,21,2,111,12,22,0,0,0,96,6,13,31.6,Matches,3708e9fa
1016,André Gomes,pt POR,MF,Everton,eng Premier League,28,1993,6.9,3,0,0,24,8,0,6,1,4,0,0,0,53,8,9,47.1,Matches,1961b2aa
1017,Angel Gomes,eng ENG,MFFW,Lille,fr Ligue 1,20,2000,10.6,3,0,0,13,15,0,16,3,13,0,0,0,39,5,14,26.3,Matches,645a3363
1018,Toti Gomes,pt POR,DF,Wolves,eng Premier League,22,1999,4.0,1,0,0,2,3,1,1,8,7,0,0,0,17,13,10,56.5,Matches,f0caab96
1019,Dani Gómez,es ESP,FW,Levante,es La Liga,23,1998,11.8,1,0,0,18,20,11,5,3,4,1,0,0,32,4,29,12.1,Matches,0e5ddc7c
1020,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,24,1997,3.7,2,0,0,5,2,0,19,5,6,0,0,0,19,10,6,62.5,Matches,7a11550b
1021,Maxi Gómez,uy URU,FW,Valencia,es La Liga,24,1996,21.7,7,1,1,49,55,10,19,3,3,1,0,0,48,82,67,55.0,Matches,4c2e9442
1022,Moi Gómez,es ESP,MFFW,Villarreal,es La Liga,27,1994,14.3,2,0,0,22,11,1,33,6,7,0,0,0,76,11,14,44.0,Matches,5a626448
1023,Papu Gómez,ar ARG,FWMF,Sevilla,es La Liga,33,1988,19.8,4,0,0,21,48,1,57,7,11,0,0,0,80,10,20,33.3,Matches,6e4df551
