Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
1528,James Maddison,eng ENG,MFFW,Leicester City,eng Premier League,26-106,1996,16.1,9,52,16,30.8,3.22,0.99,0.17,0.56,20.9,8,0,0,4.0,4.0,0.08,+5.0,+5.0,Matches,ee38d9c5
1529,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,20-364,2002,2.0,0,3,2,66.7,1.48,0.99,0.00,0.00,18.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,bf34eebd
1530,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,25-240,1997,20.3,1,14,2,14.3,0.69,0.10,0.07,0.50,17.7,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches,5db04597
1531,Lisandro Magallán,ar ARG,DF,Elche,es La Liga,29-163,1993,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,01a49bd2
1532,Soungoutou Magassa,ml MLI,MF,Monaco,fr Ligue 1,19-152,2003,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,dfc5d4fa
1533,Giulio Maggiore,it ITA,MF,Salernitana,it Serie A,24-362,1998,8.0,0,5,0,0.0,0.62,0.00,0.00,,17.3,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches,957e4c87
1534,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,27-156,1995,7.9,0,4,1,25.0,0.50,0.13,0.00,0.00,18.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,cce9f582
1535,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,24-283,1998,13.6,0,13,4,30.8,0.95,0.29,0.00,0.00,25.1,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,d4d35152
1536,Yohann Magnin,fr FRA,MFDF,Clermont Foot,fr Ligue 1,25-261,1997,21.5,0,12,0,0.0,0.56,0.00,0.00,,20.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,caa7aaea
1537,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,30-004,1993,5.3,0,2,0,0.0,0.37,0.00,0.00,,7.2,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches,d8931174
1538,Jon Magunacelaya,es ESP,MFFW,Real Sociedad,es La Liga,22-239,2000,0.7,0,1,1,100.0,1.38,1.38,0.00,0.00,10.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,d4808594
1539,Riyad Mahrez,dz ALG,FWMF,Manchester City,eng Premier League,32-016,1991,11.8,5,27,9,33.3,2.29,0.76,0.15,0.44,16.8,3,1,1,4.6,3.9,0.14,+0.4,+0.1,Matches,892d5bb1
1540,Arne Maier,de GER,MF,Augsburg,de Bundesliga,24-060,1999,13.2,2,16,4,25.0,1.21,0.30,0.13,0.50,21.8,3,0,0,0.8,0.8,0.05,+1.2,+1.2,Matches,ab700320
1541,Mike Maignan,fr FRA,GK,Milan,it Serie A,27-249,1995,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fcb38f57
1542,Linton Maina,de GER,FWMF,Köln,de Bundesliga,23-259,1999,15.8,2,26,8,30.8,1.65,0.51,0.08,0.25,15.7,0,0,0,3.4,3.4,0.13,-1.4,-1.4,Matches,e5d85da8
1543,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,17-324,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c6220452
1544,Ainsley Maitland-Niles,eng ENG,DFMF,Southampton,eng Premier League,25-192,1997,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e3a5814e
1545,Lovro Majer,hr CRO,MFFW,Rennes,fr Ligue 1,25-051,1998,10.8,1,19,3,15.8,1.75,0.28,0.00,0.00,21.7,4,1,1,2.2,1.4,0.07,-1.2,-1.4,Matches,fc46aab1
1546,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,24-270,1998,8.9,0,7,0,0.0,0.78,0.00,0.00,,21.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,22bfb57e
1547,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,24-270,1998,4.8,0,2,1,50.0,0.41,0.21,0.00,0.00,19.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,22bfb57e
1548,Béni Makouana,cg CGO,FWMF,Montpellier,fr Ligue 1,20-162,2002,2.2,0,6,1,16.7,2.73,0.45,0.00,0.00,13.9,0,0,0,0.8,0.8,0.14,-0.8,-0.8,Matches,654f49ca
1549,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,28-042,1995,10.2,0,7,4,57.1,0.68,0.39,0.00,0.00,18.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,00b28772
1550,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,23-204,1999,10.2,0,3,1,33.3,0.29,0.10,0.00,0.00,20.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,6b6c793c
1551,Lorenzo Malagrida,it ITA,DFMF,Sampdoria,it Serie A,19-136,2003,0.4,0,1,1,100.0,2.25,2.25,0.00,0.00,10.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,2bffcbf2
1552,Daniel Maldini,it ITA,FWMF,Spezia,it Serie A,21-149,2001,3.9,1,7,4,57.1,1.79,1.02,0.14,0.25,16.8,0,0,0,0.7,0.7,0.11,+0.3,+0.3,Matches,801831fe
1553,Youssef Maleh,it ITA,MF,Fiorentina,it Serie A,24-199,1998,3.3,0,7,0,0.0,2.12,0.00,0.00,,15.9,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,4c8845f7
1554,Youssef Maleh,it ITA,MF,Lecce,it Serie A,24-199,1998,4.3,0,4,0,0.0,0.94,0.00,0.00,,20.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,4c8845f7
1555,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,24-049,1999,10.1,1,27,13,48.1,2.66,1.28,0.04,0.08,16.2,1,0,0,2.7,2.7,0.10,-1.7,-1.7,Matches,864163f3
1556,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,29-309,1993,6.1,1,19,6,31.6,3.09,0.98,0.05,0.17,25.6,0,0,0,0.6,0.6,0.03,+0.4,+0.4,Matches,48d5bd33
1557,Ruslan Malinovskyi,ua UKR,MFFW,Marseille,fr Ligue 1,29-309,1993,5.9,1,16,3,18.8,2.69,0.50,0.06,0.33,25.7,3,0,0,1.0,1.0,0.06,0.0,0.0,Matches,48d5bd33
1558,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,31-260,1991,15.4,0,13,4,30.8,0.85,0.26,0.00,0.00,12.5,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches,cb574619
1559,Mickael Malsa,mq MTQ,MF,Valladolid,es La Liga,27-148,1995,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bbc19252
1560,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,22-161,2000,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d4b73232
1561,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,23-071,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0f86995c
1562,Gianluca Mancini,it ITA,DF,Roma,it Serie A,26-326,1996,23.2,1,15,3,20.0,0.65,0.13,0.07,0.33,13.7,0,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches,5aa53281
1563,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,37-346,1985,23.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1d2d5cc8
1564,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,29-047,1994,20.6,0,6,0,0.0,0.29,0.00,0.00,,22.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,c20bdcd7
1565,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,31-138,1991,4.9,0,1,1,100.0,0.20,0.20,0.00,0.00,9.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,fbd6378b
1566,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,25-253,1997,13.2,1,27,4,14.8,2.05,0.30,0.04,0.25,22.8,1,0,0,1.0,1.0,0.04,0.0,0.0,Matches,c7259b83
1567,Sadio Mané,sn SEN,FW,Bayern Munich,de Bundesliga,30-333,1992,10.7,6,41,17,41.5,3.84,1.59,0.12,0.29,13.3,0,1,2,6.3,4.6,0.12,-0.3,+0.4,Matches,c691bfe2
1568,Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,24-356,1998,7.9,0,6,1,16.7,0.76,0.13,0.00,0.00,21.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,a572e291
1569,Thomas Mangani,fr FRA,MF,Ajaccio,fr Ligue 1,35-314,1987,9.9,1,6,0,0.0,0.60,0.00,0.00,,29.5,2,1,2,1.9,0.3,0.05,-0.9,-0.3,Matches,c801616a
1570,Vito Mannone,it ITA,GK,Lorient,fr Ligue 1,35-007,1988,12.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c4173f1a
1571,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,28-308,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,758dd7f0
1572,Myziane Maolida,fr FRA,FWMF,Reims,fr Ligue 1,24-023,1999,1.7,1,4,2,50.0,2.31,1.15,0.25,0.50,19.5,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches,706a60e1
1573,Myziane Maolida,fr FRA,FWMF,Hertha BSC,de Bundesliga,24-023,1999,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,706a60e1
1574,Faitout Maouassa,fr FRA,DFFW,Montpellier,fr Ligue 1,24-246,1998,16.5,3,23,8,34.8,1.40,0.49,0.13,0.38,20.5,1,0,0,2.2,2.2,0.10,+0.8,+0.8,Matches,e54a9890
1575,Sekou Mara,fr FRA,FWMF,Southampton,eng Premier League,20-222,2002,4.6,0,15,2,13.3,3.25,0.43,0.00,0.00,16.4,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches,3544641e
1576,Maranhão,br BRA,FWMF,Valencia,es La Liga,26-140,1996,4.8,1,17,2,11.8,3.51,0.41,0.06,0.50,14.6,0,0,0,1.5,1.3,0.08,-0.5,-0.3,Matches,ae86d473
1577,Marcão,br BRA,DF,Sevilla,es La Liga,26-277,1996,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,133faa84
1578,Solly March,eng ENG,FWDF,Brighton,eng Premier League,28-232,1994,21.9,5,52,20,38.5,2.37,0.91,0.10,0.25,16.3,1,0,0,5.4,5.4,0.10,-0.4,-0.4,Matches,bb5fbd2b
1579,Agustín Marchesín,ar ARG,GK,Celta Vigo,es La Liga,34-358,1988,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,853b7c48
1580,Federico Marchetti,it ITA,GK,Spezia,it Serie A,40-030,1983,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f794b426
1581,Vincent Marchetti,fr FRA,MF,Ajaccio,fr Ligue 1,25-248,1997,20.4,0,32,8,25.0,1.57,0.39,0.00,0.00,23.8,1,0,0,1.7,1.7,0.05,-1.7,-1.7,Matches,740f00ac
1582,Riccardo Marchizza,it ITA,DF,Sassuolo,it Serie A,24-348,1998,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,91d0fabf
1583,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,31-022,1992,17.0,1,6,1,16.7,0.35,0.06,0.17,1.00,10.3,0,0,0,1.1,1.1,0.18,-0.1,-0.1,Matches,8650af85
1584,Emiliano Marcondes,dk DEN,MF,Bournemouth,eng Premier League,28-000,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4d960fc3
1585,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,33-329,1989,20.0,0,1,0,0.0,0.05,0.00,0.00,,11.5,0,0,0,0.2,0.2,0.20,-0.2,-0.2,Matches,9f323c71
1586,José Mari,es ESP,MF,Cádiz,es La Liga,35-093,1987,3.6,0,2,0,0.0,0.56,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,6f4c734d
1587,Pablo Marí,es ESP,DF,Monza,it Serie A,29-190,1993,16.6,1,7,2,28.6,0.42,0.12,0.14,0.50,15.0,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches,aa54ec6f
1588,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,28-048,1995,13.9,1,16,5,31.3,1.15,0.36,0.06,0.20,14.7,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches,f0da930c
1589,Mariano,do DOM,FW,Real Madrid,es La Liga,29-220,1993,0.6,0,3,0,0.0,4.74,0.00,0.00,,10.3,0,0,0,0.4,0.4,0.14,-0.4,-0.4,Matches,5c4dc0ff
1590,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,19-249,2003,3.8,0,8,4,50.0,2.11,1.05,0.00,0.00,17.0,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches,a83c19cf
1591,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,26-290,1996,19.7,2,25,7,28.0,1.27,0.36,0.08,0.29,27.1,5,0,0,1.0,1.0,0.04,+1.0,+1.0,Matches,7fac99d4
1592,Diego Mariño,es ESP,GK,Almería,es La Liga,32-304,1990,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d9235a45
1593,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,28-307,1994,16.5,3,12,4,33.3,0.73,0.24,0.25,0.75,10.8,0,0,0,1.1,1.1,0.09,+1.9,+1.9,Matches,d9764034
1594,Marlon,br BRA,DF,Monza,it Serie A,27-183,1995,13.5,0,3,1,33.3,0.22,0.07,0.00,0.00,11.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,cdf65d12
1595,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,24-030,1999,11.2,4,31,10,32.3,2.77,0.89,0.13,0.40,15.0,1,0,0,3.6,3.6,0.12,+0.4,+0.4,Matches,0e0102eb
1596,Marquinhos,br BRA,MF,Arsenal,eng Premier League,19-336,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,59878425
1597,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,28-299,1994,22.1,2,13,4,30.8,0.59,0.18,0.15,0.50,8.1,0,0,0,1.7,1.7,0.13,+0.3,+0.3,Matches,d5f2f82b
1598,Luca Marrone,it ITA,DF,Monza,it Serie A,32-346,1990,1.5,0,1,0,0.0,0.67,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,ea468ea8
1599,Eric Martel,de GER,MF,Köln,de Bundesliga,20-314,2002,13.8,0,14,4,28.6,1.01,0.29,0.00,0.00,20.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,92a16062
1600,Roger Martí,es ESP,FW,Elche,es La Liga,32-065,1991,7.3,0,6,2,33.3,0.82,0.27,0.00,0.00,15.6,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches,0ae4e09a
1601,Roger Martí,es ESP,FW,Cádiz,es La Liga,32-065,1991,4.1,0,5,0,0.0,1.21,0.00,0.00,,15.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches,0ae4e09a
1602,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,27-094,1995,5.1,3,11,5,45.5,2.16,0.98,0.18,0.40,12.9,0,1,1,3.2,2.4,0.22,-0.2,-0.4,Matches,8b788c01
1603,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,25-321,1997,16.0,3,13,4,30.8,0.81,0.25,0.23,0.75,25.6,6,0,1,2.0,1.2,0.09,+1.0,+1.8,Matches,2f3e911a
1604,Ander Martin,es ESP,MFFW,Real Sociedad,es La Liga,22-113,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e1e75690
1605,Andrés Martín,es ESP,FWMF,Rayo Vallecano,es La Liga,23-241,1999,1.6,0,3,2,66.7,1.86,1.24,0.00,0.00,13.7,0,0,0,0.6,0.6,0.20,-0.6,-0.6,Matches,2ae30661
1606,Carlos Martín,es ESP,DF,Atlético Madrid,es La Liga,20-321,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,64035864
1607,Iván Martín,es ESP,MF,Girona,es La Liga,24-023,1999,6.6,3,10,4,40.0,1.53,0.61,0.30,0.75,12.0,0,0,0,1.4,1.4,0.14,+1.6,+1.6,Matches,ae48c5cb
1608,Jonas Martin,fr FRA,MF,Lille,fr Ligue 1,32-334,1990,2.1,0,1,0,0.0,0.47,0.00,0.00,,7.6,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches,468fdbad
1609,Martinelli,br BRA,FW,Arsenal,eng Premier League,21-264,2001,23.3,11,62,22,35.5,2.66,0.95,0.18,0.50,16.0,2,0,0,6.7,6.7,0.11,+4.3,+4.3,Matches,48a5a5d6
1610,Arnau Martinez,es ESP,DF,Girona,es La Liga,19-318,2003,17.5,2,15,2,13.3,0.86,0.11,0.13,1.00,12.1,0,0,0,1.5,1.5,0.10,+0.5,+0.5,Matches,c3e66ffe
1611,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,30-188,1992,22.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7956236f
1612,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,31-296,1991,10.0,0,7,1,14.3,0.70,0.10,0.00,0.00,15.8,2,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,3fc45c73
1613,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,25-199,1997,21.7,14,89,33,37.1,4.11,1.52,0.15,0.39,14.9,0,1,1,11.5,10.7,0.12,+2.5,+2.3,Matches,f7036e1c
1614,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,25-050,1998,19.6,1,6,1,16.7,0.31,0.05,0.17,1.00,15.0,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches,bac46a10
1615,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,26-303,1996,16.1,1,20,9,45.0,1.24,0.56,0.05,0.11,12.3,0,0,0,2.1,2.1,0.11,-1.1,-1.1,Matches,3ec3c1c9
1616,Roger Martínez,es ESP,DF,Espanyol,es La Liga,18-338,2004,0.1,0,1,0,0.0,12.86,0.00,0.00,,26.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,937c6ae6
1617,Gelson Martins,pt POR,MFFW,Monaco,fr Ligue 1,27-302,1995,3.8,0,12,3,25.0,3.13,0.78,0.00,0.00,15.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,3ef0fa48
1618,Adam Marušić,me MNE,DF,Lazio,it Serie A,30-143,1992,24.3,0,15,7,46.7,0.62,0.29,0.00,0.00,24.1,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,d4535821
1619,Omar Mascarell,es ESP,MF,Elche,es La Liga,30-035,1993,20.2,0,8,2,25.0,0.40,0.10,0.00,0.00,20.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,11fd2b75
1620,Adam Masina,ma MAR,DF,Udinese,it Serie A,29-066,1994,5.3,1,1,1,100.0,0.19,0.19,1.00,1.00,13.1,0,0,0,0.0,0.0,0.03,+1.0,+1.0,Matches,de0f152c
1621,Jordi Masip,es ESP,GK,Valladolid,es La Liga,34-065,1989,16.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8fae77ea
1622,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,24-107,1998,13.5,2,8,4,50.0,0.59,0.30,0.25,0.50,12.1,0,0,0,1.3,1.3,0.16,+0.7,+0.7,Matches,a396fb61
1623,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,21-245,2001,4.9,0,3,0,0.0,0.62,0.00,0.00,,18.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,eba1e557
1624,Yanis Massolin,fr FRA,MF,Clermont Foot,fr Ligue 1,20-170,2002,0.7,0,1,0,0.0,1.50,0.00,0.00,,24.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,6ea05ca7
1625,Jaime Mata,es ESP,FW,Getafe,es La Liga,34-136,1988,0.5,0,1,0,0.0,1.96,0.00,0.00,,12.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,02319ad7
1626,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,20-176,2002,1.5,0,1,0,0.0,0.65,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,feb5d972
1627,Eliot Matazo,be BEL,MFFW,Monaco,fr Ligue 1,21-022,2002,8.0,0,3,2,66.7,0.38,0.25,0.00,0.00,27.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,15944afd
1628,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,25-254,1997,7.6,1,23,6,26.1,3.03,0.79,0.04,0.17,12.5,0,0,0,2.4,2.4,0.11,-1.4,-1.4,Matches,50e6dc35
1629,Nemanja Matić,rs SRB,MF,Roma,it Serie A,34-220,1988,14.9,1,8,3,37.5,0.54,0.20,0.13,0.33,17.2,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches,eb7822d7
1630,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,31-213,1991,9.1,0,1,1,100.0,0.11,0.11,0.00,0.00,10.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,b217ef29
1631,Henning Matriciani,de GER,DF,Schalke 04,de Bundesliga,22-360,2000,11.7,0,1,0,0.0,0.09,0.00,0.00,,9.3,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,ab3f1bdf
1632,Chrislain Matsima,fr FRA,DFMF,Lorient,fr Ligue 1,20-298,2002,2.5,0,1,0,0.0,0.40,0.00,0.00,,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,cf1ef7ec
1633,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,20-298,2002,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,cf1ef7ec
1634,Jean Mattéo Bahoya,fr FRA,FW,Angers,fr Ligue 1,17-306,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,70d4c949
1635,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,24-315,1998,18.5,0,6,2,33.3,0.32,0.11,0.00,0.00,27.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,a17a94d6
1636,Neal Maupay,fr FRA,FW,Everton,eng Premier League,26-207,1996,10.5,1,27,11,40.7,2.58,1.05,0.04,0.09,15.1,0,0,0,3.7,3.7,0.14,-2.7,-2.7,Matches,4bcf39f6
1637,Aïman Maurer,ma MAR,MF,Clermont Foot,fr Ligue 1,18-165,2004,2.8,0,5,3,60.0,1.78,1.07,0.00,0.00,16.7,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,87d31635
1638,Stephy Mavididi,eng ENG,FW,Montpellier,fr Ligue 1,24-282,1998,9.4,2,19,8,42.1,2.03,0.85,0.11,0.25,17.2,0,0,0,1.8,1.8,0.09,+0.2,+0.2,Matches,30144daa
1639,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,25-088,1997,18.8,2,36,9,25.0,1.92,0.48,0.06,0.22,15.6,0,0,0,3.2,3.2,0.09,-1.2,-1.2,Matches,00963611
1640,Christian Mawissa,fr FRA,DF,Toulouse,fr Ligue 1,17-325,2005,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2c70d915
1641,Philipp Max,de GER,DF,Eint Frankfurt,de Bundesliga,29-160,1993,4.0,0,3,1,33.3,0.75,0.25,0.00,0.00,22.1,1,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,826e8b63
1642,Eric Maxim Choupo-Moting,cm CMR,FW,Bayern Munich,de Bundesliga,33-351,1989,11.4,10,27,13,48.1,2.37,1.14,0.37,0.77,12.5,0,0,1,5.5,4.7,0.17,+4.5,+5.3,Matches,0e6bc38c
1643,Luís Maximiano,pt POR,GK,Lazio,it Serie A,24-063,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3318286e
1644,Fernand Mayembo,cg CGO,DF,Ajaccio,fr Ligue 1,27-059,1996,6.0,0,4,0,0.0,0.67,0.00,0.00,,6.2,0,0,0,1.2,1.2,0.29,-1.2,-1.2,Matches,b20cc590
1645,Borja Mayoral,es ESP,FW,Getafe,es La Liga,25-338,1997,21.8,6,36,12,33.3,1.65,0.55,0.17,0.50,14.2,0,0,2,6.2,4.6,0.13,-0.2,+1.4,Matches,64e8ed6d
1646,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,25-115,1997,6.2,0,4,0,0.0,0.65,0.00,0.00,,19.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,b74277a0
1647,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,27-225,1995,14.1,2,12,4,33.3,0.85,0.28,0.17,0.50,20.4,0,0,0,0.9,0.9,0.08,+1.1,+1.1,Matches,eb0ec070
1648,Kevin Mbabu,ch SUI,DFFW,Fulham,eng Premier League,27-324,1995,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,493924a7
1649,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,24-079,1998,19.3,18,88,47,53.4,4.56,2.43,0.18,0.34,16.4,1,2,4,15.4,12.1,0.14,+2.6,+3.9,Matches,42fd9c7f
1650,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,24-254,1998,6.0,0,1,0,0.0,0.17,0.00,0.00,,6.5,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,8aae94b9
1651,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,28-213,1994,23.4,3,22,7,31.8,0.94,0.30,0.14,0.43,11.6,0,0,0,2.2,2.2,0.10,+0.8,+0.8,Matches,e76cb9cc
1652,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,23-214,1999,20.4,5,40,18,45.0,1.96,0.88,0.10,0.22,17.3,1,1,1,6.2,5.5,0.14,-1.2,-1.5,Matches,6afaebf2
1653,Jason Mbock,fr FRA,MFFW,Angers,fr Ligue 1,23-128,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,890bc029
