Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
550,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,26-155,1996,15.7,1,15,2,13.3,0.96,0.13,0.07,0.50,15.7,0,0,0,1.5,1.5,0.12,-0.5,-0.5,Matches,5ae499d0
551,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,36-041,1987,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8cabdc1e
552,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,24-350,1998,11.1,1,4,2,50.0,0.36,0.18,0.25,0.50,14.8,0,0,0,0.5,0.5,0.13,+0.5,+0.5,Matches,cfa49cc1
553,Andrea Conti,it ITA,DF,Sampdoria,it Serie A,29-007,1994,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8fef5412
554,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,26-034,1997,16.7,0,5,0,0.0,0.30,0.00,0.00,,28.0,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,2afc7272
555,Steve Cook,eng ENG,DF,Nott'ham Forest,eng Premier League,31-324,1991,10.6,0,3,0,0.0,0.28,0.00,0.00,,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,3e5e4e63
556,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,31-191,1991,12.3,1,9,2,22.2,0.73,0.16,0.11,0.50,8.9,0,0,0,1.0,1.0,0.11,0.0,0.0,Matches,dc64b8b3
557,Copete,es ESP,DF,Mallorca,es La Liga,23-150,1999,16.1,0,4,0,0.0,0.25,0.00,0.00,,8.2,0,0,0,0.7,0.2,0.06,-0.7,-0.2,Matches,0f26ffd7
558,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,19-071,2003,9.4,0,3,0,0.0,0.32,0.00,0.00,,11.8,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches,22ae86f9
559,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,31-300,1991,8.3,1,7,1,14.3,0.84,0.12,0.14,1.00,16.0,0,0,0,1.0,1.0,0.14,0.0,0.0,Matches,a6951bf8
560,Sébastien Corchia,fr FRA,DFMF,Nantes,fr Ligue 1,32-128,1990,6.8,0,3,2,66.7,0.44,0.29,0.00,0.00,30.6,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,0e7ccfc4
561,Maxwel Cornet,ci CIV,FW,West Ham,eng Premier League,26-163,1996,1.0,0,4,1,25.0,3.96,0.99,0.00,0.00,9.8,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches,beb391dd
562,Jesús Corona,mx MEX,FW,Sevilla,es La Liga,30-062,1993,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fb938d24
563,Ángel Correa,ar ARG,FWMF,Atlético Madrid,es La Liga,28-000,1995,10.2,5,31,12,38.7,3.03,1.17,0.16,0.42,14.8,0,0,0,4.7,4.7,0.15,+0.3,+0.3,Matches,01eb744d
564,Joaquín Correa,ar ARG,FW,Inter,it Serie A,28-208,1994,4.8,3,9,5,55.6,1.86,1.03,0.33,0.60,11.6,0,0,0,2.1,2.1,0.24,+0.9,+0.9,Matches,45b9b619
565,Thierry Correia,pt POR,DF,Valencia,es La Liga,24-000,1999,16.3,0,5,0,0.0,0.31,0.00,0.00,,20.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,c78b352d
566,Alessandro Cortinovis,it ITA,MF,Hellas Verona,it Serie A,22-043,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bfc359ed
567,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,29-239,1993,9.4,0,5,0,0.0,0.53,0.00,0.00,,17.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,5ddb8f9f
568,David Pereira da Costa,pt POR,MFFW,Lens,fr Ligue 1,22-063,2001,14.5,1,25,7,28.0,1.72,0.48,0.04,0.14,17.6,3,0,0,2.7,2.7,0.11,-1.7,-1.7,Matches,59948ef7
569,Diego Costa,es ESP,FW,Wolves,eng Premier League,34-153,1988,7.9,0,21,7,33.3,2.66,0.89,0.00,0.00,11.7,0,0,0,2.2,2.2,0.11,-2.2,-2.2,Matches,a190d597
570,Jaume Costa,es ESP,DF,Mallorca,es La Liga,34-356,1988,19.3,0,9,6,66.7,0.47,0.31,0.00,0.00,14.0,0,0,0,0.9,0.9,0.10,-0.9,-0.9,Matches,808d48f3
571,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,21-342,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bfb2056e
572,Nuno da Costa,cv CPV,FWMF,Auxerre,fr Ligue 1,32-027,1991,14.2,3,28,10,35.7,1.97,0.70,0.11,0.30,16.1,0,0,0,2.9,2.9,0.10,+0.1,+0.1,Matches,909222de
573,Samu Costa,pt POR,MF,Almería,es La Liga,22-102,2000,13.8,1,11,6,54.5,0.80,0.43,0.09,0.17,20.8,1,0,0,1.1,1.1,0.10,-0.1,-0.1,Matches,76c2a023
574,Benoît Costil,fr FRA,GK,Auxerre,fr Ligue 1,35-249,1987,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2434f24a
575,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,30-199,1992,15.8,0,5,0,0.0,0.32,0.00,0.00,,24.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,fdf3cb77
576,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,26-333,1996,20.8,2,10,4,40.0,0.48,0.19,0.20,0.50,18.8,0,0,0,0.5,0.5,0.05,+1.5,+1.5,Matches,85a44ecc
577,Tanguy Coulibaly,fr FRA,FWDF,Stuttgart,de Bundesliga,22-019,2001,1.6,1,5,2,40.0,3.15,1.26,0.20,0.50,19.9,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches,05ba9d7c
578,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,30-302,1992,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1840e36d
579,Mathieu Coutadeur,fr FRA,MF,Ajaccio,fr Ligue 1,36-354,1986,12.9,0,2,0,0.0,0.15,0.00,0.00,,29.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,ef8ae23b
580,Philippe Coutinho,br BRA,MFFW,Aston Villa,eng Premier League,30-270,1992,8.8,1,21,8,38.1,2.40,0.91,0.05,0.13,21.6,2,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches,0ef89a37
581,Yan Couto,br BRA,DFMF,Girona,es La Liga,20-279,2002,7.6,0,5,0,0.0,0.66,0.00,0.00,,22.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,1944818c
582,Conor Coventry,ie IRL,MFFW,West Ham,eng Premier League,22-349,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a5ca9127
583,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,24-060,1999,14.2,2,7,4,57.1,0.49,0.28,0.29,0.50,10.0,0,0,0,1.4,1.4,0.20,+0.6,+0.6,Matches,8f325097
584,Alessio Cragno,it ITA,GK,Monza,it Serie A,28-254,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f554e29b
585,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,33-084,1989,17.5,0,7,1,14.3,0.40,0.06,0.00,0.00,22.8,3,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,4f974391
586,Bryan Cristante,it ITA,MF,Roma,it Serie A,28-006,1995,23.1,1,18,3,16.7,0.78,0.13,0.06,0.33,19.1,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches,16657b95
587,Domen Črnigoj,si SVN,MF,Salernitana,it Serie A,27-111,1995,3.2,0,1,0,0.0,0.31,0.00,0.00,,6.9,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,22cd43d2
588,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,30-224,1992,16.0,0,1,0,0.0,0.06,0.00,0.00,,9.5,0,0,0,0.2,0.2,0.20,-0.2,-0.2,Matches,a56da3ba
589,Juan Cruz,es ESP,FW,Betis,es La Liga,22-318,2000,1.9,1,5,2,40.0,2.59,1.03,0.20,0.50,16.4,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches,cc2dd8a5
590,Juan Cuadrado,co COL,DFFW,Juventus,it Serie A,34-287,1988,14.0,1,21,6,28.6,1.50,0.43,0.05,0.17,18.9,3,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches,0ab1f153
591,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,24-230,1998,14.9,0,6,0,0.0,0.40,0.00,0.00,,17.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,1daec722
592,Jorge Cuenca,es ESP,DF,Villarreal,es La Liga,23-112,1999,4.0,0,2,0,0.0,0.51,0.00,0.00,,11.4,0,0,0,0.2,0.2,0.13,-0.2,-0.2,Matches,0abc51f2
593,Braian Cufré,ar ARG,DF,Mallorca,es La Liga,26-084,1996,2.4,0,3,0,0.0,1.23,0.00,0.00,,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,192c89a6
594,Mickaël Cuisance,fr FRA,MF,Sampdoria,it Serie A,23-205,1999,3.5,0,6,1,16.7,1.70,0.28,0.00,0.00,22.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,5722eced
595,Matheus Cunha,br BRA,FW,Wolves,eng Premier League,23-286,1999,4.5,0,14,2,14.3,3.13,0.45,0.00,0.00,17.4,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches,dc62b55d
596,Matheus Cunha,br BRA,FWMF,Atlético Madrid,es La Liga,23-286,1999,4.2,0,12,8,66.7,2.86,1.91,0.00,0.00,16.1,0,0,0,1.4,1.4,0.12,-1.4,-1.4,Matches,dc62b55d
597,Curro,es ESP,MF,Almería,es La Liga,27-065,1996,0.5,0,1,1,100.0,2.09,2.09,0.00,0.00,15.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,f9a225f5
598,Marco D'Alessandro,it ITA,DFFW,Monza,it Serie A,32-020,1991,3.2,0,4,1,25.0,1.24,0.31,0.00,0.00,16.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,060606ec
599,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,34-181,1988,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,44eb9093
600,Luca D'Andrea,it ITA,FW,Sassuolo,it Serie A,18-184,2004,3.5,0,7,3,42.9,1.99,0.85,0.00,0.00,17.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,f778fe3f
601,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,34-296,1988,3.8,0,2,0,0.0,0.53,0.00,0.00,,13.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,1ec7e1c5
602,Moanes Dabbur,il ISR,FW,Hoffenheim,de Bundesliga,30-299,1992,6.4,5,15,12,80.0,2.36,1.88,0.33,0.42,15.3,0,0,0,2.5,2.5,0.17,+2.5,+2.5,Matches,eac044ad
603,Colin Dagba,fr FRA,DF,Strasbourg,fr Ligue 1,24-181,1998,6.7,0,2,0,0.0,0.30,0.00,0.00,,17.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,29c02c9f
604,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,24-347,1998,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,dee3013b
605,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,27-067,1996,2.3,0,4,0,0.0,1.75,0.00,0.00,,28.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,db4ed67b
606,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,24-151,1998,8.0,3,19,11,57.9,2.37,1.37,0.16,0.27,14.9,0,0,0,2.4,2.4,0.13,+0.6,+0.6,Matches,ca45605e
607,Thijs Dallinga,nl NED,FW,Toulouse,fr Ligue 1,22-218,2000,16.5,9,36,20,55.6,2.18,1.21,0.25,0.45,11.4,0,0,0,6.4,6.4,0.18,+2.6,+2.6,Matches,b70afb45
608,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,23-356,1999,16.9,0,17,5,29.4,1.01,0.30,0.00,0.00,18.8,0,0,0,1.7,1.7,0.10,-1.7,-1.7,Matches,d9565625
609,Muhammed Damar,de GER,MF,Hoffenheim,de Bundesliga,18-334,2004,1.6,0,1,0,0.0,0.63,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,d3d77413
610,Mikkel Damsgaard,dk DEN,MFFW,Brentford,eng Premier League,22-249,2000,4.3,0,4,3,75.0,0.93,0.70,0.00,0.00,17.3,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches,215f3907
611,Flavius Daniliuc,at AUT,DF,Salernitana,it Serie A,21-316,2001,14.5,0,7,3,42.9,0.48,0.21,0.00,0.00,12.8,1,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,7ef972c3
612,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,21-316,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7ef972c3
613,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,21-314,2001,1.6,0,1,0,0.0,0.61,0.00,0.00,,31.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,a816dbfb
614,Danilo,br BRA,DF,Juventus,it Serie A,31-237,1991,24.1,3,19,4,21.1,0.79,0.17,0.16,0.75,14.7,0,0,0,1.9,1.9,0.10,+1.1,+1.1,Matches,94b2001f
615,Arnaut Danjuma,nl NED,FW,Tottenham,eng Premier League,26-037,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f08490a6
616,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,26-037,1997,5.3,2,11,4,36.4,2.07,0.75,0.09,0.25,16.7,0,1,1,2.7,1.9,0.17,-0.7,-0.9,Matches,f08490a6
617,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,24-171,1998,26.0,1,16,1,6.3,0.62,0.04,0.06,1.00,16.6,0,0,0,2.0,1.9,0.12,-1.0,-0.9,Matches,6e33125f
618,Dante,br BRA,DF,Nice,fr Ligue 1,39-142,1983,25.0,1,12,3,25.0,0.48,0.12,0.08,0.33,13.8,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Matches,fd2bc67d
619,Márton Dárdai,de GER,DF,Hertha BSC,de Bundesliga,21-025,2002,3.9,1,2,1,50.0,0.51,0.25,0.50,1.00,22.2,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches,41bff4fa
620,Sergi Darder,es ESP,MF,Espanyol,es La Liga,29-077,1993,23.7,4,24,8,33.3,1.01,0.34,0.17,0.50,23.2,0,0,0,2.0,2.0,0.08,+2.0,+2.0,Matches,070a3904
621,Achraf Dari,ma MAR,DF,Brest,fr Ligue 1,23-307,1999,12.8,1,4,2,50.0,0.31,0.16,0.25,0.50,15.4,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches,5069b796
622,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,32-213,1990,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3eb0f2df
623,Matteo Darmian,it ITA,DF,Inter,it Serie A,33-097,1989,14.3,1,6,1,16.7,0.42,0.07,0.17,1.00,19.3,0,0,0,1.0,1.0,0.16,0.0,0.0,Matches,96e0490d
624,Josh Dasilva,eng ENG,MF,Brentford,eng Premier League,24-137,1998,11.8,3,13,5,38.5,1.10,0.42,0.23,0.60,21.3,0,0,0,0.9,0.9,0.07,+2.1,+2.1,Matches,60344e4f
625,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,23-054,2000,23.5,16,74,35,47.3,3.15,1.49,0.16,0.34,15.4,0,4,5,16.5,12.5,0.17,-0.5,-0.5,Matches,ce50fd99
626,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,22-127,2000,18.5,0,12,6,50.0,0.65,0.32,0.00,0.00,17.1,0,0,0,1.2,1.2,0.10,-1.2,-1.2,Matches,d781d855
627,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,29-319,1993,18.9,2,12,4,33.3,0.63,0.21,0.17,0.50,17.5,0,0,0,0.9,0.9,0.08,+1.1,+1.1,Matches,44781702
628,Tom Davies,eng ENG,MF,Everton,eng Premier League,24-252,1998,5.2,0,9,2,22.2,1.74,0.39,0.00,0.00,15.9,0,0,0,1.2,1.2,0.13,-1.2,-1.2,Matches,9228b07c
629,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,27-293,1995,10.6,1,9,2,22.2,0.85,0.19,0.11,0.50,10.7,0,0,0,1.1,1.1,0.12,-0.1,-0.1,Matches,16bb656a
630,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,32-307,1990,8.0,0,6,1,16.7,0.75,0.12,0.00,0.00,15.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,3e9e06cb
631,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,32-307,1990,6.0,1,5,2,40.0,0.83,0.33,0.20,0.50,10.0,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches,3e9e06cb
632,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,31-254,1991,21.4,4,57,18,31.6,2.66,0.84,0.07,0.22,23.8,7,0,0,4.1,4.1,0.07,-0.1,-0.1,Matches,e46012d4
633,Charles De Ketelaere,be BEL,MFFW,Milan,it Serie A,21-364,2001,9.2,0,14,3,21.4,1.52,0.33,0.00,0.00,12.9,0,0,0,1.6,1.6,0.11,-1.6,-1.6,Matches,2ef7c612
634,Manuel De Luca,it ITA,FWMF,Sampdoria,it Serie A,24-235,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,60e3603d
635,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,28-289,1994,11.4,1,8,3,37.5,0.70,0.26,0.13,0.33,25.9,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches,162efffd
636,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,30-140,1992,8.5,0,4,0,0.0,0.47,0.00,0.00,,27.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,ae4e2852
637,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,34-290,1988,5.8,0,4,2,50.0,0.69,0.35,0.00,0.00,13.7,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches,e74f0e59
638,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,24-277,1998,11.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5fdcb075
639,Koni De Winter,be BEL,DF,Empoli,it Serie A,20-270,2002,8.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f4797849
640,Grégoire Defrel,mq MTQ,FW,Sassuolo,it Serie A,31-265,1991,7.2,1,9,6,66.7,1.24,0.83,0.11,0.17,13.3,0,0,0,2.0,2.0,0.22,-1.0,-1.0,Matches,854ee61a
641,Duccio Degli Innocenti,it ITA,MF,Empoli,it Serie A,19-315,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0e0d6c53
642,Brecht Dejaegere,be BEL,MF,Toulouse,fr Ligue 1,31-284,1991,16.3,4,21,6,28.6,1.29,0.37,0.19,0.67,14.9,0,0,0,2.1,2.1,0.10,+1.9,+1.9,Matches,4ca4f601
643,Romain Del Castillo,fr FRA,FWMF,Brest,fr Ligue 1,26-345,1996,8.8,4,21,8,38.1,2.38,0.91,0.05,0.13,19.4,2,3,3,3.7,1.4,0.07,+0.3,-0.4,Matches,0be95d34
644,Alberto Del Moral,es ESP,MF,Villarreal,es La Liga,22-232,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,84a85b48
645,Thomas Delaine,fr FRA,DF,Strasbourg,fr Ligue 1,30-350,1992,7.9,0,3,2,66.7,0.38,0.25,0.00,0.00,19.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,8332db56
646,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,31-187,1991,3.4,0,3,1,33.3,0.87,0.29,0.00,0.00,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,fe641c1a
647,Thomas Delaney,dk DEN,MF,Hoffenheim,de Bundesliga,31-187,1991,3.1,0,1,0,0.0,0.33,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,fe641c1a
648,Sacha Delaye,fr FRA,FWMF,Montpellier,fr Ligue 1,20-320,2002,0.2,1,2,1,50.0,9.00,4.50,0.50,1.00,20.4,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches,e4448c8c
649,Fran Delgado,es ESP,DF,Betis,es La Liga,21-241,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e7d2a50b
650,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,31-151,1991,8.7,6,23,8,34.8,2.65,0.92,0.13,0.38,16.4,1,3,3,5.4,3.0,0.13,+0.6,0.0,Matches,d33c706e
651,Andy Delort,dz ALG,FW,Nantes,fr Ligue 1,31-151,1991,2.1,0,9,3,33.3,4.35,1.45,0.00,0.00,10.5,0,0,0,1.9,1.9,0.22,-1.9,-1.9,Matches,d33c706e
652,Karamoko Dembele,sct SCO,FWMF,Brest,fr Ligue 1,20-015,2003,1.8,0,4,2,50.0,2.21,1.10,0.00,0.00,16.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,7304f3b1
653,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,26-240,1996,9.0,3,26,11,42.3,2.89,1.22,0.12,0.27,13.1,0,0,0,3.5,3.5,0.14,-0.5,-0.5,Matches,e7986081
654,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,25-298,1997,12.2,5,39,14,35.9,3.19,1.15,0.13,0.36,17.8,0,0,0,2.9,2.9,0.07,+2.1,+2.1,Matches,b19db005
655,Siriki Dembélé,ci CIV,FWMF,Bournemouth,eng Premier League,26-183,1996,1.2,0,2,2,100.0,1.64,1.64,0.00,0.00,16.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,11f54bd5
656,Siriki Dembélé,ci CIV,MF,Auxerre,fr Ligue 1,26-183,1996,1.8,0,2,0,0.0,1.11,0.00,0.00,,16.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,11f54bd5
657,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,25-004,1998,15.5,1,6,1,16.7,0.39,0.06,0.17,1.00,13.7,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches,e3cceee6
658,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,29-249,1993,12.0,3,26,4,15.4,2.17,0.33,0.12,0.75,24.8,7,0,0,1.8,1.8,0.07,+1.2,+1.2,Matches,54b4dc4e
659,Ermedin Demirović,ba BIH,MFFW,Augsburg,de Bundesliga,24-349,1998,19.5,7,47,19,40.4,2.41,0.97,0.13,0.32,15.3,0,1,1,6.0,5.2,0.11,+1.0,+0.8,Matches,ed79b7d3
660,Diego Demme,de GER,MF,Napoli,it Serie A,31-108,1991,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,dc3fa3b5
661,Sepp van den Berg,nl NED,DF,Schalke 04,de Bundesliga,21-079,2001,3.6,0,3,0,0.0,0.84,0.00,0.00,,12.2,0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches,7bf9400b
662,Branco van den Boomen,nl NED,MF,Toulouse,fr Ligue 1,27-231,1995,24.1,5,41,18,43.9,1.70,0.75,0.02,0.06,25.0,14,4,4,5.7,2.5,0.06,-0.7,-1.5,Matches,99d660b2
663,Leander Dendoncker,be BEL,MF,Aston Villa,eng Premier League,27-328,1995,4.1,0,1,0,0.0,0.25,0.00,0.00,,23.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,5a7301ae
664,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,27-328,1995,2.4,0,3,2,66.7,1.26,0.84,0.00,0.00,16.7,0,0,0,0.7,0.7,0.22,-0.7,-0.7,Matches,5a7301ae
665,Emmanuel Dennis,ng NGA,FW,Nott'ham Forest,eng Premier League,25-114,1997,4.8,1,11,2,18.2,2.31,0.42,0.09,0.50,14.1,2,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches,2c44a35d
666,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,25-319,1997,16.0,2,14,4,28.6,0.87,0.25,0.14,0.50,15.0,0,0,0,1.4,1.4,0.10,+0.6,+0.6,Matches,d97f2e8d
667,Fabio Depaoli,it ITA,DFMF,Sampdoria,it Serie A,25-319,1997,1.5,0,2,0,0.0,1.32,0.00,0.00,,13.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,d97f2e8d
668,Kastriot Dermaku,al ALB,DF,Lecce,it Serie A,31-053,1992,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2990c466
669,Halil Dervişoğlu,tr TUR,MF,Brentford,eng Premier League,23-091,1999,0.1,0,1,0,0.0,11.25,0.00,0.00,,31.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,9d8cf204
670,Rémy Descamps,fr FRA,GK,Nantes,fr Ligue 1,26-257,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,477e50ce
671,Mikkel Desler,dk DEN,DF,Toulouse,fr Ligue 1,28-018,1995,17.4,0,7,2,28.6,0.40,0.12,0.00,0.00,16.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,1d5c96f8
672,Cyriel Dessers,ng NGA,FW,Cremonese,it Serie A,28-091,1994,13.9,5,39,10,25.6,2.81,0.72,0.13,0.50,13.6,0,0,1,5.6,4.8,0.12,-0.6,+0.2,Matches,dcb38abe
673,Sergiño Dest,us USA,DF,Milan,it Serie A,22-126,2000,3.7,0,2,1,50.0,0.55,0.27,0.00,0.00,20.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches,5976f83e
674,Mattia Destro,it ITA,FW,Empoli,it Serie A,31-354,1991,5.1,1,18,6,33.3,3.55,1.18,0.06,0.17,15.1,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches,d7d32194
675,Gerard Deulofeu,es ESP,FW,Udinese,it Serie A,28-361,1994,13.5,2,44,12,27.3,3.27,0.89,0.05,0.17,17.4,10,0,0,5.1,5.1,0.11,-3.1,-3.1,Matches,39583cfd
676,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,24-184,1998,19.7,2,17,4,23.5,0.86,0.20,0.12,0.50,21.3,0,0,0,1.6,1.6,0.09,+0.4,+0.4,Matches,5c74c0f5
