Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,-9999
1661,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,26-091,1996,9.1,13,1.43,10,0,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches,d93c2511
1662,Gary Medel,cl CHI,MFDF,Bologna,it Serie A,35-218,1987,14.4,20,1.39,17,0,0,0,1,2,2,0.14,2,0,0,0,0,0,Matches,563a68ad
1663,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,23-285,1999,21.9,34,1.55,32,1,0,1,0,0,4,0.18,3,0,0,1,0,0,Matches,6f5ec8bb
1664,Ben Mee,eng ENG,DF,Brentford,eng Premier League,33-169,1989,22.4,13,0.58,9,0,0,3,1,0,0,0.00,0,0,0,0,0,0,Matches,8df7a2fb
1665,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,21-262,2001,6.8,2,0.30,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,04ac78d2
1666,Soualiho Meïté,fr FRA,MF,Cremonese,it Serie A,28-357,1994,14.3,24,1.68,22,1,0,0,0,1,2,0.14,2,0,0,0,0,0,Matches,5cec2c74
1667,Farid El Melali,dz ALG,FWDF,Angers,fr Ligue 1,25-308,1997,5.0,8,1.59,4,1,1,0,2,0,1,0.20,1,0,0,0,0,0,Matches,d21e361a
1668,Gonzalo Melero,es ESP,MF,Almería,es La Liga,29-066,1994,12.0,34,2.82,31,0,1,2,0,0,5,0.41,4,0,0,1,0,0,Matches,3902e91b
1669,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,28-082,1994,6.8,8,1.18,7,1,0,0,0,0,2,0.30,2,0,0,0,0,0,Matches,70c52749
1670,Memphis,nl NED,FW,Barcelona,es La Liga,29-024,1994,1.3,8,6.32,5,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8f696594
1671,Memphis,nl NED,FW,Atlético Madrid,es La Liga,29-024,1994,1.5,7,4.70,5,0,0,1,1,0,1,0.67,1,0,0,0,0,0,Matches,8f696594
1672,Houboulang Mendes,fr FRA,DF,Almería,es La Liga,24-309,1998,8.2,9,1.10,6,2,1,0,0,0,1,0.12,1,0,0,0,0,0,Matches,1545cf15
1673,Nuno Mendes,pt POR,DFMF,Paris S-G,fr Ligue 1,20-263,2002,12.1,30,2.47,27,0,1,1,0,1,5,0.41,5,0,0,0,0,0,Matches,f20e4cc9
1674,Thiago Mendes,br BRA,MFDF,Lyon,fr Ligue 1,30-359,1992,17.7,21,1.18,20,0,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches,c6e5d20f
1675,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,26-061,1997,19.3,67,3.48,39,19,4,2,3,0,8,0.42,4,2,1,1,0,0,Matches,c9e39d91
1676,Diego Méndez,es ESP,MF,Rayo Vallecano,es La Liga,19-192,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b151a3f2
1677,Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,18-286,2004,1.9,8,4.24,5,1,0,2,0,0,2,1.06,1,0,0,1,0,0,Matches,3322e296
1678,Arial Mendy,sn SEN,DF,Clermont Foot,fr Ligue 1,28-122,1994,2.5,5,2.03,3,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches,9f0f4b49
1679,Batista Mendy,fr FRA,MFDF,Angers,fr Ligue 1,23-056,2000,21.0,27,1.29,24,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches,e472a6f6
1680,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,31-008,1992,8.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,33887998
1681,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,27-274,1995,12.5,27,2.16,24,1,1,0,0,1,2,0.16,2,0,0,0,0,0,Matches,3cefcaef
1682,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,30-259,1992,6.1,7,1.16,5,0,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches,1598599e
1683,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,24-234,1998,16.9,30,1.78,27,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,9bdd8118
1684,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,25-124,1997,19.4,5,0.26,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,fed96827
1685,Jorge Meré,es ESP,DF,Cádiz,es La Liga,25-326,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9f979eb2
1686,Alex Meret,it ITA,GK,Napoli,it Serie A,25-352,1997,25.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9413b19f
1687,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,26-260,1996,16.8,54,3.21,44,1,1,3,2,3,9,0.54,7,0,0,1,0,1,Matches,d080ed5e
1688,Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,20-297,2002,14.1,42,2.99,19,17,2,2,2,0,2,0.14,1,1,0,0,0,0,Matches,0bfca6a1
1689,Yıldırım Mert Çetin,tr TUR,DF,Lecce,it Serie A,26-067,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c730da00
1690,Roque Mesa,es ESP,MF,Valladolid,es La Liga,33-275,1989,13.4,33,2.47,31,1,1,0,0,0,1,0.07,1,0,0,0,0,0,Matches,7c4243d4
1691,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,23-007,2000,25.0,3,0.12,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6b625ac2
1692,Lionel Messi,ar ARG,FWMF,Paris S-G,fr Ligue 1,35-258,1987,20.5,129,6.29,87,13,11,8,8,2,26,1.27,20,0,3,1,2,0,Matches,d70ce98e
1693,Junior Messias,br BRA,FWDF,Milan,it Serie A,31-300,1991,12.3,36,2.93,22,0,5,4,4,1,5,0.41,4,0,1,0,0,0,Matches,f49c4ae9
1694,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,31-178,1991,6.3,17,2.70,15,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,e162b013
1695,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,31-330,1991,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b56dd813
1696,Sven Michel,de GER,FW,Union Berlin,de Bundesliga,32-237,1990,3.6,6,1.67,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1e274a0a
1697,Alexander Mighten,eng ENG,FW,Nott'ham Forest,eng Premier League,20-332,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,10ec4169
1698,Tommaso Milanese,it ITA,MF,Cremonese,it Serie A,20-221,2002,0.3,2,6.43,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b2561711
1699,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,25-148,1997,15.7,20,1.27,17,0,0,3,0,0,2,0.13,2,0,0,0,0,0,Matches,bee704fc
1700,Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,29-009,1994,11.0,20,1.84,13,0,0,4,1,2,3,0.28,2,0,0,0,0,1,Matches,85613cf0
1701,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,29-009,1994,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,85613cf0
1702,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,28-010,1995,21.3,58,2.72,51,1,1,3,2,0,11,0.52,10,0,0,1,0,0,Matches,4e6dbac4
1703,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,26-017,1997,25.0,4,0.16,3,1,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches,9fa26bc2
1704,Éder Militão,br BRA,DF,Real Madrid,es La Liga,25-050,1998,17.5,14,0.80,12,2,0,0,0,0,2,0.11,2,0,0,0,0,0,Matches,2784f898
1705,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,31-336,1991,3.3,2,0.61,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2ce2508a
1706,Luis Milla,es ESP,MF,Getafe,es La Liga,28-153,1994,14.0,32,2.28,13,14,1,0,3,1,0,0.00,0,0,0,0,0,0,Matches,19c36442
1707,Pere Milla,es ESP,FWMF,Elche,es La Liga,30-167,1992,13.4,30,2.19,21,0,1,3,4,1,3,0.22,2,0,0,0,1,0,Matches,335039a2
1708,Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,20-235,2002,4.1,16,3.88,10,2,1,0,1,2,1,0.24,1,0,0,0,0,0,Matches,f76022e7
1709,James Milner,eng ENG,MFDF,Liverpool,eng Premier League,37-064,1986,7.7,31,4.04,22,4,3,2,0,0,3,0.39,2,1,0,0,0,0,Matches,2f90f6b8
1710,Marko Milovanović,rs SRB,FW,Almería,es La Liga,19-217,2003,0.2,1,6.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,1fda2b14
1711,Kim Min-jae,kr KOR,DF,Napoli,it Serie A,26-114,1996,23.5,27,1.15,24,0,0,1,0,2,2,0.09,1,0,0,1,0,0,Matches,e0f8151c
1712,Yerry Mina,co COL,DF,Everton,eng Premier League,28-167,1994,2.6,1,0.38,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6d5701f2
1713,Takumi Minamino,jp JPN,MFFW,Monaco,fr Ligue 1,28-052,1995,5.3,16,3.00,11,1,0,1,2,1,4,0.75,2,1,0,0,1,0,Matches,f833a830
1714,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,29-361,1993,22.0,15,0.68,13,0,0,0,2,0,3,0.14,2,0,0,0,1,0,Matches,8397a50c
1715,Óscar Mingueza,es ESP,DF,Celta Vigo,es La Liga,23-300,1999,12.7,20,1.57,19,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,056269d7
1716,Rafa Mir,es ESP,FW,Sevilla,es La Liga,25-264,1997,9.0,12,1.33,8,0,0,3,1,0,0,0.00,0,0,0,0,0,0,Matches,bbf5c11b
1717,Aleksei Miranchuk,ru RUS,MF,Torino,it Serie A,27-143,1995,15.9,60,3.77,49,3,1,3,3,1,6,0.38,5,0,0,0,1,0,Matches,a9aa0d1d
1718,Juan Miranda,es ESP,DFFW,Betis,es La Liga,23-049,2000,5.0,15,3.01,13,2,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches,ead61f73
1719,Fabio Miretti,it ITA,MFFW,Juventus,it Serie A,19-218,2003,9.2,34,3.70,21,4,3,5,1,0,5,0.54,4,0,0,0,1,0,Matches,34693494
1720,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,23-189,1999,19.1,18,0.94,15,1,1,0,0,1,2,0.10,2,0,0,0,0,0,Matches,5cbd1eb0
1721,Kaoru Mitoma,jp JPN,FWMF,Brighton,eng Premier League,25-293,1997,12.2,48,3.92,36,0,7,2,3,0,8,0.65,4,0,2,1,1,0,Matches,74618572
1722,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,28-174,1994,19.1,53,2.77,24,0,9,13,6,1,9,0.47,2,0,1,4,2,0,Matches,3925dbd6
1723,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,32-291,1990,11.6,1,0.09,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e6777e6b
1724,Maximilian Mittelstädt,de GER,DF,Hertha BSC,de Bundesliga,25-356,1997,6.1,16,2.60,10,2,2,1,1,0,0,0.00,0,0,0,0,0,0,Matches,88d4144a
1725,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,34-047,1989,16.1,54,3.35,44,0,0,3,5,2,6,0.37,5,0,0,0,0,1,Matches,dd0daf32
1726,Anthony Modeste,fr FRA,FW,Dortmund,de Bundesliga,34-329,1988,8.5,11,1.28,9,0,0,2,0,0,1,0.12,1,0,0,0,0,0,Matches,34e4343c
1727,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,37-181,1985,14.0,64,4.56,57,4,1,1,1,0,9,0.64,6,2,0,0,1,0,Matches,6025fab1
1728,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,23-288,1999,4.5,11,2.42,8,0,2,1,0,0,2,0.44,2,0,0,0,0,0,Matches,065dc209
1729,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,23-288,1999,15.4,26,1.69,19,0,6,0,1,0,4,0.26,2,0,2,0,0,0,Matches,065dc209
1730,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,25-101,1997,14.9,26,1.75,17,0,2,4,3,0,4,0.27,3,0,0,0,1,0,Matches,595e6f3e
1731,Tobias Mohr,de GER,DFMF,Schalke 04,de Bundesliga,27-197,1995,8.2,21,2.57,12,6,0,2,1,0,3,0.37,2,1,0,0,0,0,Matches,9ec9c8b6
1732,Johan Mojica,co COL,DF,Villarreal,es La Liga,30-200,1992,6.3,13,2.06,11,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,608f2092
1733,Johan Mojica,co COL,DFMF,Elche,es La Liga,30-200,1992,3.0,3,1.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,608f2092
1734,Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,21-359,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,29ddfb9c
1735,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,24-337,1998,18.3,57,3.12,54,2,1,0,0,0,4,0.22,4,0,0,0,0,0,Matches,23610943
1736,Salvatore Molina,it ITA,DF,Monza,it Serie A,31-067,1992,2.5,5,1.97,5,0,0,0,0,0,1,0.39,1,0,0,0,0,0,Matches,54ab971f
1737,Florent Mollet,fr FRA,MF,Nantes,fr Ligue 1,31-110,1991,5.2,21,4.06,11,5,0,3,2,0,1,0.19,0,1,0,0,0,0,Matches,7e82a78f
1738,Florent Mollet,fr FRA,MF,Schalke 04,de Bundesliga,31-110,1991,4.6,14,3.07,11,0,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches,7e82a78f
1739,Jon Moncayola,es ESP,MFDF,Osasuna,es La Liga,24-300,1998,17.4,37,2.13,30,0,0,6,1,0,4,0.23,0,0,0,3,1,0,Matches,9939e168
1740,Monchu,es ESP,MF,Valladolid,es La Liga,23-177,1999,13.4,42,3.14,24,12,0,4,1,1,1,0.07,1,0,0,0,0,0,Matches,8ac501f5
1741,César Montes,mx MEX,DF,Espanyol,es La Liga,26-013,1997,5.5,2,0.36,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,28e957d7
1742,Daniele Montevago,it ITA,FW,Sampdoria,it Serie A,19-356,2003,2.6,7,2.75,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,ca73910d
1743,Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,26-067,1997,10.6,26,2.45,20,5,0,0,0,1,3,0.28,3,0,0,0,0,0,Matches,374d5158
1744,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,27-017,1996,24.0,7,0.29,2,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c1d95617
1745,Martín Montoya,es ESP,DF,Betis,es La Liga,31-329,1991,2.0,4,1.97,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5cec2487
1746,Kieffer Moore,wls WAL,FW,Bournemouth,eng Premier League,30-213,1992,12.4,16,1.29,12,0,1,0,3,0,2,0.16,2,0,0,0,0,0,Matches,01ce9e70
1747,Andrew Moran,ie IRL,FW,Brighton,eng Premier League,19-145,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c4720845
1748,Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,30-137,1992,14.4,32,2.23,21,0,2,4,5,0,7,0.49,3,0,2,1,1,0,Matches,129af0db
1749,Jon Morcillo,es ESP,FWMF,Athletic Club,es La Liga,24-175,1998,0.8,4,5.45,4,0,0,0,0,0,1,1.36,1,0,0,0,0,0,Matches,b7d7f3bf
1750,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,30-247,1992,9.2,17,1.85,15,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,11b9265b
1751,Álex Moreno,es ESP,DF,Aston Villa,eng Premier League,29-274,1993,4.7,10,2.13,10,0,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches,16e9d0ea
1752,Álex Moreno,es ESP,DF,Betis,es La Liga,29-274,1993,15.0,20,1.33,13,2,3,2,0,0,4,0.27,3,1,0,0,0,0,Matches,16e9d0ea
1753,Diego Moreno,es ESP,DF,Osasuna,es La Liga,21-261,2001,5.9,5,0.85,3,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a21417e2
1754,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,30-336,1992,10.5,32,3.05,25,0,3,4,0,0,4,0.38,3,0,0,1,0,0,Matches,81f0781e
1755,Marlos Moreno,co COL,MFDF,Troyes,fr Ligue 1,26-170,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8499c713
1756,Tete Morente,es ESP,MFDF,Elche,es La Liga,26-095,1996,10.5,20,1.91,11,3,3,1,2,0,1,0.10,0,0,0,0,1,0,Matches,004d185e
1757,Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,20-049,2003,8.2,23,2.82,19,1,1,1,1,0,1,0.12,1,0,0,0,0,0,Matches,f4c69aa6
1758,Manu Morlanes,es ESP,MF,Villarreal,es La Liga,24-056,1999,1.8,2,1.14,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a0255c67
1759,Manu Morlanes,es ESP,MFDF,Mallorca,es La Liga,24-056,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a0255c67
1760,Nikola Moro,hr CRO,MF,Bologna,it Serie A,24-362,1998,6.0,18,2.99,17,0,1,0,0,0,3,0.50,3,0,0,0,0,0,Matches,ff579c7e
1761,Loren Morón,es ESP,FW,Betis,es La Liga,29-069,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3aa4a3be
1762,Cristhian Mosquera,co COL,DF,Valencia,es La Liga,18-255,2004,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,dc1ce4f5
1763,Dany Mota,pt POR,FWMF,Monza,it Serie A,24-311,1998,12.7,34,2.67,26,0,2,3,3,0,2,0.16,0,0,1,0,1,0,Matches,efc9e31f
1764,Lebo Mothiba,za RSA,FWMF,Strasbourg,fr Ligue 1,27-040,1996,3.0,2,0.67,1,0,0,0,1,0,1,0.33,1,0,0,0,0,0,Matches,3eaf8817
1765,Youssoufa Moukoko,de GER,FW,Dortmund,de Bundesliga,18-109,2004,10.5,19,1.80,13,0,5,1,0,0,5,0.47,4,0,1,0,0,0,Matches,6ce43701
1766,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,28-161,1994,7.0,12,1.71,7,0,0,4,0,1,1,0.14,0,0,0,1,0,0,Matches,19ba6c6d
1767,Mason Mount,eng ENG,MFFW,Chelsea,eng Premier League,24-058,1999,18.1,56,3.09,42,9,2,2,1,0,7,0.39,5,0,0,1,1,0,Matches,9674002f
1768,Lucas Moura,br BRA,MFDF,Tottenham,eng Premier League,30-208,1992,1.3,7,5.58,5,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches,2b622f01
1769,Bevic Moussiti-Oko,cg CGO,FW,Ajaccio,fr Ligue 1,28-040,1995,7.8,18,2.32,9,0,2,3,4,0,0,0.00,0,0,0,0,0,0,Matches,71d10572
1770,João Moutinho,pt POR,MF,Wolves,eng Premier League,36-182,1986,17.4,60,3.44,46,12,0,2,0,0,3,0.17,3,0,0,0,0,0,Matches,f5a00fa4
1771,João Moutinho,pt POR,DFFW,Spezia,it Serie A,25-056,1998,0.6,1,1.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a0aee24e
1772,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,26-209,1996,16.5,29,1.76,27,0,1,0,1,0,3,0.18,3,0,0,0,0,0,Matches,af0c835b
1773,Divin Mubama,eng ENG,FW,West Ham,eng Premier League,18-135,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,92868cb5
1774,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,22-063,2001,2.0,5,2.47,2,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches,049a888d
1775,Nordi Mukiele,fr FRA,DF,Paris S-G,fr Ligue 1,25-128,1997,12.6,20,1.58,16,0,1,2,1,0,5,0.40,4,0,0,1,0,0,Matches,ac73ec79
1776,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,23-340,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1295552e
1777,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,25-116,1997,19.0,4,0.21,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cbac6ec9
1778,Thomas Müller,de GER,FWMF,Bayern Munich,de Bundesliga,33-177,1989,11.0,51,4.62,46,0,1,3,0,1,10,0.91,8,0,0,2,0,0,Matches,3c6089ab
1779,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,24-276,1998,3.1,4,1.27,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,5487adcd
1780,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,26-260,1996,18.5,45,2.43,33,0,2,4,5,1,1,0.05,1,0,0,0,0,0,Matches,2acf0cd7
1781,Iker Muniain,es ESP,MFFW,Athletic Club,es La Liga,30-080,1992,14.0,81,5.77,48,23,1,1,8,0,11,0.78,7,2,0,0,2,0,Matches,c05dfb74
1782,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,25-205,1997,8.7,16,1.83,13,0,2,1,0,0,1,0.11,1,0,0,0,0,0,Matches,228b0d9d
1783,Álvaro Muñoz,uy URU,FWMF,Real Madrid,es La Liga,18-238,2004,0.2,1,4.29,1,0,0,0,0,0,1,4.29,1,0,0,0,0,0,Matches,49a6ecbb
1784,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,20-124,2002,0.2,1,4.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,175ece4c
1785,Pablo Muñoz,es ESP,MF,Rayo Vallecano,es La Liga,19-186,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,44e8521b
1786,Luis Muriel,co COL,FW,Atalanta,it Serie A,31-327,1991,7.2,33,4.55,27,2,3,0,1,0,4,0.55,3,0,0,0,1,0,Matches,eb2fe5b6
1787,Jeison Murillo,co COL,DF,Sampdoria,it Serie A,30-286,1992,9.1,6,0.66,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,b233e8e4
1788,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,28-319,1994,21.3,36,1.69,26,0,2,4,3,1,3,0.14,2,0,0,0,0,1,Matches,0cadc46d
1789,Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,28-013,1995,6.6,19,2.85,16,0,1,0,2,0,2,0.30,2,0,0,0,0,0,Matches,de112b84
1790,Nicola Murru,it ITA,DF,Sampdoria,it Serie A,28-083,1994,5.3,5,0.95,3,2,0,0,0,0,1,0.19,0,1,0,0,0,0,Matches,d183e9d6
1791,Yunus Musah,us USA,MF,Valencia,es La Liga,20-100,2002,17.2,39,2.27,24,2,5,2,5,1,2,0.12,2,0,0,0,0,0,Matches,b51b1b9c
1792,Jamal Musiala,de GER,MFFW,Bayern Munich,de Bundesliga,20-011,2003,17.3,83,4.80,66,0,11,5,1,0,18,1.04,14,0,3,1,0,0,Matches,2c0558b8
1793,Juan Musso,ar ARG,GK,Atalanta,it Serie A,28-307,1994,18.1,1,0.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a111cf41
1794,Suliman Mustapha,at AUT,FWMF,Mainz 05,de Bundesliga,21-289,2001,0.8,2,2.65,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9ff8ec4a
1795,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,28-276,1994,13.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,dc29b608
1796,Enock Mwepu,zm ZAM,FWMF,Brighton,eng Premier League,25-067,1998,2.4,7,2.96,6,0,1,0,0,0,2,0.85,1,0,1,0,0,0,Matches,1d5cab82
1797,Vitaliy Mykolenko,ua UKR,DFMF,Everton,eng Premier League,23-284,1999,23.8,38,1.60,34,1,0,2,1,0,2,0.08,1,0,0,1,0,0,Matches,30d4a2e5
1798,Joakim Mæhle,dk DEN,DFMF,Atalanta,it Serie A,25-293,1997,14.7,54,3.68,44,3,2,1,2,2,3,0.20,2,1,0,0,0,0,Matches,c459a650
1799,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,23-201,1999,21.9,4,0.18,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,441197b8
1800,Nathan N'Goumou,fr FRA,FW,Toulouse,fr Ligue 1,22-360,2000,1.0,3,3.00,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e110ea4b
1801,Nathan N'Goumou,fr FRA,FW,M'Gladbach,de Bundesliga,22-360,2000,3.6,4,1.10,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e110ea4b
1802,Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,23-334,1999,12.1,14,1.15,10,2,0,1,1,0,1,0.08,0,1,0,0,0,0,Matches,61590953
1803,Nacho,es ESP,DF,Real Madrid,es La Liga,33-050,1990,8.6,12,1.39,8,0,2,2,0,0,0,0.00,0,0,0,0,0,0,Matches,2946f9a1
1804,Nikolas Nartey,dk DEN,DFMF,Stuttgart,de Bundesliga,23-015,2000,4.2,8,1.92,7,0,1,0,0,0,1,0.24,1,0,0,0,0,0,Matches,30261ba1
1805,Juanjo Narváez,co COL,MFFW,Valladolid,es La Liga,28-025,1995,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,485e4939
1806,Matija Nastasić,rs SRB,DF,Mallorca,es La Liga,29-346,1993,7.4,6,0.81,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches,f35430a4
1807,Roberto Navarro,es ESP,MFFW,Real Sociedad,es La Liga,20-331,2002,3.8,18,4.74,9,4,2,2,1,0,0,0.00,0,0,0,0,0,0,Matches,c997b942
1808,Jesús Navas,es ESP,DFFW,Sevilla,es La Liga,37-108,1985,13.4,44,3.29,41,1,0,0,2,0,6,0.45,4,1,0,0,1,0,Matches,3f10bd22
1809,Keylor Navas,cr CRC,GK,Nott'ham Forest,eng Premier League,36-084,1986,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ecada4fc
1810,Michel Ndary Adopo,fr FRA,MFDF,Torino,it Serie A,22-233,2000,2.7,3,1.11,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,599d91d0
1811,Youssouf Ndayishimiye,bi BDI,DFMF,Nice,fr Ligue 1,24-133,1998,3.4,4,1.18,3,0,0,1,0,0,1,0.30,1,0,0,0,0,0,Matches,65c55288
