Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,-9999
1510,José Luis Morales,es ESP,FWMF,Villarreal,es La Liga,35-229,1987,10.5,22,2.10,15,0,4,2,1,0,2,0.19,1,0,0,1,0,0,Matches,4a478107
1511,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,33-063,1990,4.6,4,0.87,3,0,1,0,0,0,1,0.22,1,0,0,0,0,0,Matches,921f6058
1512,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,24-304,1998,19.7,59,3.00,40,13,2,1,1,2,7,0.36,4,1,0,0,0,2,Matches,6f7d826d
1513,Romelu Lukaku,be BEL,FW,Inter,it Serie A,29-300,1993,6.8,18,2.66,14,0,1,3,0,0,3,0.44,2,0,1,0,0,0,Matches,5eae500a
1514,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,20-082,2002,22.2,15,0.68,15,0,0,0,0,0,2,0.09,2,0,0,0,0,0,Matches,5b9512c5
1515,Dodi Lukebakio,be BEL,FWMF,Hertha BSC,de Bundesliga,25-166,1997,18.4,52,2.82,29,7,9,1,4,2,3,0.16,3,0,0,0,0,0,Matches,0c61c77c
1516,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,26-208,1996,1.3,2,1.50,1,0,0,0,0,1,1,0.75,0,0,0,0,0,1,Matches,c6e8cf1f
1517,Saša Lukić,rs SRB,MF,Torino,it Serie A,26-208,1996,13.3,44,3.31,35,3,0,2,3,1,2,0.15,2,0,0,0,0,0,Matches,c6e8cf1f
1518,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,24-026,1999,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3061e1ec
1519,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,31-116,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8a6ab963
1520,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,26-184,1996,22.0,11,0.50,9,1,0,1,0,0,2,0.09,2,0,0,0,0,0,Matches,997fff07
1521,Lyanco,br BRA,DF,Southampton,eng Premier League,26-036,1997,7.8,6,0.77,4,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,b5bf1770
1522,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,29-138,1993,10.9,26,2.38,17,5,1,2,1,0,1,0.09,0,1,0,0,0,0,Matches,5efc5389
1523,Youssouf M'Changama,km COM,MF,Auxerre,fr Ligue 1,32-192,1990,7.2,23,3.21,15,4,0,0,4,0,1,0.14,1,0,0,0,0,0,Matches,e05082d1
1524,Awer Mabil,au AUS,MFFW,Cádiz,es La Liga,27-175,1995,1.8,2,1.09,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,922da988
1525,Alexis Mac Allister,ar ARG,MF,Brighton,eng Premier League,24-075,1998,19.2,55,2.87,41,6,2,3,2,1,5,0.26,5,0,0,0,0,0,Matches,83d074ff
1526,Deiver Machado,co COL,DFMF,Lens,fr Ligue 1,29-188,1993,18.1,29,1.60,20,2,0,0,5,2,4,0.22,1,2,0,0,0,1,Matches,b3f8bdef
1527,Darwin Machís,ve VEN,FW,Valladolid,es La Liga,30-030,1993,3.8,13,3.46,10,0,1,2,0,0,1,0.27,1,0,0,0,0,0,Matches,ed6ea4d9
1528,James Maddison,eng ENG,MFFW,Leicester City,eng Premier League,26-106,1996,16.1,78,4.83,47,14,5,4,6,2,7,0.43,6,1,0,0,0,0,Matches,ee38d9c5
1529,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,20-364,2002,2.0,6,2.97,4,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,bf34eebd
1530,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,25-240,1997,20.3,42,2.00,29,6,1,1,5,0,5,0.24,3,0,0,1,1,0,Matches,5db04597
1531,Lisandro Magallán,ar ARG,DF,Elche,es La Liga,29-163,1993,3.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,01a49bd2
1532,Soungoutou Magassa,ml MLI,MF,Monaco,fr Ligue 1,19-152,2003,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,dfc5d4fa
1533,Giulio Maggiore,it ITA,MF,Salernitana,it Serie A,24-362,1998,8.0,14,1.74,11,0,0,2,1,0,1,0.12,1,0,0,0,0,0,Matches,957e4c87
1534,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,27-156,1995,7.9,5,0.63,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,cce9f582
1535,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,24-283,1998,13.6,29,2.13,24,0,2,2,0,1,5,0.37,3,0,0,1,0,1,Matches,d4d35152
1536,Yohann Magnin,fr FRA,MFDF,Clermont Foot,fr Ligue 1,25-261,1997,21.5,39,1.82,31,0,1,1,2,4,3,0.14,3,0,0,0,0,0,Matches,caa7aaea
1537,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,30-004,1993,5.3,3,0.56,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d8931174
1538,Jon Magunacelaya,es ESP,MFFW,Real Sociedad,es La Liga,22-239,2000,0.7,4,5.54,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,d4808594
1539,Riyad Mahrez,dz ALG,FWMF,Manchester City,eng Premier League,32-016,1991,11.8,63,5.34,42,8,3,5,4,1,12,1.02,7,1,1,2,0,1,Matches,892d5bb1
1540,Arne Maier,de GER,MF,Augsburg,de Bundesliga,24-060,1999,13.2,31,2.35,19,6,0,1,2,3,1,0.08,0,0,0,0,0,1,Matches,ab700320
1541,Mike Maignan,fr FRA,GK,Milan,it Serie A,27-249,1995,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,fcb38f57
1542,Linton Maina,de GER,FWMF,Köln,de Bundesliga,23-259,1999,15.8,47,2.98,36,4,3,4,0,0,7,0.44,5,0,2,0,0,0,Matches,e5d85da8
1543,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,17-324,2005,0.1,2,16.36,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c6220452
1544,Ainsley Maitland-Niles,eng ENG,DFMF,Southampton,eng Premier League,25-192,1997,10.0,16,1.59,15,0,1,0,0,0,1,0.10,1,0,0,0,0,0,Matches,e3a5814e
1545,Lovro Majer,hr CRO,MFFW,Rennes,fr Ligue 1,25-051,1998,10.8,48,4.43,30,7,1,4,5,1,4,0.37,2,2,0,0,0,0,Matches,fc46aab1
1546,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,24-270,1998,8.9,13,1.45,11,0,1,0,1,0,1,0.11,1,0,0,0,0,0,Matches,22bfb57e
1547,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,24-270,1998,4.8,10,2.06,7,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches,22bfb57e
1548,Béni Makouana,cg CGO,FWMF,Montpellier,fr Ligue 1,20-162,2002,2.2,2,0.90,1,0,0,0,1,0,1,0.45,0,0,0,0,1,0,Matches,654f49ca
1549,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,28-042,1995,10.2,9,0.88,7,0,0,0,1,1,1,0.10,1,0,0,0,0,0,Matches,00b28772
1550,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,23-204,1999,10.2,4,0.39,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6b6c793c
1551,Lorenzo Malagrida,it ITA,DFMF,Sampdoria,it Serie A,19-136,2003,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2bffcbf2
1552,Daniel Maldini,it ITA,FWMF,Spezia,it Serie A,21-149,2001,3.9,12,3.08,7,1,1,1,2,0,0,0.00,0,0,0,0,0,0,Matches,801831fe
1553,Youssef Maleh,it ITA,MF,Fiorentina,it Serie A,24-199,1998,3.3,7,2.12,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4c8845f7
1554,Youssef Maleh,it ITA,MF,Lecce,it Serie A,24-199,1998,4.3,3,0.70,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4c8845f7
1555,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,24-049,1999,10.1,36,3.55,21,6,5,1,3,0,4,0.39,2,0,1,0,1,0,Matches,864163f3
1556,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,29-309,1993,6.1,26,4.25,16,7,1,1,1,0,2,0.33,2,0,0,0,0,0,Matches,48d5bd33
1557,Ruslan Malinovskyi,ua UKR,MFFW,Marseille,fr Ligue 1,29-309,1993,5.9,32,5.38,16,6,2,3,5,0,2,0.34,1,0,0,1,0,0,Matches,48d5bd33
1558,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,31-260,1991,15.4,32,2.08,24,4,1,2,1,0,5,0.33,4,1,0,0,0,0,Matches,cb574619
1559,Mickael Malsa,mq MTQ,MF,Valladolid,es La Liga,27-148,1995,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bbc19252
1560,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,22-161,2000,24.0,2,0.08,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d4b73232
1561,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,23-071,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0f86995c
1562,Gianluca Mancini,it ITA,DF,Roma,it Serie A,26-326,1996,23.2,27,1.16,22,1,0,3,1,0,3,0.13,2,0,0,0,1,0,Matches,5aa53281
1563,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,37-346,1985,23.5,5,0.21,5,0,0,0,0,0,2,0.09,2,0,0,0,0,0,Matches,1d2d5cc8
1564,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,29-047,1994,20.6,23,1.12,21,0,0,0,1,1,1,0.05,1,0,0,0,0,0,Matches,c20bdcd7
1565,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,31-138,1991,4.9,3,0.61,3,0,0,0,0,0,2,0.41,2,0,0,0,0,0,Matches,fbd6378b
1566,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,25-253,1997,13.2,62,4.70,41,15,0,4,1,1,4,0.30,2,1,0,0,1,0,Matches,c7259b83
1567,Sadio Mané,sn SEN,FW,Bayern Munich,de Bundesliga,30-333,1992,10.7,47,4.40,32,0,3,8,4,0,9,0.84,6,0,1,2,0,0,Matches,c691bfe2
1568,Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,24-356,1998,7.9,9,1.14,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,a572e291
1569,Thomas Mangani,fr FRA,MF,Ajaccio,fr Ligue 1,35-314,1987,9.9,36,3.62,14,20,0,1,1,0,1,0.10,1,0,0,0,0,0,Matches,c801616a
1570,Vito Mannone,it ITA,GK,Lorient,fr Ligue 1,35-007,1988,12.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c4173f1a
1571,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,28-308,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,758dd7f0
1572,Myziane Maolida,fr FRA,FWMF,Reims,fr Ligue 1,24-023,1999,1.7,2,1.15,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,706a60e1
1573,Myziane Maolida,fr FRA,FWMF,Hertha BSC,de Bundesliga,24-023,1999,1.1,1,0.95,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,706a60e1
1574,Faitout Maouassa,fr FRA,DFFW,Montpellier,fr Ligue 1,24-246,1998,16.5,43,2.61,31,5,3,2,1,1,8,0.49,8,0,0,0,0,0,Matches,e54a9890
1575,Sekou Mara,fr FRA,FWMF,Southampton,eng Premier League,20-222,2002,4.6,10,2.17,6,0,3,0,0,1,2,0.43,1,0,1,0,0,0,Matches,3544641e
1576,Maranhão,br BRA,FWMF,Valencia,es La Liga,26-140,1996,4.8,10,2.07,6,0,3,1,0,0,0,0.00,0,0,0,0,0,0,Matches,ae86d473
1577,Marcão,br BRA,DF,Sevilla,es La Liga,26-277,1996,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,133faa84
1578,Solly March,eng ENG,FWDF,Brighton,eng Premier League,28-232,1994,21.9,89,4.06,60,6,10,7,4,2,8,0.37,7,0,0,1,0,0,Matches,bb5fbd2b
1579,Agustín Marchesín,ar ARG,GK,Celta Vigo,es La Liga,34-358,1988,19.0,2,0.11,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,853b7c48
1580,Federico Marchetti,it ITA,GK,Spezia,it Serie A,40-030,1983,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f794b426
1581,Vincent Marchetti,fr FRA,MF,Ajaccio,fr Ligue 1,25-248,1997,20.4,41,2.01,33,0,2,3,3,0,8,0.39,7,0,0,0,1,0,Matches,740f00ac
1582,Riccardo Marchizza,it ITA,DF,Sassuolo,it Serie A,24-348,1998,1.9,6,3.12,5,0,1,0,0,0,2,1.04,2,0,0,0,0,0,Matches,91d0fabf
1583,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,31-022,1992,17.0,12,0.70,10,1,0,0,1,0,2,0.12,2,0,0,0,0,0,Matches,8650af85
1584,Emiliano Marcondes,dk DEN,MF,Bournemouth,eng Premier League,28-000,1995,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4d960fc3
1585,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,33-329,1989,20.0,51,2.55,45,4,0,0,1,1,5,0.25,5,0,0,0,0,0,Matches,9f323c71
1586,José Mari,es ESP,MF,Cádiz,es La Liga,35-093,1987,3.6,11,3.07,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,6f4c734d
1587,Pablo Marí,es ESP,DF,Monza,it Serie A,29-190,1993,16.6,7,0.42,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,aa54ec6f
1588,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,28-048,1995,13.9,12,0.86,10,0,0,2,0,0,2,0.14,2,0,0,0,0,0,Matches,f0da930c
1589,Mariano,do DOM,FW,Real Madrid,es La Liga,29-220,1993,0.6,1,1.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5c4dc0ff
1590,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,19-249,2003,3.8,11,2.89,9,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a83c19cf
1591,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,26-290,1996,19.7,66,3.35,42,21,1,1,1,0,2,0.10,0,2,0,0,0,0,Matches,7fac99d4
1592,Diego Mariño,es ESP,GK,Almería,es La Liga,32-304,1990,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d9235a45
1593,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,28-307,1994,16.5,7,0.42,6,0,0,1,0,0,2,0.12,1,0,0,1,0,0,Matches,d9764034
1594,Marlon,br BRA,DF,Monza,it Serie A,27-183,1995,13.5,4,0.30,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cdf65d12
1595,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,24-030,1999,11.2,29,2.59,16,0,7,2,4,0,5,0.45,3,0,2,0,0,0,Matches,0e0102eb
1596,Marquinhos,br BRA,MF,Arsenal,eng Premier League,19-336,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,59878425
1597,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,28-299,1994,22.1,13,0.59,10,1,0,2,0,0,1,0.05,1,0,0,0,0,0,Matches,d5f2f82b
1598,Luca Marrone,it ITA,DF,Monza,it Serie A,32-346,1990,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ea468ea8
1599,Eric Martel,de GER,MF,Köln,de Bundesliga,20-314,2002,13.8,17,1.23,15,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,92a16062
1600,Roger Martí,es ESP,FW,Elche,es La Liga,32-065,1991,7.3,13,1.79,10,0,0,1,1,1,1,0.14,1,0,0,0,0,0,Matches,0ae4e09a
1601,Roger Martí,es ESP,FW,Cádiz,es La Liga,32-065,1991,4.1,4,0.97,1,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches,0ae4e09a
1602,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,27-094,1995,5.1,9,1.77,7,0,1,0,1,0,4,0.79,2,0,1,0,1,0,Matches,8b788c01
1603,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,25-321,1997,16.0,48,2.99,33,13,1,1,0,0,4,0.25,3,1,0,0,0,0,Matches,2f3e911a
1604,Ander Martin,es ESP,MFFW,Real Sociedad,es La Liga,22-113,2000,0.5,4,8.57,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e1e75690
1605,Andrés Martín,es ESP,FWMF,Rayo Vallecano,es La Liga,23-241,1999,1.6,5,3.06,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2ae30661
1606,Carlos Martín,es ESP,DF,Atlético Madrid,es La Liga,20-321,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,64035864
1607,Iván Martín,es ESP,MF,Girona,es La Liga,24-023,1999,6.6,14,2.14,12,0,1,0,1,0,3,0.46,2,0,0,0,1,0,Matches,ae48c5cb
1608,Jonas Martin,fr FRA,MF,Lille,fr Ligue 1,32-334,1990,2.1,3,1.41,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,468fdbad
1609,Martinelli,br BRA,FW,Arsenal,eng Premier League,21-264,2001,23.3,96,4.12,69,8,6,7,4,2,11,0.47,6,0,0,5,0,0,Matches,48a5a5d6
1610,Arnau Martinez,es ESP,DF,Girona,es La Liga,19-318,2003,17.5,43,2.46,35,0,1,3,4,0,4,0.23,3,0,0,0,1,0,Matches,c3e66ffe
1611,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,30-188,1992,22.4,4,0.18,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7956236f
1612,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,31-296,1991,10.0,9,0.90,6,0,0,3,0,0,1,0.10,1,0,0,0,0,0,Matches,3fc45c73
1613,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,25-199,1997,21.7,69,3.18,47,2,3,8,8,1,9,0.42,4,0,1,1,2,1,Matches,f7036e1c
1614,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,25-050,1998,19.6,17,0.87,15,0,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches,bac46a10
1615,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,26-303,1996,16.1,16,0.99,10,1,0,4,0,1,2,0.12,2,0,0,0,0,0,Matches,3ec3c1c9
1616,Roger Martínez,es ESP,DF,Espanyol,es La Liga,18-338,2004,0.1,2,25.71,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,937c6ae6
1617,Gelson Martins,pt POR,MFFW,Monaco,fr Ligue 1,27-302,1995,3.8,15,3.91,11,0,1,2,1,0,1,0.26,1,0,0,0,0,0,Matches,3ef0fa48
1618,Adam Marušić,me MNE,DF,Lazio,it Serie A,30-143,1992,24.3,29,1.19,23,3,0,1,0,2,3,0.12,2,0,0,1,0,0,Matches,d4535821
1619,Omar Mascarell,es ESP,MF,Elche,es La Liga,30-035,1993,20.2,29,1.44,21,7,1,0,0,0,1,0.05,0,1,0,0,0,0,Matches,11fd2b75
1620,Adam Masina,ma MAR,DF,Udinese,it Serie A,29-066,1994,5.3,2,0.37,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,de0f152c
1621,Jordi Masip,es ESP,GK,Valladolid,es La Liga,34-065,1989,16.9,2,0.12,1,1,0,0,0,0,1,0.06,0,1,0,0,0,0,Matches,8fae77ea
1622,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,24-107,1998,13.5,12,0.89,10,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches,a396fb61
1623,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,21-245,2001,4.9,11,2.26,9,0,1,0,1,0,1,0.21,0,0,0,0,1,0,Matches,eba1e557
1624,Yanis Massolin,fr FRA,MF,Clermont Foot,fr Ligue 1,20-170,2002,0.7,1,1.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6ea05ca7
1625,Jaime Mata,es ESP,FW,Getafe,es La Liga,34-136,1988,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,02319ad7
1626,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,20-176,2002,1.5,1,0.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,feb5d972
1627,Eliot Matazo,be BEL,MFFW,Monaco,fr Ligue 1,21-022,2002,8.0,5,0.63,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,15944afd
1628,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,25-254,1997,7.6,6,0.79,3,0,0,1,2,0,1,0.13,0,0,0,0,1,0,Matches,50e6dc35
1629,Nemanja Matić,rs SRB,MF,Roma,it Serie A,34-220,1988,14.9,31,2.08,28,1,1,1,0,0,5,0.34,3,0,1,1,0,0,Matches,eb7822d7
1630,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,31-213,1991,9.1,12,1.31,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b217ef29
1631,Henning Matriciani,de GER,DF,Schalke 04,de Bundesliga,22-360,2000,11.7,6,0.51,6,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches,ab3f1bdf
1632,Chrislain Matsima,fr FRA,DFMF,Lorient,fr Ligue 1,20-298,2002,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cf1ef7ec
1633,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,20-298,2002,1.4,4,2.83,3,0,1,0,0,0,3,2.13,2,0,1,0,0,0,Matches,cf1ef7ec
1634,Jean Mattéo Bahoya,fr FRA,FW,Angers,fr Ligue 1,17-306,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,70d4c949
1635,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,24-315,1998,18.5,41,2.21,40,0,0,0,0,1,2,0.11,2,0,0,0,0,0,Matches,a17a94d6
1636,Neal Maupay,fr FRA,FW,Everton,eng Premier League,26-207,1996,10.5,13,1.24,8,0,1,1,3,0,0,0.00,0,0,0,0,0,0,Matches,4bcf39f6
1637,Aïman Maurer,ma MAR,MF,Clermont Foot,fr Ligue 1,18-165,2004,2.8,4,1.42,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,87d31635
1638,Stephy Mavididi,eng ENG,FW,Montpellier,fr Ligue 1,24-282,1998,9.4,18,1.93,9,0,3,3,3,0,3,0.32,2,0,1,0,0,0,Matches,30144daa
1639,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,25-088,1997,18.8,26,1.39,17,2,2,3,1,1,3,0.16,2,0,0,0,0,1,Matches,00963611
1640,Christian Mawissa,fr FRA,DF,Toulouse,fr Ligue 1,17-325,2005,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2c70d915
1641,Philipp Max,de GER,DF,Eint Frankfurt,de Bundesliga,29-160,1993,4.0,12,2.98,5,5,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,826e8b63
1642,Eric Maxim Choupo-Moting,cm CMR,FW,Bayern Munich,de Bundesliga,33-351,1989,11.4,39,3.43,30,0,4,4,0,1,5,0.44,5,0,0,0,0,0,Matches,0e6bc38c
1643,Luís Maximiano,pt POR,GK,Lazio,it Serie A,24-063,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3318286e
1644,Fernand Mayembo,cg CGO,DF,Ajaccio,fr Ligue 1,27-059,1996,6.0,2,0.33,0,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches,b20cc590
1645,Borja Mayoral,es ESP,FW,Getafe,es La Liga,25-338,1997,21.8,37,1.70,25,0,2,3,7,0,1,0.05,1,0,0,0,0,0,Matches,64e8ed6d
1646,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,25-115,1997,6.2,13,2.11,12,0,0,0,0,1,3,0.49,2,0,0,0,0,1,Matches,b74277a0
1647,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,27-225,1995,14.1,50,3.53,36,9,3,0,1,1,7,0.49,5,0,2,0,0,0,Matches,eb0ec070
1648,Kevin Mbabu,ch SUI,DFFW,Fulham,eng Premier League,27-324,1995,1.6,3,1.87,2,0,1,0,0,0,1,0.62,1,0,0,0,0,0,Matches,493924a7
1649,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,24-079,1998,19.3,83,4.30,59,2,10,8,4,0,12,0.62,7,0,2,1,2,0,Matches,42fd9c7f
1650,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,24-254,1998,6.0,4,0.67,2,0,0,0,0,2,1,0.17,1,0,0,0,0,0,Matches,8aae94b9
1651,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,28-213,1994,23.4,28,1.20,24,0,0,3,1,0,1,0.04,1,0,0,0,0,0,Matches,e76cb9cc
1652,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,23-214,1999,20.4,56,2.74,36,16,3,0,1,0,8,0.39,7,1,0,0,0,0,Matches,6afaebf2
1653,Jason Mbock,fr FRA,MFFW,Angers,fr Ligue 1,23-128,1999,0.3,1,3.60,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,890bc029
1654,Nathanael Mbuku,fr FRA,FWMF,Reims,fr Ligue 1,20-358,2002,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,46750e9c
1655,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,35-153,1987,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cee31595
1656,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,28-142,1994,16.9,39,2.30,28,4,1,3,2,1,7,0.41,5,0,0,0,2,0,Matches,90f91999
1657,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,26-117,1996,16.2,9,0.55,9,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches,4e5a4cbc
1658,Weston McKennie,us USA,MF,Leeds United,eng Premier League,24-193,1998,5.2,8,1.55,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,01c3aff5
1659,Weston McKennie,us USA,MFDF,Juventus,it Serie A,24-193,1998,11.7,17,1.45,15,0,0,2,0,0,1,0.09,1,0,0,0,0,0,Matches,01c3aff5
1660,Dwight McNeil,eng ENG,FWMF,Everton,eng Premier League,23-107,1999,15.8,60,3.81,35,18,4,0,2,1,6,0.38,2,2,0,0,1,1,Matches,fc15fb84
